"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","82","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 27 18:58:12 GMT 2025","passed","Fri Jun 27 18:58:12 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","182","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 27 18:58:13 GMT 2025","passed","Fri Jun 27 18:58:13 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","85","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Jun 27 18:58:06 GMT 2025","passed","Fri Jun 27 18:58:06 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","91","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Jun 27 18:58:35 GMT 2025","passed","Fri Jun 27 18:58:35 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","155","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Jun 27 18:58:11 GMT 2025","passed","Fri Jun 27 18:58:11 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","104","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri Jun 27 18:58:22 GMT 2025","passed","Fri Jun 27 18:58:22 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","194","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jun 27 18:58:21 GMT 2025","passed","Fri Jun 27 18:58:21 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","79","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jun 27 18:58:23 GMT 2025","passed","Fri Jun 27 18:58:23 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","81","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 27 18:58:07 GMT 2025","passed","Fri Jun 27 18:58:07 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","125","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Jun 27 18:58:24 GMT 2025","failed","Fri Jun 27 18:58:24 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","88","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Jun 27 18:58:39 GMT 2025","passed","Fri Jun 27 18:58:39 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","97","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jun 27 18:58:40 GMT 2025","passed","Fri Jun 27 18:58:40 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","88","Update user - empty action field","QA|Nova Bank - Infopool","Fri Jun 27 18:58:37 GMT 2025","passed","Fri Jun 27 18:58:37 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","92","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Jun 27 18:58:08 GMT 2025","passed","Fri Jun 27 18:58:08 GMT 2025","v1 > Profile > Password","Bank User","",""
"","129","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jun 27 18:58:39 GMT 2025","passed","Fri Jun 27 18:58:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","297","audit-search","QA|Nova Bank - Infopool","Fri Jun 27 18:58:11 GMT 2025","passed","Fri Jun 27 18:58:11 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","135","Update Customer Comment","QA|Nova Bank - Infopool","Fri Jun 27 18:58:22 GMT 2025","passed","Fri Jun 27 18:58:22 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","84","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 27 18:58:07 GMT 2025","passed","Fri Jun 27 18:58:07 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","105","No auth - managers","QA|Nova Bank - Infopool","Fri Jun 27 18:58:41 GMT 2025","passed","Fri Jun 27 18:58:41 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","132","Get all Issues","QA|Nova Bank - Infopool","Fri Jun 27 18:58:16 GMT 2025","failed","Fri Jun 27 18:58:17 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","92","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Jun 27 18:58:09 GMT 2025","passed","Fri Jun 27 18:58:10 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","134","audit trail","QA|Nova Bank - Infopool","Fri Jun 27 18:58:11 GMT 2025","passed","Fri Jun 27 18:58:11 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","81","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri Jun 27 18:58:36 GMT 2025","passed","Fri Jun 27 18:58:36 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","112","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Jun 27 18:58:41 GMT 2025","passed","Fri Jun 27 18:58:41 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","88","Update user - invalid action","QA|Nova Bank - Infopool","Fri Jun 27 18:58:37 GMT 2025","passed","Fri Jun 27 18:58:37 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","98","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Jun 27 18:58:38 GMT 2025","passed","Fri Jun 27 18:58:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jun 27 18:58:23 GMT 2025","passed","Fri Jun 27 18:58:23 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","3182","No Auth - Get all Issues","QA|Nova Bank - Infopool","Fri Jun 27 18:58:17 GMT 2025","passed","Fri Jun 27 18:58:20 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","88","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 27 18:58:06 GMT 2025","passed","Fri Jun 27 18:58:06 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","171","Weak password - Change password","QA|Nova Bank - Infopool","Fri Jun 27 18:58:08 GMT 2025","passed","Fri Jun 27 18:58:08 GMT 2025","v1 > Profile > Password","Bank User","",""
"","79","Get events - no auth","QA|Nova Bank - Infopool","Fri Jun 27 18:58:10 GMT 2025","passed","Fri Jun 27 18:58:10 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","96","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Jun 27 18:58:23 GMT 2025","passed","Fri Jun 27 18:58:23 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","78","Health","QA|Nova Bank - Infopool","Fri Jun 27 18:58:35 GMT 2025","failed","Fri Jun 27 18:58:35 GMT 2025","v1 > Health","Bank Admin","",""
"","92","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Jun 27 18:58:41 GMT 2025","passed","Fri Jun 27 18:58:41 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","95","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 27 18:58:07 GMT 2025","passed","Fri Jun 27 18:58:07 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","90","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Jun 27 18:58:38 GMT 2025","passed","Fri Jun 27 18:58:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","79","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jun 27 18:58:21 GMT 2025","passed","Fri Jun 27 18:58:21 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","6248","Invalid email format","QA|Nova Bank - Infopool","Fri Jun 27 18:57:58 GMT 2025","passed","Fri Jun 27 18:58:05 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","91","Create organization - empty description","QA|Nova Bank - Infopool","Fri Jun 27 18:58:38 GMT 2025","passed","Fri Jun 27 18:58:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","79","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jun 27 18:58:40 GMT 2025","passed","Fri Jun 27 18:58:40 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","77","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Jun 27 18:58:34 GMT 2025","passed","Fri Jun 27 18:58:34 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","115","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Fri Jun 27 18:58:28 GMT 2025","failed","Fri Jun 27 18:58:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","80","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jun 27 18:58:27 GMT 2025","passed","Fri Jun 27 18:58:28 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","124","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 27 18:58:07 GMT 2025","failed","Fri Jun 27 18:58:07 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","89","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Jun 27 18:58:40 GMT 2025","passed","Fri Jun 27 18:58:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
