"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get a specific report by ID","128","Get Report by UUID","QA|Nova Bank - Infopool","Wed May 28 00:12:57 GMT 2025","failed","Wed May 28 00:12:57 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","82","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:12:27 GMT 2025","passed","Wed May 28 00:12:27 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","116","Add user to an organization - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:53 GMT 2025","passed","Wed May 28 00:12:53 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","81","Get Issue by ID","QA|Nova Bank - Infopool","Wed May 28 00:12:29 GMT 2025","failed","Wed May 28 00:12:29 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","92","Get profile roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:24 GMT 2025","passed","Wed May 28 00:12:24 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","82","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:24 GMT 2025","passed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","82","Create roles - Existing role","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","failed","Wed May 28 00:12:54 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","92","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:55 GMT 2025","failed","Wed May 28 00:12:55 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","112","Remove user from an organization - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","passed","Wed May 28 00:12:54 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","80","Get role by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:55 GMT 2025","failed","Wed May 28 00:12:55 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","81","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed May 28 00:12:29 GMT 2025","passed","Wed May 28 00:12:29 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","104","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed May 28 00:12:52 GMT 2025","passed","Wed May 28 00:12:53 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","Weak password - Change password","QA|Nova Bank - Infopool","Wed May 28 00:12:25 GMT 2025","failed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Password","Bank User","",""
"","136","Forgot password - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:23 GMT 2025","failed","Wed May 28 00:12:23 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","103","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:12:51 GMT 2025","passed","Wed May 28 00:12:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","Get Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:13:05 GMT 2025","passed","Wed May 28 00:13:05 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","80","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed May 28 00:12:25 GMT 2025","passed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","99","Create organization - no name","QA|Nova Bank - Infopool","Wed May 28 00:12:50 GMT 2025","passed","Wed May 28 00:12:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 28 00:12:37 GMT 2025","passed","Wed May 28 00:12:37 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","84","No Auth - Change password","QA|Nova Bank - Infopool","Wed May 28 00:12:25 GMT 2025","passed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Password","Bank User","",""
"","87","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed May 28 00:12:52 GMT 2025","passed","Wed May 28 00:12:52 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Create a new report","79","Create Report - No auth","QA|Nova Bank - Infopool","Wed May 28 00:12:57 GMT 2025","passed","Wed May 28 00:12:57 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","100","Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 28 00:12:37 GMT 2025","failed","Wed May 28 00:12:37 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","167","Invalid credentials","QA|Nova Bank - Infopool","Wed May 28 00:12:23 GMT 2025","passed","Wed May 28 00:12:23 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","78","Create roles - empty name field","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","failed","Wed May 28 00:12:54 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","86","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed May 28 00:12:26 GMT 2025","failed","Wed May 28 00:12:26 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed May 28 00:12:42 GMT 2025","failed","Wed May 28 00:12:42 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","254","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:28 GMT 2025","passed","Wed May 28 00:12:29 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","86","Fetch Customer Comments","QA|Nova Bank - Infopool","Wed May 28 00:12:37 GMT 2025","failed","Wed May 28 00:12:37 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Create a new report","80","Create Report - Empty category","QA|Nova Bank - Infopool","Wed May 28 00:12:58 GMT 2025","failed","Wed May 28 00:12:58 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","82","Update profile - no phone number","QA|Nova Bank - Infopool","Wed May 28 00:12:26 GMT 2025","failed","Wed May 28 00:12:26 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","157","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed May 28 00:12:41 GMT 2025","passed","Wed May 28 00:12:41 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","80","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed May 28 00:12:53 GMT 2025","passed","Wed May 28 00:12:54 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","82","Export Report Data","QA|Nova Bank - Infopool","Wed May 28 00:13:05 GMT 2025","failed","Wed May 28 00:13:05 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","103","Role does not exist - update role","QA|Nova Bank - Infopool","Wed May 28 00:12:47 GMT 2025","passed","Wed May 28 00:12:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","83","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:12:25 GMT 2025","passed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","80","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:36 GMT 2025","failed","Wed May 28 00:12:36 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","81","Empty current password - Change password","QA|Nova Bank - Infopool","Wed May 28 00:12:25 GMT 2025","failed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Password","Bank User","",""
"","82","Update role status","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","failed","Wed May 28 00:12:55 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","82","Get Report Data - Question","QA|Nova Bank - Infopool","Wed May 28 00:13:04 GMT 2025","failed","Wed May 28 00:13:04 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","82","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed May 28 00:12:26 GMT 2025","failed","Wed May 28 00:12:26 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Update an existing report","81","Update Report - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:13:01 GMT 2025","failed","Wed May 28 00:13:01 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","78","No auth - category by id","QA|Nova Bank - Infopool","Wed May 28 00:12:56 GMT 2025","passed","Wed May 28 00:12:56 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","82","Get profile - successfully","QA|Nova Bank - Infopool","Wed May 28 00:12:25 GMT 2025","failed","Wed May 28 00:12:25 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","81","Get events - no auth","QA|Nova Bank - Infopool","Wed May 28 00:12:26 GMT 2025","passed","Wed May 28 00:12:26 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","79","Update user - no auth","QA|Nova Bank - Infopool","Wed May 28 00:12:43 GMT 2025","passed","Wed May 28 00:12:43 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","79","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:13:05 GMT 2025","passed","Wed May 28 00:13:05 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","82","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed May 28 00:12:56 GMT 2025","failed","Wed May 28 00:12:56 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","125","verifyOTP","QA|Nova Bank - Infopool","Wed May 28 00:12:23 GMT 2025","passed","Wed May 28 00:12:23 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","100","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed May 28 00:12:52 GMT 2025","passed","Wed May 28 00:12:52 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","83","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed May 28 00:12:57 GMT 2025","failed","Wed May 28 00:12:57 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","81","managers","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","failed","Wed May 28 00:12:54 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","100","Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:12:42 GMT 2025","passed","Wed May 28 00:12:42 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","93","Get single definition","QA|Nova Bank - Infopool","Wed May 28 00:12:42 GMT 2025","passed","Wed May 28 00:12:42 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","No auth - get user role","QA|Nova Bank - Infopool","Wed May 28 00:12:44 GMT 2025","passed","Wed May 28 00:12:44 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","81","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 28 00:12:41 GMT 2025","failed","Wed May 28 00:12:41 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","95","Fetch all users","QA|Nova Bank - Infopool","Wed May 28 00:12:43 GMT 2025","passed","Wed May 28 00:12:43 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","217","Get events - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:26 GMT 2025","passed","Wed May 28 00:12:26 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Delete a report (soft delete)","78","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:13:04 GMT 2025","failed","Wed May 28 00:13:04 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","106","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:12:52 GMT 2025","passed","Wed May 28 00:12:52 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","105","Create  organization","QA|Nova Bank - Infopool","Wed May 28 00:12:50 GMT 2025","failed","Wed May 28 00:12:50 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","82","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed May 28 00:13:05 GMT 2025","failed","Wed May 28 00:13:05 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","79","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:12:52 GMT 2025","passed","Wed May 28 00:12:52 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","7042","Successful login","QA|Nova Bank - Infopool","Wed May 28 00:12:15 GMT 2025","passed","Wed May 28 00:12:23 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","80","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:12:55 GMT 2025","failed","Wed May 28 00:12:55 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Create a new report","82","Create Report","QA|Nova Bank - Infopool","Wed May 28 00:12:57 GMT 2025","failed","Wed May 28 00:12:57 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","80","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 28 00:12:43 GMT 2025","passed","Wed May 28 00:12:43 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","82","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:29 GMT 2025","failed","Wed May 28 00:12:29 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","249","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:29 GMT 2025","failed","Wed May 28 00:12:29 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","76","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","passed","Wed May 28 00:12:54 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","79","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 28 00:12:55 GMT 2025","failed","Wed May 28 00:12:55 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","79","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed May 28 00:12:43 GMT 2025","passed","Wed May 28 00:12:43 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","80","No auth - managers","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","passed","Wed May 28 00:12:54 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","81","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:13:04 GMT 2025","failed","Wed May 28 00:13:05 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","79","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:53 GMT 2025","passed","Wed May 28 00:12:53 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","76","Get roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","passed","Wed May 28 00:12:54 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","104","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:12:51 GMT 2025","passed","Wed May 28 00:12:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","98","Create organization - empty city value","QA|Nova Bank - Infopool","Wed May 28 00:12:51 GMT 2025","passed","Wed May 28 00:12:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","103","Create organization - no country ID","QA|Nova Bank - Infopool","Wed May 28 00:12:51 GMT 2025","passed","Wed May 28 00:12:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed May 28 00:12:38 GMT 2025","failed","Wed May 28 00:12:38 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","3136","Add Comment to Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:33 GMT 2025","failed","Wed May 28 00:12:36 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","82","No auth - Update role status","QA|Nova Bank - Infopool","Wed May 28 00:12:55 GMT 2025","passed","Wed May 28 00:12:55 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","101","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 28 00:12:53 GMT 2025","passed","Wed May 28 00:12:53 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","80","Update role status - role does not exist","QA|Nova Bank - Infopool","Wed May 28 00:12:55 GMT 2025","failed","Wed May 28 00:12:55 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","79","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:36 GMT 2025","passed","Wed May 28 00:12:37 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get a specific report by ID","79","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:12:57 GMT 2025","passed","Wed May 28 00:12:57 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","3239","update role","QA|Nova Bank - Infopool","Wed May 28 00:12:44 GMT 2025","passed","Wed May 28 00:12:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","84","Get Reports","QA|Nova Bank - Infopool","Wed May 28 00:12:56 GMT 2025","failed","Wed May 28 00:12:56 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","81","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:12:36 GMT 2025","failed","Wed May 28 00:12:36 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","83","Update user - empty action field","QA|Nova Bank - Infopool","Wed May 28 00:12:43 GMT 2025","failed","Wed May 28 00:12:44 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","79","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed May 28 00:12:38 GMT 2025","passed","Wed May 28 00:12:38 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","113","verify OTP","QA|Nova Bank - Infopool","Wed May 28 00:12:24 GMT 2025","passed","Wed May 28 00:12:24 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","82","Add attachment to issue","QA|Nova Bank - Infopool","Wed May 28 00:12:36 GMT 2025","failed","Wed May 28 00:12:36 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","80","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:12:38 GMT 2025","failed","Wed May 28 00:12:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","78","Get roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:12:54 GMT 2025","passed","Wed May 28 00:12:54 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","79","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:12:38 GMT 2025","passed","Wed May 28 00:12:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
