"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jun 20 18:57:49 GMT 2025","passed","Fri Jun 20 18:57:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","99","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Jun 20 18:57:47 GMT 2025","passed","Fri Jun 20 18:57:47 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","87","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jun 20 18:57:47 GMT 2025","passed","Fri Jun 20 18:57:47 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","199","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jun 20 18:57:47 GMT 2025","passed","Fri Jun 20 18:57:47 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","81","No auth - managers","QA|Nova Bank - Infopool","Fri Jun 20 18:58:07 GMT 2025","passed","Fri Jun 20 18:58:08 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","89","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 20 18:57:32 GMT 2025","passed","Fri Jun 20 18:57:33 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","81","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Jun 20 18:57:50 GMT 2025","passed","Fri Jun 20 18:57:50 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","121","verify OTP","QA|Nova Bank - Infopool","Fri Jun 20 18:57:33 GMT 2025","passed","Fri Jun 20 18:57:33 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","3262","Create_issue_without_attachment","QA|Nova Bank - Infopool","Fri Jun 20 18:57:39 GMT 2025","passed","Fri Jun 20 18:57:43 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","103","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 20 18:58:08 GMT 2025","passed","Fri Jun 20 18:58:08 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","94","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri Jun 20 18:58:02 GMT 2025","passed","Fri Jun 20 18:58:02 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","97","Update user - invalid action","QA|Nova Bank - Infopool","Fri Jun 20 18:58:03 GMT 2025","passed","Fri Jun 20 18:58:03 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","129","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jun 20 18:57:48 GMT 2025","passed","Fri Jun 20 18:57:48 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","87","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jun 20 18:57:47 GMT 2025","passed","Fri Jun 20 18:57:47 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","85","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 20 18:57:38 GMT 2025","passed","Fri Jun 20 18:57:38 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","99","Search Customers","QA|Nova Bank - Infopool","Fri Jun 20 18:57:49 GMT 2025","passed","Fri Jun 20 18:57:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","84","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Jun 20 18:58:02 GMT 2025","passed","Fri Jun 20 18:58:02 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","84","No auth - update role","QA|Nova Bank - Infopool","Fri Jun 20 18:58:03 GMT 2025","passed","Fri Jun 20 18:58:03 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","532","Get Issue by ID","QA|Nova Bank - Infopool","Fri Jun 20 18:57:46 GMT 2025","passed","Fri Jun 20 18:57:47 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","95","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Jun 20 18:57:35 GMT 2025","passed","Fri Jun 20 18:57:35 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","95","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Jun 20 18:58:06 GMT 2025","passed","Fri Jun 20 18:58:06 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","97","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Jun 20 18:58:04 GMT 2025","passed","Fri Jun 20 18:58:04 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","181","Weak password - Change password","QA|Nova Bank - Infopool","Fri Jun 20 18:57:34 GMT 2025","passed","Fri Jun 20 18:57:34 GMT 2025","v1 > Profile > Password","Bank User","",""
"","235","Update profile - successful","QA|Nova Bank - Infopool","Fri Jun 20 18:57:35 GMT 2025","passed","Fri Jun 20 18:57:35 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","163","Update definition","QA|Nova Bank - Infopool","Fri Jun 20 18:58:01 GMT 2025","passed","Fri Jun 20 18:58:02 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","83","Get events - no auth","QA|Nova Bank - Infopool","Fri Jun 20 18:57:36 GMT 2025","passed","Fri Jun 20 18:57:36 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","83","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri Jun 20 18:58:01 GMT 2025","failed","Fri Jun 20 18:58:01 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","83","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Jun 20 18:58:05 GMT 2025","failed","Fri Jun 20 18:58:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","514","Get profile - successfully","QA|Nova Bank - Infopool","Fri Jun 20 18:57:34 GMT 2025","passed","Fri Jun 20 18:57:35 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","138","Create  organization","QA|Nova Bank - Infopool","Fri Jun 20 18:58:03 GMT 2025","passed","Fri Jun 20 18:58:04 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jun 20 18:57:48 GMT 2025","passed","Fri Jun 20 18:57:49 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","82","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jun 20 18:57:49 GMT 2025","passed","Fri Jun 20 18:57:49 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","101","managers","QA|Nova Bank - Infopool","Fri Jun 20 18:58:07 GMT 2025","passed","Fri Jun 20 18:58:07 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","2710","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jun 20 18:57:51 GMT 2025","passed","Fri Jun 20 18:57:54 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","95","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Jun 20 18:57:35 GMT 2025","passed","Fri Jun 20 18:57:36 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","95","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Fri Jun 20 18:58:07 GMT 2025","passed","Fri Jun 20 18:58:07 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","692","Successful login","QA|Nova Bank - Infopool","Fri Jun 20 18:57:24 GMT 2025","passed","Fri Jun 20 18:57:25 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","83","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Jun 20 18:58:00 GMT 2025","passed","Fri Jun 20 18:58:00 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","126","Get all definitions","QA|Nova Bank - Infopool","Fri Jun 20 18:58:01 GMT 2025","passed","Fri Jun 20 18:58:01 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","94","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Jun 20 18:58:04 GMT 2025","passed","Fri Jun 20 18:58:04 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","93","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Jun 20 18:58:07 GMT 2025","passed","Fri Jun 20 18:58:07 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","126","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Jun 20 18:57:50 GMT 2025","failed","Fri Jun 20 18:57:50 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","99","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Jun 20 18:57:49 GMT 2025","passed","Fri Jun 20 18:57:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","83","Update user - no auth","QA|Nova Bank - Infopool","Fri Jun 20 18:58:03 GMT 2025","passed","Fri Jun 20 18:58:03 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","890","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jun 20 18:57:50 GMT 2025","passed","Fri Jun 20 18:57:51 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","84","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri Jun 20 18:58:02 GMT 2025","passed","Fri Jun 20 18:58:02 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","151","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Jun 20 18:57:50 GMT 2025","passed","Fri Jun 20 18:57:50 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","82","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jun 20 18:57:51 GMT 2025","passed","Fri Jun 20 18:57:51 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
