"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","No Auth - Change password","QA|Nova Bank - Infopool","Fri Jul 18 19:00:11 GMT 2025","passed","Fri Jul 18 19:00:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","3169","Get roles - successful","QA|Nova Bank - Infopool","Fri Jul 18 19:00:31 GMT 2025","passed","Fri Jul 18 19:00:34 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","32","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Jul 18 19:00:30 GMT 2025","passed","Fri Jul 18 19:00:30 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","56","Search Customers","QA|Nova Bank - Infopool","Fri Jul 18 19:00:16 GMT 2025","passed","Fri Jul 18 19:00:17 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","30","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri Jul 18 19:00:28 GMT 2025","passed","Fri Jul 18 19:00:28 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","602","verifyOTP","QA|Nova Bank - Infopool","Fri Jul 18 19:00:09 GMT 2025","passed","Fri Jul 18 19:00:10 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","43","Create organization - no name","QA|Nova Bank - Infopool","Fri Jul 18 19:00:29 GMT 2025","passed","Fri Jul 18 19:00:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","112","update role","QA|Nova Bank - Infopool","Fri Jul 18 19:00:28 GMT 2025","passed","Fri Jul 18 19:00:28 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","31","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jul 18 19:00:30 GMT 2025","passed","Fri Jul 18 19:00:30 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","30","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri Jul 18 19:00:15 GMT 2025","passed","Fri Jul 18 19:00:15 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","165","Fetch all users","QA|Nova Bank - Infopool","Fri Jul 18 19:00:28 GMT 2025","passed","Fri Jul 18 19:00:28 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","73","Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jul 18 19:00:10 GMT 2025","passed","Fri Jul 18 19:00:11 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","45","Invalid email format","QA|Nova Bank - Infopool","Fri Jul 18 19:00:09 GMT 2025","passed","Fri Jul 18 19:00:09 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","33","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Jul 18 19:00:27 GMT 2025","passed","Fri Jul 18 19:00:27 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","193","Update profile - successful","QA|Nova Bank - Infopool","Fri Jul 18 19:00:12 GMT 2025","passed","Fri Jul 18 19:00:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","75","Create  organization","QA|Nova Bank - Infopool","Fri Jul 18 19:00:29 GMT 2025","failed","Fri Jul 18 19:00:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","32","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jul 18 19:00:27 GMT 2025","passed","Fri Jul 18 19:00:27 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","136","Update Issue","QA|Nova Bank - Infopool","Fri Jul 18 19:00:15 GMT 2025","passed","Fri Jul 18 19:00:15 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","33","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Jul 18 19:00:15 GMT 2025","passed","Fri Jul 18 19:00:15 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","30","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Fri Jul 18 19:00:28 GMT 2025","passed","Fri Jul 18 19:00:28 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","46","Get single definition","QA|Nova Bank - Infopool","Fri Jul 18 19:00:27 GMT 2025","passed","Fri Jul 18 19:00:27 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","160","Get events - successful","QA|Nova Bank - Infopool","Fri Jul 18 19:00:13 GMT 2025","passed","Fri Jul 18 19:00:13 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","54","Get roles - successful","QA|Nova Bank - Infopool","Fri Jul 18 19:00:34 GMT 2025","passed","Fri Jul 18 19:00:34 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","31","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jul 18 19:00:15 GMT 2025","passed","Fri Jul 18 19:00:15 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","68","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Fri Jul 18 19:00:27 GMT 2025","failed","Fri Jul 18 19:00:27 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","36","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Jul 18 19:00:10 GMT 2025","passed","Fri Jul 18 19:00:10 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","3132","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Jul 18 19:00:17 GMT 2025","passed","Fri Jul 18 19:00:20 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","36","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Jul 18 19:00:30 GMT 2025","failed","Fri Jul 18 19:00:30 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Jul 18 19:00:14 GMT 2025","passed","Fri Jul 18 19:00:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","35","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jul 18 19:00:11 GMT 2025","passed","Fri Jul 18 19:00:11 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","44","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jul 18 19:00:11 GMT 2025","passed","Fri Jul 18 19:00:11 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","30","No auth - update role","QA|Nova Bank - Infopool","Fri Jul 18 19:00:29 GMT 2025","passed","Fri Jul 18 19:00:29 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","59","Search Customers","QA|Nova Bank - Infopool","Fri Jul 18 19:00:16 GMT 2025","passed","Fri Jul 18 19:00:16 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","33","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jul 18 19:00:11 GMT 2025","passed","Fri Jul 18 19:00:11 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri Jul 18 19:00:27 GMT 2025","passed","Fri Jul 18 19:00:27 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","32","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jul 18 19:00:14 GMT 2025","passed","Fri Jul 18 19:00:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","Get events - no auth","QA|Nova Bank - Infopool","Fri Jul 18 19:00:13 GMT 2025","passed","Fri Jul 18 19:00:13 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","31","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Jul 18 19:00:29 GMT 2025","passed","Fri Jul 18 19:00:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jul 18 19:00:14 GMT 2025","passed","Fri Jul 18 19:00:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","39","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Jul 18 19:00:10 GMT 2025","passed","Fri Jul 18 19:00:10 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","36","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri Jul 18 19:00:13 GMT 2025","passed","Fri Jul 18 19:00:14 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","51","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Jul 18 19:00:30 GMT 2025","passed","Fri Jul 18 19:00:30 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","78","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Jul 18 19:00:14 GMT 2025","passed","Fri Jul 18 19:00:14 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","6255","Invalid credentials","QA|Nova Bank - Infopool","Fri Jul 18 19:00:03 GMT 2025","passed","Fri Jul 18 19:00:09 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","48","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Jul 18 19:00:29 GMT 2025","passed","Fri Jul 18 19:00:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","47","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Jul 18 19:00:29 GMT 2025","passed","Fri Jul 18 19:00:29 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
