"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","141","Get Report Data - Question","QA|Nova Bank - Infopool","Wed Jan 21 19:05:33 UTC 2026","broken","Wed Jan 21 19:05:33 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","141","Weak password - Change password","QA|Nova Bank - Infopool","Wed Jan 21 19:05:05 UTC 2026","broken","Wed Jan 21 19:05:05 UTC 2026","v1 > Profile > Password","Bank User","",""
"","146","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Jan 21 19:05:19 UTC 2026","broken","Wed Jan 21 19:05:19 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","152","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed Jan 21 19:05:07 UTC 2026","broken","Wed Jan 21 19:05:07 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","141","Change password - successful","QA|Nova Bank - Infopool","Wed Jan 21 19:05:05 UTC 2026","broken","Wed Jan 21 19:05:05 UTC 2026","v1 > Profile > Password","Bank User","",""
"","148","search Corporate Adjustment","QA|Nova Bank - Infopool","Wed Jan 21 19:05:34 UTC 2026","broken","Wed Jan 21 19:05:34 UTC 2026","","corporate Adjustment","",""
"","143","Search Customers","QA|Nova Bank - Infopool","Wed Jan 21 19:05:14 UTC 2026","broken","Wed Jan 21 19:05:14 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","139","Create  organization - without parent id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:20 UTC 2026","broken","Wed Jan 21 19:05:21 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","139","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Jan 21 19:05:15 UTC 2026","broken","Wed Jan 21 19:05:15 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get a paginated list of reports with optional filtering","141","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:29 UTC 2026","broken","Wed Jan 21 19:05:30 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","139","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed Jan 21 19:05:33 UTC 2026","broken","Wed Jan 21 19:05:33 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","145","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 21 19:05:03 UTC 2026","broken","Wed Jan 21 19:05:04 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","151","Create_issue_without_attachment","QA|Nova Bank - Infopool","Wed Jan 21 19:05:10 UTC 2026","broken","Wed Jan 21 19:05:10 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","140","Update profile - no phone number","QA|Nova Bank - Infopool","Wed Jan 21 19:05:06 UTC 2026","broken","Wed Jan 21 19:05:06 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","138","No auth - get all category","QA|Nova Bank - Infopool","Wed Jan 21 19:05:28 UTC 2026","broken","Wed Jan 21 19:05:29 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","141","No Auth - Fetch all users","QA|Nova Bank - Infopool","Wed Jan 21 19:05:19 UTC 2026","broken","Wed Jan 21 19:05:19 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","139","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed Jan 21 19:05:14 UTC 2026","broken","Wed Jan 21 19:05:14 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","138","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed Jan 21 19:05:28 UTC 2026","broken","Wed Jan 21 19:05:28 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","139","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Jan 21 19:05:20 UTC 2026","broken","Wed Jan 21 19:05:20 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","142","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:22 UTC 2026","broken","Wed Jan 21 19:05:23 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","140","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Jan 21 19:05:12 UTC 2026","broken","Wed Jan 21 19:05:12 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","139","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Jan 21 19:05:10 UTC 2026","broken","Wed Jan 21 19:05:11 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","137","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed Jan 21 19:05:24 UTC 2026","broken","Wed Jan 21 19:05:24 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","142","No Auth - Change password","QA|Nova Bank - Infopool","Wed Jan 21 19:05:05 UTC 2026","broken","Wed Jan 21 19:05:05 UTC 2026","v1 > Profile > Password","Bank User","",""
"","138","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed Jan 21 19:05:23 UTC 2026","broken","Wed Jan 21 19:05:24 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","141","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 21 19:05:03 UTC 2026","broken","Wed Jan 21 19:05:03 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","138","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed Jan 21 19:05:30 UTC 2026","broken","Wed Jan 21 19:05:30 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","142","Update profile - successful","QA|Nova Bank - Infopool","Wed Jan 21 19:05:06 UTC 2026","broken","Wed Jan 21 19:05:06 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"Update an existing report","140","Update Report","QA|Nova Bank - Infopool","Wed Jan 21 19:05:32 UTC 2026","broken","Wed Jan 21 19:05:32 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"Create a new report","138","Create Report","QA|Nova Bank - Infopool","Wed Jan 21 19:05:31 UTC 2026","broken","Wed Jan 21 19:05:31 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","141","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Jan 21 19:05:24 UTC 2026","broken","Wed Jan 21 19:05:25 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","144","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Jan 21 19:05:21 UTC 2026","broken","Wed Jan 21 19:05:21 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","143","No Auth - Get all permissions","QA|Nova Bank - Infopool","Wed Jan 21 19:05:28 UTC 2026","broken","Wed Jan 21 19:05:28 UTC 2026","v1 > Permissions > Get permissions","Bank Admin","",""
"","139","Get all definitions","QA|Nova Bank - Infopool","Wed Jan 21 19:05:17 UTC 2026","broken","Wed Jan 21 19:05:17 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","143","add_comment_successfully","QA|Nova Bank - Infopool","Wed Jan 21 19:05:12 UTC 2026","broken","Wed Jan 21 19:05:12 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","141","No auth - managers","QA|Nova Bank - Infopool","Wed Jan 21 19:05:26 UTC 2026","broken","Wed Jan 21 19:05:26 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","142","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed Jan 21 19:05:23 UTC 2026","broken","Wed Jan 21 19:05:23 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","140","Health","QA|Nova Bank - Infopool","Wed Jan 21 19:05:17 UTC 2026","broken","Wed Jan 21 19:05:17 UTC 2026","v1 > Health","Bank Admin","",""
"","145","reset password","QA|Nova Bank - Infopool","Wed Jan 21 19:05:03 UTC 2026","broken","Wed Jan 21 19:05:03 UTC 2026","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Get a specific report by ID","139","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:31 UTC 2026","broken","Wed Jan 21 19:05:31 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","139","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed Jan 21 19:05:12 UTC 2026","broken","Wed Jan 21 19:05:12 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","143","Logout session - no session","QA|Nova Bank - Infopool","Wed Jan 21 19:05:29 UTC 2026","broken","Wed Jan 21 19:05:29 UTC 2026","v1 > Logout","Bank Admin","",""
"","137","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jan 21 19:05:13 UTC 2026","broken","Wed Jan 21 19:05:14 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","139","Get roles - No Auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:26 UTC 2026","broken","Wed Jan 21 19:05:26 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"Create a new report","145","Create Report - No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:31 UTC 2026","broken","Wed Jan 21 19:05:31 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","140","Get Reports","QA|Nova Bank - Infopool","Wed Jan 21 19:05:29 UTC 2026","broken","Wed Jan 21 19:05:29 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","148","Invalid credentials","QA|Nova Bank - Infopool","Wed Jan 21 19:05:02 UTC 2026","broken","Wed Jan 21 19:05:02 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","142","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:28 UTC 2026","broken","Wed Jan 21 19:05:28 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","139","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Jan 21 19:05:24 UTC 2026","broken","Wed Jan 21 19:05:24 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","139","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:24 UTC 2026","broken","Wed Jan 21 19:05:24 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","143","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Jan 21 19:05:16 UTC 2026","broken","Wed Jan 21 19:05:16 UTC 2026","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Delete a report (soft delete)","139","Delete Report -No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:32 UTC 2026","broken","Wed Jan 21 19:05:32 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"","140","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Jan 21 19:05:18 UTC 2026","broken","Wed Jan 21 19:05:18 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","150","Get Issue by ID","QA|Nova Bank - Infopool","Wed Jan 21 19:05:10 UTC 2026","broken","Wed Jan 21 19:05:10 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","137","resend_invitation_toUser","QA|Nova Bank - Infopool","Wed Jan 21 19:05:08 UTC 2026","broken","Wed Jan 21 19:05:08 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","145","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 21 19:05:04 UTC 2026","broken","Wed Jan 21 19:05:04 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","139","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed Jan 21 19:05:21 UTC 2026","broken","Wed Jan 21 19:05:21 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","154","Invalid email format","QA|Nova Bank - Infopool","Wed Jan 21 19:05:02 UTC 2026","broken","Wed Jan 21 19:05:02 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","139","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 21 19:05:09 UTC 2026","broken","Wed Jan 21 19:05:09 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","137","Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jan 21 19:05:13 UTC 2026","broken","Wed Jan 21 19:05:13 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","142","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed Jan 21 19:05:11 UTC 2026","broken","Wed Jan 21 19:05:11 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","139","audit-search","QA|Nova Bank - Infopool","Wed Jan 21 19:05:08 UTC 2026","broken","Wed Jan 21 19:05:08 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","137","Update Issue","QA|Nova Bank - Infopool","Wed Jan 21 19:05:11 UTC 2026","broken","Wed Jan 21 19:05:11 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","140","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Jan 21 19:05:18 UTC 2026","broken","Wed Jan 21 19:05:18 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","145","Get Report Data - No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:33 UTC 2026","broken","Wed Jan 21 19:05:33 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","137","Create roles","QA|Nova Bank - Infopool","Wed Jan 21 19:05:26 UTC 2026","broken","Wed Jan 21 19:05:26 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","142","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed Jan 21 19:05:33 UTC 2026","broken","Wed Jan 21 19:05:34 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","167","verifyOTP","QA|Nova Bank - Infopool","Wed Jan 21 19:05:02 UTC 2026","broken","Wed Jan 21 19:05:02 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"","142","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 21 19:05:09 UTC 2026","broken","Wed Jan 21 19:05:09 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"Delete a report (soft delete)","138","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:32 UTC 2026","broken","Wed Jan 21 19:05:33 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"Create a new report","145","Create Report - Empty category","QA|Nova Bank - Infopool","Wed Jan 21 19:05:32 UTC 2026","broken","Wed Jan 21 19:05:32 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","141","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Jan 21 19:05:07 UTC 2026","broken","Wed Jan 21 19:05:08 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","137","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Jan 21 19:05:05 UTC 2026","broken","Wed Jan 21 19:05:05 UTC 2026","v1 > Profile > Password","Bank User","",""
"","138","Empty new password - Change password","QA|Nova Bank - Infopool","Wed Jan 21 19:05:05 UTC 2026","broken","Wed Jan 21 19:05:05 UTC 2026","v1 > Profile > Password","Bank User","",""
"","142","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:25 UTC 2026","broken","Wed Jan 21 19:05:25 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","139","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Jan 21 19:05:23 UTC 2026","broken","Wed Jan 21 19:05:23 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","139","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Jan 21 19:05:16 UTC 2026","broken","Wed Jan 21 19:05:16 UTC 2026","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Update an existing report","136","Update Report - No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:32 UTC 2026","broken","Wed Jan 21 19:05:32 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"Update an existing report","137","Update Report - Invalid id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:32 UTC 2026","broken","Wed Jan 21 19:05:32 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","142","Update profile - no auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:06 UTC 2026","broken","Wed Jan 21 19:05:06 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","139","Fetch all organizations","QA|Nova Bank - Infopool","Wed Jan 21 19:05:22 UTC 2026","broken","Wed Jan 21 19:05:22 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"","138","Get role by ID - no auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:27 UTC 2026","broken","Wed Jan 21 19:05:28 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","143","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Jan 21 19:05:15 UTC 2026","broken","Wed Jan 21 19:05:15 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get a specific report by ID","140","Get Report by UUID","QA|Nova Bank - Infopool","Wed Jan 21 19:05:31 UTC 2026","broken","Wed Jan 21 19:05:31 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"Create a new report","147","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed Jan 21 19:05:31 UTC 2026","broken","Wed Jan 21 19:05:32 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","138","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Jan 21 19:05:20 UTC 2026","broken","Wed Jan 21 19:05:20 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","145","Get single definition","QA|Nova Bank - Infopool","Wed Jan 21 19:05:17 UTC 2026","broken","Wed Jan 21 19:05:17 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","143","Get profile - successfully","QA|Nova Bank - Infopool","Wed Jan 21 19:05:05 UTC 2026","broken","Wed Jan 21 19:05:06 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","142","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:24 UTC 2026","broken","Wed Jan 21 19:05:24 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","143","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed Jan 21 19:05:15 UTC 2026","broken","Wed Jan 21 19:05:15 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","138","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:04 UTC 2026","broken","Wed Jan 21 19:05:05 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","138","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Jan 21 19:05:13 UTC 2026","broken","Wed Jan 21 19:05:13 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","165","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed Jan 21 19:05:09 UTC 2026","broken","Wed Jan 21 19:05:10 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","143","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed Jan 21 19:05:08 UTC 2026","broken","Wed Jan 21 19:05:08 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","144","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed Jan 21 19:05:10 UTC 2026","broken","Wed Jan 21 19:05:10 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","139","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Jan 21 19:05:15 UTC 2026","broken","Wed Jan 21 19:05:15 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","139","No auth - Update role status","QA|Nova Bank - Infopool","Wed Jan 21 19:05:27 UTC 2026","broken","Wed Jan 21 19:05:27 UTC 2026","v1 > Roles > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","140","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:30 UTC 2026","broken","Wed Jan 21 19:05:30 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","138","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Jan 21 19:05:16 UTC 2026","broken","Wed Jan 21 19:05:16 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","139","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Jan 21 19:05:33 UTC 2026","broken","Wed Jan 21 19:05:33 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
