"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Get all notification templates - invalid category","QA|Nova Bank - Infopool","Fri Mar 28 18:53:57 GMT 2025","passed","Fri Mar 28 18:53:57 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","47","Update definition - empty fields","QA|Nova Bank - Infopool","Fri Mar 28 18:53:54 GMT 2025","passed","Fri Mar 28 18:53:54 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","110","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Mar 28 18:53:39 GMT 2025","passed","Fri Mar 28 18:53:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","30","managers","QA|Nova Bank - Infopool","Fri Mar 28 18:53:56 GMT 2025","passed","Fri Mar 28 18:53:56 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","20","Get role permission - successful","QA|Nova Bank - Infopool","Fri Mar 28 18:53:56 GMT 2025","passed","Fri Mar 28 18:53:56 GMT 2025","v1 > Roles > Permissions > Get role permissions","Bank Admin","",""
"","168","Change password - invalid current password","QA|Nova Bank - Infopool","Fri Mar 28 18:53:40 GMT 2025","passed","Fri Mar 28 18:53:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","106","Search Customers","QA|Nova Bank - Infopool","Fri Mar 28 18:53:43 GMT 2025","passed","Fri Mar 28 18:53:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","21","Create notification template","QA|Nova Bank - Infopool","Fri Mar 28 18:53:57 GMT 2025","passed","Fri Mar 28 18:53:57 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","92","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Mar 28 18:53:41 GMT 2025","passed","Fri Mar 28 18:53:41 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","40","Create roles - no type","QA|Nova Bank - Infopool","Fri Mar 28 18:53:56 GMT 2025","passed","Fri Mar 28 18:53:56 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","43","category by id","QA|Nova Bank - Infopool","Fri Mar 28 18:53:57 GMT 2025","passed","Fri Mar 28 18:53:57 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","24","Logout session - no session","QA|Nova Bank - Infopool","Fri Mar 28 18:53:57 GMT 2025","passed","Fri Mar 28 18:53:57 GMT 2025","v1 > Logout","Bank Admin","",""
"","52","Search Customers - invalid user phone number","QA|Nova Bank - Infopool","Fri Mar 28 18:53:43 GMT 2025","passed","Fri Mar 28 18:53:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","40","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Mar 28 18:53:55 GMT 2025","passed","Fri Mar 28 18:53:55 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
