"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","170","Change password - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:12:42 UTC 2026","broken","Sun Jan 04 20:12:42 UTC 2026","v1 > Profile > Password","Bank User","",""
"","170","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jan 04 20:13:06 UTC 2026","broken","Sun Jan 04 20:13:06 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","156","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jan 04 20:12:51 UTC 2026","broken","Sun Jan 04 20:12:51 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","169","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jan 04 20:12:40 UTC 2026","broken","Sun Jan 04 20:12:40 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","169","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jan 04 20:12:57 UTC 2026","broken","Sun Jan 04 20:12:57 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","163","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:12:46 UTC 2026","broken","Sun Jan 04 20:12:46 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","167","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jan 04 20:12:50 UTC 2026","broken","Sun Jan 04 20:12:50 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get a specific report by ID","155","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:12 UTC 2026","broken","Sun Jan 04 20:13:12 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","170","Create  organization","QA|Nova Bank - Infopool","Sun Jan 04 20:13:00 UTC 2026","broken","Sun Jan 04 20:13:00 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","184","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jan 04 20:12:44 UTC 2026","broken","Sun Jan 04 20:12:44 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","163","get user role","QA|Nova Bank - Infopool","Sun Jan 04 20:12:59 UTC 2026","broken","Sun Jan 04 20:12:59 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","152","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:06 UTC 2026","broken","Sun Jan 04 20:13:06 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","169","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jan 04 20:13:16 UTC 2026","broken","Sun Jan 04 20:13:16 UTC 2026","","corporate Adjustment","",""
"Create a new report","156","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jan 04 20:13:13 UTC 2026","broken","Sun Jan 04 20:13:13 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","169","Update definition","QA|Nova Bank - Infopool","Sun Jan 04 20:12:57 UTC 2026","broken","Sun Jan 04 20:12:57 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","155","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jan 04 20:13:00 UTC 2026","broken","Sun Jan 04 20:13:00 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","168","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jan 04 20:12:53 UTC 2026","broken","Sun Jan 04 20:12:53 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","170","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:13:04 UTC 2026","broken","Sun Jan 04 20:13:04 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","168","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jan 04 20:13:00 UTC 2026","broken","Sun Jan 04 20:13:01 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","167","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jan 04 20:12:58 UTC 2026","broken","Sun Jan 04 20:12:58 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","165","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jan 04 20:13:14 UTC 2026","broken","Sun Jan 04 20:13:15 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","157","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jan 04 20:13:04 UTC 2026","broken","Sun Jan 04 20:13:04 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"Create a new report","158","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jan 04 20:13:13 UTC 2026","broken","Sun Jan 04 20:13:13 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","168","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jan 04 20:13:01 UTC 2026","broken","Sun Jan 04 20:13:01 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","171","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jan 04 20:13:02 UTC 2026","broken","Sun Jan 04 20:13:03 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","170","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:04 UTC 2026","broken","Sun Jan 04 20:13:04 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","168","reset password","QA|Nova Bank - Infopool","Sun Jan 04 20:12:39 UTC 2026","broken","Sun Jan 04 20:12:40 UTC 2026","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","163","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jan 04 20:13:02 UTC 2026","broken","Sun Jan 04 20:13:02 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","165","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jan 04 20:12:48 UTC 2026","broken","Sun Jan 04 20:12:48 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Create a new report","160","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:13 UTC 2026","broken","Sun Jan 04 20:13:13 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","171","Update user - no auth","QA|Nova Bank - Infopool","Sun Jan 04 20:12:58 UTC 2026","broken","Sun Jan 04 20:12:58 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","161","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jan 04 20:12:54 UTC 2026","broken","Sun Jan 04 20:12:54 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","157","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jan 04 20:12:48 UTC 2026","broken","Sun Jan 04 20:12:48 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","169","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jan 04 20:13:09 UTC 2026","broken","Sun Jan 04 20:13:09 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","164","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jan 04 20:12:54 UTC 2026","broken","Sun Jan 04 20:12:55 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","171","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jan 04 20:13:02 UTC 2026","broken","Sun Jan 04 20:13:02 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get a specific report by ID","165","Get Report by ID","QA|Nova Bank - Infopool","Sun Jan 04 20:13:11 UTC 2026","broken","Sun Jan 04 20:13:12 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","170","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jan 04 20:13:04 UTC 2026","broken","Sun Jan 04 20:13:04 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","168","Get all definitions","QA|Nova Bank - Infopool","Sun Jan 04 20:12:56 UTC 2026","broken","Sun Jan 04 20:12:56 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","159","No auth - managers","QA|Nova Bank - Infopool","Sun Jan 04 20:13:06 UTC 2026","broken","Sun Jan 04 20:13:07 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","173","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jan 04 20:12:55 UTC 2026","broken","Sun Jan 04 20:12:55 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","167","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jan 04 20:12:50 UTC 2026","broken","Sun Jan 04 20:12:50 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","164","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jan 04 20:12:58 UTC 2026","broken","Sun Jan 04 20:12:59 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"Get a paginated list of reports with optional filtering","173","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jan 04 20:13:10 UTC 2026","broken","Sun Jan 04 20:13:11 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","173","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jan 04 20:12:52 UTC 2026","broken","Sun Jan 04 20:12:52 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","156","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jan 04 20:12:51 UTC 2026","broken","Sun Jan 04 20:12:51 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","170","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jan 04 20:12:43 UTC 2026","broken","Sun Jan 04 20:12:44 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","173","Get events - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:12:44 UTC 2026","broken","Sun Jan 04 20:12:44 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","167","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jan 04 20:12:52 UTC 2026","broken","Sun Jan 04 20:12:52 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a specific report by ID","177","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jan 04 20:13:12 UTC 2026","broken","Sun Jan 04 20:13:13 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","169","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jan 04 20:12:50 UTC 2026","broken","Sun Jan 04 20:12:50 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","169","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jan 04 20:13:03 UTC 2026","broken","Sun Jan 04 20:13:03 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","157","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jan 04 20:12:54 UTC 2026","broken","Sun Jan 04 20:12:54 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","151","Get all permissions","QA|Nova Bank - Infopool","Sun Jan 04 20:13:09 UTC 2026","broken","Sun Jan 04 20:13:09 UTC 2026","v1 > Permissions > Get permissions","Bank Admin","",""
"","157","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jan 04 20:12:42 UTC 2026","broken","Sun Jan 04 20:12:42 UTC 2026","v1 > Profile > Password","Bank User","",""
"","163","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jan 04 20:12:51 UTC 2026","broken","Sun Jan 04 20:12:51 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","168","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jan 04 20:12:55 UTC 2026","broken","Sun Jan 04 20:12:55 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","155","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jan 04 20:12:57 UTC 2026","broken","Sun Jan 04 20:12:57 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","180","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:15 UTC 2026","broken","Sun Jan 04 20:13:15 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","164","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jan 04 20:13:01 UTC 2026","broken","Sun Jan 04 20:13:01 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","174","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jan 04 20:12:40 UTC 2026","broken","Sun Jan 04 20:12:40 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","172","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:05 UTC 2026","broken","Sun Jan 04 20:13:06 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","160","Create organization - no name","QA|Nova Bank - Infopool","Sun Jan 04 20:13:00 UTC 2026","broken","Sun Jan 04 20:13:00 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Delete a report (soft delete)","164","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:14 UTC 2026","broken","Sun Jan 04 20:13:14 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"","158","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jan 04 20:12:55 UTC 2026","broken","Sun Jan 04 20:12:55 UTC 2026","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","154","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jan 04 20:12:41 UTC 2026","broken","Sun Jan 04 20:12:42 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","158","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jan 04 20:12:45 UTC 2026","broken","Sun Jan 04 20:12:45 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","156","Get roles - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:13:07 UTC 2026","broken","Sun Jan 04 20:13:07 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"","164","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jan 04 20:12:53 UTC 2026","broken","Sun Jan 04 20:12:53 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","167","Fetch all users","QA|Nova Bank - Infopool","Sun Jan 04 20:12:58 UTC 2026","broken","Sun Jan 04 20:12:58 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","164","get all category","QA|Nova Bank - Infopool","Sun Jan 04 20:13:09 UTC 2026","broken","Sun Jan 04 20:13:09 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","157","Update Issue","QA|Nova Bank - Infopool","Sun Jan 04 20:12:49 UTC 2026","broken","Sun Jan 04 20:12:49 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","167","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jan 04 20:12:46 UTC 2026","broken","Sun Jan 04 20:12:46 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"","162","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jan 04 20:12:39 UTC 2026","broken","Sun Jan 04 20:12:39 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","166","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jan 04 20:12:56 UTC 2026","broken","Sun Jan 04 20:12:57 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","161","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:11 UTC 2026","broken","Sun Jan 04 20:13:11 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","159","Logout session successfully","QA|Nova Bank - Infopool","Sun Jan 04 20:13:10 UTC 2026","broken","Sun Jan 04 20:13:10 UTC 2026","v1 > Logout","Bank Admin","",""
"","167","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jan 04 20:12:51 UTC 2026","broken","Sun Jan 04 20:12:51 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","157","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jan 04 20:12:54 UTC 2026","broken","Sun Jan 04 20:12:54 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","160","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jan 04 20:12:59 UTC 2026","broken","Sun Jan 04 20:12:59 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","166","Health","QA|Nova Bank - Infopool","Sun Jan 04 20:12:56 UTC 2026","broken","Sun Jan 04 20:12:56 UTC 2026","v1 > Health","Bank Admin","",""
"","157","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jan 04 20:13:00 UTC 2026","broken","Sun Jan 04 20:13:00 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","177","No user credentials","QA|Nova Bank - Infopool","Sun Jan 04 20:12:38 UTC 2026","broken","Sun Jan 04 20:12:39 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","170","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jan 04 20:12:50 UTC 2026","broken","Sun Jan 04 20:12:51 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","164","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:09 UTC 2026","broken","Sun Jan 04 20:13:09 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","165","audit-search","QA|Nova Bank - Infopool","Sun Jan 04 20:12:45 UTC 2026","broken","Sun Jan 04 20:12:46 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","158","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jan 04 20:12:45 UTC 2026","broken","Sun Jan 04 20:12:45 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","156","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jan 04 20:13:04 UTC 2026","broken","Sun Jan 04 20:13:04 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","172","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:12:41 UTC 2026","broken","Sun Jan 04 20:12:41 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","163","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jan 04 20:12:46 UTC 2026","broken","Sun Jan 04 20:12:46 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","164","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jan 04 20:12:59 UTC 2026","broken","Sun Jan 04 20:13:00 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","155","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jan 04 20:13:03 UTC 2026","broken","Sun Jan 04 20:13:03 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","161","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Jan 04 20:13:11 UTC 2026","broken","Sun Jan 04 20:13:11 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","172","Update profile - successful","QA|Nova Bank - Infopool","Sun Jan 04 20:12:43 UTC 2026","broken","Sun Jan 04 20:12:43 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","169","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jan 04 20:12:49 UTC 2026","broken","Sun Jan 04 20:12:50 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","189","Invalid credentials","QA|Nova Bank - Infopool","Sun Jan 04 20:12:38 UTC 2026","broken","Sun Jan 04 20:12:38 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","178","verifyOTP","QA|Nova Bank - Infopool","Sun Jan 04 20:12:39 UTC 2026","broken","Sun Jan 04 20:12:39 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"","176","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jan 04 20:12:46 UTC 2026","broken","Sun Jan 04 20:12:46 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"Update an existing report","156","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jan 04 20:13:13 UTC 2026","broken","Sun Jan 04 20:13:14 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","160","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jan 04 20:12:43 UTC 2026","broken","Sun Jan 04 20:12:43 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","162","audit trail","QA|Nova Bank - Infopool","Sun Jan 04 20:12:45 UTC 2026","broken","Sun Jan 04 20:12:45 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
