"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","77","Update user - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","75","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","74","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:31 UTC 2025","failed","Fri Oct 31 18:57:31 UTC 2025","","corporate Adjustment","",""
"","75","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","76","Get profile - successfully","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","76","update role","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","79","No Auth - Change password","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Profile > Password","Bank User","",""
"","78","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","passed","Fri Oct 31 18:57:02 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","74","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","75","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:14 UTC 2025","passed","Fri Oct 31 18:57:14 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","76","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:08 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","74","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","71","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","passed","Fri Oct 31 18:57:04 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","74","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","75","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Oct 31 18:57:14 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","74","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","passed","Fri Oct 31 18:57:16 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","75","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","75","Get Report Data - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:31 UTC 2025","passed","Fri Oct 31 18:57:31 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","84","No user credentials","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","75","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","77","Update Customer Comment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","76","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","74","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","passed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","111","audit-search","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","passed","Fri Oct 31 18:57:04 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","75","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","76","Get Report Data - Question","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","74","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","passed","Fri Oct 31 18:57:22 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","83","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","77","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Update an existing report","75","Update Report - Invalid id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","74","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","76","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","75","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","77","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","74","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","passed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","77","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","75","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","passed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"Get a paginated list of reports with optional filtering","76","Get Reports Stats","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Get a specific report by ID","75","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","78","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","129","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:05 UTC 2025","failed","Fri Oct 31 18:57:05 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Create a new report","77","Create Report","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","74","Get all definitions","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Delete a report (soft delete)","72","Delete Report -No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","76","Get all Issues","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","79","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:05 UTC 2025","failed","Fri Oct 31 18:57:05 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","75","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Oct 31 18:57:11 UTC 2025","failed","Fri Oct 31 18:57:11 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","77","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a specific report by ID","73","Get Report by ID - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","passed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Get a paginated list of reports with optional filtering","77","Get Reports - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","passed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","77","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","76","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","75","Role does not exist - update role","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a specific report by ID","74","Get Report by UUID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","79","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","75","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:22 UTC 2025","failed","Fri Oct 31 18:57:22 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","76","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:14 UTC 2025","failed","Fri Oct 31 18:57:14 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","78","Create organization - empty description","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:31 UTC 2025","failed","Fri Oct 31 18:57:31 UTC 2025","","corporate Adjustment","",""
"","74","No auth - managers","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","passed","Fri Oct 31 18:57:21 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","75","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","passed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","76","Update user - ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","75","Create roles","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","76","Create organization - empty city value","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","432","Create a New Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:05 UTC 2025","failed","Fri Oct 31 18:57:05 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","76","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:14 UTC 2025","failed","Fri Oct 31 18:57:14 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","76","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","76","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","75","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","75","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","76","No auth - get user role","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","passed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Create a new report","76","Create Report - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","76","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","75","Health","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Health","Bank Admin","",""
"","77","Create  organization","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","73","get user role","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Get a specific report by ID","72","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","passed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","79","Update profile","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","82","Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","75","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","74","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","74","Logout session - no session","QA|Nova Bank - Infopool","Fri Oct 31 18:57:28 UTC 2025","failed","Fri Oct 31 18:57:28 UTC 2025","v1 > Logout","Bank Admin","",""
"","75","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","77","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","78","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","77","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","78","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","75","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","passed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","79","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Password","Bank User","",""
"Delete a report (soft delete)","74","Delete Report","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","76","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","76","Create roles - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","85","Forgot password - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","76","Get single definition","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","75","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","77","Weak password - Change password","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Profile > Password","Bank User","",""
"","74","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","76","Update profile - No Auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > update profile image","Bank User","",""
