"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","539","Weak password - Change password","QA|Nova Bank - Infopool","Fri Jun 06 14:51:42 GMT 2025","passed","Fri Jun 06 14:51:43 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","82","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 06 14:51:41 GMT 2025","passed","Fri Jun 06 14:51:41 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","401","Change password - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:51:41 GMT 2025","passed","Fri Jun 06 14:51:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","76","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Jun 06 14:53:15 GMT 2025","passed","Fri Jun 06 14:53:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","120","No email - Forgot Password","QA|Nova Bank - Infopool","Fri Jun 06 14:51:39 GMT 2025","passed","Fri Jun 06 14:51:39 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","76","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:12 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","78","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:51:46 GMT 2025","passed","Fri Jun 06 14:51:46 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","208","Get events - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:51:44 GMT 2025","passed","Fri Jun 06 14:51:44 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","117","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Jun 06 14:51:57 GMT 2025","failed","Fri Jun 06 14:51:57 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","211","audit trail","QA|Nova Bank - Infopool","Fri Jun 06 14:51:45 GMT 2025","passed","Fri Jun 06 14:51:45 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","107","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Jun 06 14:53:16 GMT 2025","passed","Fri Jun 06 14:53:17 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","112","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jun 06 14:51:57 GMT 2025","failed","Fri Jun 06 14:51:57 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","115","Update Customer Comment","QA|Nova Bank - Infopool","Fri Jun 06 14:51:57 GMT 2025","failed","Fri Jun 06 14:51:57 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","79","Get events - no auth","QA|Nova Bank - Infopool","Fri Jun 06 14:51:44 GMT 2025","passed","Fri Jun 06 14:51:45 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","81","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:56 GMT 2025","passed","Fri Jun 06 14:51:56 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","74","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:12 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","75","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:53:13 GMT 2025","passed","Fri Jun 06 14:53:13 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","78","Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:12 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","117","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Jun 06 14:53:16 GMT 2025","passed","Fri Jun 06 14:53:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","Update Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:55 GMT 2025","failed","Fri Jun 06 14:51:55 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","113","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:56 GMT 2025","failed","Fri Jun 06 14:51:56 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","96","No Auth - Change password","QA|Nova Bank - Infopool","Fri Jun 06 14:51:42 GMT 2025","passed","Fri Jun 06 14:51:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","212","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Jun 06 14:51:46 GMT 2025","passed","Fri Jun 06 14:51:46 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","90","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:55 GMT 2025","passed","Fri Jun 06 14:51:55 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","94","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:53:18 GMT 2025","passed","Fri Jun 06 14:53:18 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","75","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:12 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","66270","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Jun 06 14:52:02 GMT 2025","passed","Fri Jun 06 14:53:09 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","108","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Jun 06 14:51:40 GMT 2025","passed","Fri Jun 06 14:51:40 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","208","managers","QA|Nova Bank - Infopool","Fri Jun 06 14:53:18 GMT 2025","passed","Fri Jun 06 14:53:18 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","114","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri Jun 06 14:51:44 GMT 2025","passed","Fri Jun 06 14:51:44 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","81","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:51:41 GMT 2025","passed","Fri Jun 06 14:51:41 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","74","update role","QA|Nova Bank - Infopool","Fri Jun 06 14:53:14 GMT 2025","passed","Fri Jun 06 14:53:14 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","75","Create organization - empty city value","QA|Nova Bank - Infopool","Fri Jun 06 14:53:15 GMT 2025","passed","Fri Jun 06 14:53:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","135","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Jun 06 14:51:43 GMT 2025","passed","Fri Jun 06 14:51:43 GMT 2025","v1 > Profile > Password","Bank User","",""
"","78","Fetch all organizations","QA|Nova Bank - Infopool","Fri Jun 06 14:53:15 GMT 2025","passed","Fri Jun 06 14:53:15 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","74","Update user - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:53:13 GMT 2025","passed","Fri Jun 06 14:53:13 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","78","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:12 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","74","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:53:15 GMT 2025","passed","Fri Jun 06 14:53:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:53:13 GMT 2025","passed","Fri Jun 06 14:53:13 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","80","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:51:46 GMT 2025","passed","Fri Jun 06 14:51:47 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","76","Update user - empty action field","QA|Nova Bank - Infopool","Fri Jun 06 14:53:14 GMT 2025","passed","Fri Jun 06 14:53:14 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","146","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:53:15 GMT 2025","passed","Fri Jun 06 14:53:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","2492","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jun 06 14:52:00 GMT 2025","passed","Fri Jun 06 14:52:02 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","78","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:12 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","114","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:55 GMT 2025","passed","Fri Jun 06 14:51:55 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","208","Update profile - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:51:43 GMT 2025","passed","Fri Jun 06 14:51:44 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","75","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Jun 06 14:53:12 GMT 2025","passed","Fri Jun 06 14:53:13 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","110","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:51:46 GMT 2025","passed","Fri Jun 06 14:51:46 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","79","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:53:15 GMT 2025","passed","Fri Jun 06 14:53:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
