"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","80","Update profile - No Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:54:03 GMT 2025","passed","Fri Jun 06 14:54:04 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","76","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:55:34 GMT 2025","passed","Fri Jun 06 14:55:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","98","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Jun 06 14:53:59 GMT 2025","passed","Fri Jun 06 14:53:59 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","96","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:54:06 GMT 2025","passed","Fri Jun 06 14:54:06 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","192","verifyOTP","QA|Nova Bank - Infopool","Fri Jun 06 14:53:58 GMT 2025","passed","Fri Jun 06 14:53:59 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","77","Update user - ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:55:33 GMT 2025","passed","Fri Jun 06 14:55:33 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","142","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:54:12 GMT 2025","passed","Fri Jun 06 14:54:12 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","3195","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Jun 06 14:55:28 GMT 2025","passed","Fri Jun 06 14:55:31 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","3154","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:54:09 GMT 2025","passed","Fri Jun 06 14:54:12 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","81","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:55:35 GMT 2025","passed","Fri Jun 06 14:55:35 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","77","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jun 06 14:55:32 GMT 2025","passed","Fri Jun 06 14:55:32 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","88","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Jun 06 14:54:03 GMT 2025","passed","Fri Jun 06 14:54:03 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","119","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Jun 06 14:54:18 GMT 2025","failed","Fri Jun 06 14:54:18 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","92","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:54:00 GMT 2025","passed","Fri Jun 06 14:54:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","190","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:55:38 GMT 2025","passed","Fri Jun 06 14:55:38 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","78","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Jun 06 14:55:32 GMT 2025","passed","Fri Jun 06 14:55:33 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","80","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Jun 06 14:55:37 GMT 2025","passed","Fri Jun 06 14:55:37 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","751","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jun 06 14:54:18 GMT 2025","passed","Fri Jun 06 14:54:19 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","80","successful dashboard embed","QA|Nova Bank - Infopool","Fri Jun 06 14:55:32 GMT 2025","passed","Fri Jun 06 14:55:32 GMT 2025","embed dashboard","Bank User","",""
"","115","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Jun 06 14:54:02 GMT 2025","passed","Fri Jun 06 14:54:02 GMT 2025","v1 > Profile > Password","Bank User","",""
"","85","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:55:37 GMT 2025","passed","Fri Jun 06 14:55:37 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","76","get user role","QA|Nova Bank - Infopool","Fri Jun 06 14:55:33 GMT 2025","passed","Fri Jun 06 14:55:34 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","85","Update profile - no auth","QA|Nova Bank - Infopool","Fri Jun 06 14:54:03 GMT 2025","passed","Fri Jun 06 14:54:03 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","303","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:54:16 GMT 2025","passed","Fri Jun 06 14:54:16 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","97","Get Issue by ID","QA|Nova Bank - Infopool","Fri Jun 06 14:54:15 GMT 2025","failed","Fri Jun 06 14:54:15 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","152","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Jun 06 14:55:35 GMT 2025","passed","Fri Jun 06 14:55:36 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","102","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:55:38 GMT 2025","passed","Fri Jun 06 14:55:38 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","87","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jun 06 14:55:37 GMT 2025","passed","Fri Jun 06 14:55:37 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","77","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:55:33 GMT 2025","passed","Fri Jun 06 14:55:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","80","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:54:18 GMT 2025","failed","Fri Jun 06 14:54:18 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","264","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri Jun 06 14:54:01 GMT 2025","passed","Fri Jun 06 14:54:02 GMT 2025","v1 > Profile > Password","Bank User","",""
"","1003","Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:54:12 GMT 2025","passed","Fri Jun 06 14:54:13 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","78","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Jun 06 14:55:34 GMT 2025","passed","Fri Jun 06 14:55:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","6224","Invalid email format","QA|Nova Bank - Infopool","Fri Jun 06 14:53:52 GMT 2025","passed","Fri Jun 06 14:53:58 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","140","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jun 06 14:54:19 GMT 2025","passed","Fri Jun 06 14:54:19 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","78","Get single definition","QA|Nova Bank - Infopool","Fri Jun 06 14:55:32 GMT 2025","passed","Fri Jun 06 14:55:32 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","78","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Jun 06 14:55:35 GMT 2025","passed","Fri Jun 06 14:55:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Jun 06 14:55:35 GMT 2025","passed","Fri Jun 06 14:55:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","144","No email - Forgot Password","QA|Nova Bank - Infopool","Fri Jun 06 14:53:59 GMT 2025","passed","Fri Jun 06 14:53:59 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","90","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:54:01 GMT 2025","passed","Fri Jun 06 14:54:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","81","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Jun 06 14:54:03 GMT 2025","passed","Fri Jun 06 14:54:03 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","87","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 06 14:54:00 GMT 2025","passed","Fri Jun 06 14:54:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","214","Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:54:17 GMT 2025","passed","Fri Jun 06 14:54:17 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","206","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:55:37 GMT 2025","passed","Fri Jun 06 14:55:37 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","78","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:55:35 GMT 2025","passed","Fri Jun 06 14:55:35 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","94","No auth - managers","QA|Nova Bank - Infopool","Fri Jun 06 14:55:38 GMT 2025","passed","Fri Jun 06 14:55:38 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","114","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Jun 06 14:54:17 GMT 2025","failed","Fri Jun 06 14:54:17 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","78","Update user - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:55:33 GMT 2025","passed","Fri Jun 06 14:55:33 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","77","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Jun 06 14:55:35 GMT 2025","passed","Fri Jun 06 14:55:35 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
