"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","166","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:18:37 GMT 2025","failed","Sun Jun 08 21:18:37 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","35","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","41","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:18 GMT 2025","passed","Sun Jun 08 21:20:18 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","36","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","36","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","251","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:18:55 GMT 2025","passed","Sun Jun 08 21:18:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","154","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:18:54 GMT 2025","failed","Sun Jun 08 21:18:54 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","38","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","57","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:18:56 GMT 2025","passed","Sun Jun 08 21:18:56 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","34","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","38","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","41","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","157","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:18:54 GMT 2025","passed","Sun Jun 08 21:18:54 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","361","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","passed","Sun Jun 08 21:18:53 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","35","get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Get a paginated list of reports with optional filtering","40","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:13 GMT 2025","passed","Sun Jun 08 21:20:13 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get a specific report by ID","131","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 21:20:13 GMT 2025","failed","Sun Jun 08 21:20:13 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","53","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","passed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get a paginated list of reports with optional filtering","37","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","37","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","128","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:20:25 GMT 2025","passed","Sun Jun 08 21:20:25 GMT 2025","","corporate Adjustment","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","44","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:18:37 GMT 2025","passed","Sun Jun 08 21:18:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","36","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","38","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","embed dashboard","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","49","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:18:37 GMT 2025","passed","Sun Jun 08 21:18:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","37","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","128","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:18:39 GMT 2025","passed","Sun Jun 08 21:18:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","43","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","failed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","35","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","41","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:18:42 GMT 2025","passed","Sun Jun 08 21:18:42 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","42","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","failed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","38","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Create a new report","123","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:14 GMT 2025","passed","Sun Jun 08 21:20:14 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Delete a report (soft delete)","51","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:20:15 GMT 2025","passed","Sun Jun 08 21:20:15 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","517","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:18:28 GMT 2025","passed","Sun Jun 08 21:18:29 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","35","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","42","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:18:42 GMT 2025","passed","Sun Jun 08 21:18:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","63","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:53 GMT 2025","failed","Sun Jun 08 21:18:53 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Create a new report","259","Create Report","QA|Nova Bank - Infopool","Sun Jun 08 21:20:14 GMT 2025","failed","Sun Jun 08 21:20:14 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","35","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","39","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:53 GMT 2025","failed","Sun Jun 08 21:18:53 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","356","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:51 GMT 2025","passed","Sun Jun 08 21:18:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","138","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:18:38 GMT 2025","passed","Sun Jun 08 21:18:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","354","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:18:55 GMT 2025","failed","Sun Jun 08 21:18:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","132","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:51 GMT 2025","failed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","37","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","939","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:18:55 GMT 2025","passed","Sun Jun 08 21:18:56 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","36","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","238","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:18:37 GMT 2025","passed","Sun Jun 08 21:18:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Delete a report (soft delete)","146","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:15 GMT 2025","failed","Sun Jun 08 21:20:15 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","35","get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","35","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Logout","Bank Admin","",""
"Get a specific report by ID","68","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:20:13 GMT 2025","passed","Sun Jun 08 21:20:13 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","3543","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 21:20:18 GMT 2025","failed","Sun Jun 08 21:20:22 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","43","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","failed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","248","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 21:18:35 GMT 2025","passed","Sun Jun 08 21:18:35 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","3438","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:18:46 GMT 2025","passed","Sun Jun 08 21:18:50 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","39","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","37","Get Reports Stats","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","36","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","160","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:18:53 GMT 2025","passed","Sun Jun 08 21:18:54 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","36","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","38","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","454","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:13 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","169","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:18:53 GMT 2025","passed","Sun Jun 08 21:18:53 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","37","Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"Create a new report","135","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 21:20:14 GMT 2025","failed","Sun Jun 08 21:20:14 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","37","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","39","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","37","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","53","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:18:37 GMT 2025","passed","Sun Jun 08 21:18:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","159","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","failed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","2660","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:18:56 GMT 2025","passed","Sun Jun 08 21:18:59 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","45","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","failed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a paginated list of reports with optional filtering","37","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","55","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:18:41 GMT 2025","passed","Sun Jun 08 21:18:41 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","252","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 21:18:59 GMT 2025","passed","Sun Jun 08 21:18:59 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","131","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 21:18:35 GMT 2025","passed","Sun Jun 08 21:18:36 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","36","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","41","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","37","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Health","Bank Admin","",""
"","62","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:18:54 GMT 2025","failed","Sun Jun 08 21:18:54 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","39","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","37","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:20:09 GMT 2025","passed","Sun Jun 08 21:20:09 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","35","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","38","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","55","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 21:18:42 GMT 2025","failed","Sun Jun 08 21:18:42 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","143","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:18:41 GMT 2025","passed","Sun Jun 08 21:18:42 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Update an existing report","246","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:20:15 GMT 2025","passed","Sun Jun 08 21:20:15 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","42","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:18:50 GMT 2025","passed","Sun Jun 08 21:18:50 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","1092","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:18:27 GMT 2025","passed","Sun Jun 08 21:18:28 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","40","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:20:10 GMT 2025","passed","Sun Jun 08 21:20:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","51","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:18:35 GMT 2025","passed","Sun Jun 08 21:18:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","35","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","35","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","6235","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 21:18:29 GMT 2025","passed","Sun Jun 08 21:18:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","52","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","passed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","36","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:20:11 GMT 2025","passed","Sun Jun 08 21:20:11 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","38","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:18:54 GMT 2025","passed","Sun Jun 08 21:18:54 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","34","Logout session successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:20:12 GMT 2025","passed","Sun Jun 08 21:20:12 GMT 2025","v1 > Logout","Bank Admin","",""
"","55","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:18:40 GMT 2025","passed","Sun Jun 08 21:18:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","138","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:18:52 GMT 2025","passed","Sun Jun 08 21:18:52 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","50","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:18:41 GMT 2025","passed","Sun Jun 08 21:18:41 GMT 2025","v1 > Profile > Get profile","Bank User","",""
