"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:28 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","50","Get single definition","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","120","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","passed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","39","Get events - no auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:28 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","37","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Aug 03 20:12:42 GMT 2025","passed","Sun Aug 03 20:12:42 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","50","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","failed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","41","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","42","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","46","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","50","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","Health","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","failed","Sun Aug 03 20:12:43 GMT 2025","v1 > Health","Bank Admin","",""
"","92","add_comment_successfully","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","47","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","37","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","37","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","51","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","35","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","87","Update user - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","84","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","98","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","3134","Search Customers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:32 GMT 2025","passed","Sun Aug 03 20:12:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","394","Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","38","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","37","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Aug 03 20:12:39 GMT 2025","passed","Sun Aug 03 20:12:39 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","38","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Aug 03 20:12:32 GMT 2025","passed","Sun Aug 03 20:12:32 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","38","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","54","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","37","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","34","No auth - managers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:53 GMT 2025","passed","Sun Aug 03 20:12:53 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","54","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","passed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","50","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","56","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","86","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","151","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","39","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","79","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","failed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","79","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","failed","Sun Aug 03 20:12:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","113","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","failed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","107","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","48","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","40","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","failed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","111","update role","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","78","Create  organization","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","failed","Sun Aug 03 20:12:44 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","130","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Aug 03 20:12:28 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Audit trail > Event","Bank User","",""
