"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","audit trail","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","417","Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 20:58:48 GMT 2025","passed","Fri May 30 20:58:48 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","passed","Fri May 30 20:58:45 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","37","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri May 30 20:58:50 GMT 2025","failed","Fri May 30 20:58:50 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","39","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri May 30 20:58:56 GMT 2025","failed","Fri May 30 20:58:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","46","Create organization - no country ID","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","108","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 20:58:48 GMT 2025","failed","Fri May 30 20:58:48 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","115","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","39","audit trail - No Auth","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","71","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","72","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri May 30 20:58:50 GMT 2025","passed","Fri May 30 20:58:50 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","37","No auth - Update role status","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","passed","Fri May 30 20:59:00 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","73","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","failed","Fri May 30 20:58:45 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","39","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"Create a new report","36","Create Report - Empty category","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","37","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri May 30 20:58:49 GMT 2025","failed","Fri May 30 20:58:49 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","36","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri May 30 20:58:50 GMT 2025","failed","Fri May 30 20:58:50 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","46","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","43","Create organization - empty city value","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","44","Create organization - empty description","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","37","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","41","Get Reports - No auth","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","passed","Fri May 30 20:59:00 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","36","Get Report by UUID","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","38","Update profile - No Auth","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","34","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri May 30 20:58:50 GMT 2025","passed","Fri May 30 20:58:50 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","116","Update profile - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","37","Update user - invalid action","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","failed","Fri May 30 20:58:57 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","45","Create organization - name already exists","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","65","verify OTP","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","passed","Fri May 30 20:58:45 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","48","Logout session successfully","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","passed","Fri May 30 20:59:00 GMT 2025","v1 > Logout","Bank Admin","",""
"","38","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","40","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","38","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","123","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","passed","Fri May 30 20:58:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","37","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri May 30 20:58:49 GMT 2025","passed","Fri May 30 20:58:49 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a specific report by ID","37","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","53","Get all Issues","QA|Nova Bank - Infopool","Fri May 30 20:58:48 GMT 2025","failed","Fri May 30 20:58:48 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","40","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","passed","Fri May 30 20:58:45 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","Get events - no auth","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","43","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","2417","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri May 30 20:58:50 GMT 2025","passed","Fri May 30 20:58:53 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","51","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","61","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","45","Create organization - empty street value","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","51","Get all definitions","QA|Nova Bank - Infopool","Fri May 30 20:58:56 GMT 2025","passed","Fri May 30 20:58:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","45","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","37","Get profile - No Auth","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","98","category by id","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","passed","Fri May 30 20:59:00 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","38","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","36","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","passed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","36","No Auth - Get all permissions","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","passed","Fri May 30 20:59:00 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","86","verifyOTP","QA|Nova Bank - Infopool","Fri May 30 20:58:44 GMT 2025","passed","Fri May 30 20:58:44 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","117","Get events - invalid end date","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","37","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri May 30 20:58:49 GMT 2025","failed","Fri May 30 20:58:49 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","48","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","passed","Fri May 30 20:58:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","35","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","passed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","45","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","157","Get events - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:47 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","38","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","passed","Fri May 30 20:58:45 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","45","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri May 30 20:58:56 GMT 2025","passed","Fri May 30 20:58:56 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","passed","Fri May 30 20:58:45 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","209","Change password - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:45 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Password","Bank User","",""
"","48","Fetch all organizations","QA|Nova Bank - Infopool","Fri May 30 20:58:58 GMT 2025","passed","Fri May 30 20:58:58 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","127","Invalid credentials","QA|Nova Bank - Infopool","Fri May 30 20:58:44 GMT 2025","passed","Fri May 30 20:58:44 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","33","Get roles - successful","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","41","No email - Forgot Password","QA|Nova Bank - Infopool","Fri May 30 20:58:44 GMT 2025","passed","Fri May 30 20:58:44 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Delete a report (soft delete)","36","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","37","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","47","Update profile - no phone number","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","46","Update role status","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","38","Update Customer Comment","QA|Nova Bank - Infopool","Fri May 30 20:58:49 GMT 2025","failed","Fri May 30 20:58:49 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","194","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 20:58:48 GMT 2025","passed","Fri May 30 20:58:48 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","49","get all category","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","passed","Fri May 30 20:59:00 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","64","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","failed","Fri May 30 20:58:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","35","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","passed","Fri May 30 20:58:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","40","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Fri May 30 20:59:00 GMT 2025","failed","Fri May 30 20:59:00 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","46","Empty current password - Change password","QA|Nova Bank - Infopool","Fri May 30 20:58:46 GMT 2025","passed","Fri May 30 20:58:46 GMT 2025","v1 > Profile > Password","Bank User","",""
"","40","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri May 30 20:58:44 GMT 2025","passed","Fri May 30 20:58:44 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Create a new report","37","Create Report - Duplicate name","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Create a new report","38","Create Report","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","failed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","37","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri May 30 20:58:56 GMT 2025","failed","Fri May 30 20:58:56 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","36","Health","QA|Nova Bank - Infopool","Fri May 30 20:58:56 GMT 2025","passed","Fri May 30 20:58:56 GMT 2025","v1 > Health","Bank Admin","",""
"","36","Create roles - empty name field","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","failed","Fri May 30 20:58:59 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","39","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri May 30 20:58:49 GMT 2025","passed","Fri May 30 20:58:49 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Update an existing report","33","Update Report","QA|Nova Bank - Infopool","Fri May 30 20:59:01 GMT 2025","passed","Fri May 30 20:59:01 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","39","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 20:58:47 GMT 2025","passed","Fri May 30 20:58:48 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","35","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri May 30 20:58:50 GMT 2025","passed","Fri May 30 20:58:50 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","37","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri May 30 20:58:49 GMT 2025","failed","Fri May 30 20:58:49 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","37","Update user - no auth","QA|Nova Bank - Infopool","Fri May 30 20:58:57 GMT 2025","passed","Fri May 30 20:58:57 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","90","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri May 30 20:58:59 GMT 2025","passed","Fri May 30 20:58:59 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
