"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","110","Search Customers","QA|Nova Bank - Infopool","Fri Jun 13 17:13:48 GMT 2025","passed","Fri Jun 13 17:13:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","80","Update definition","QA|Nova Bank - Infopool","Fri Jun 13 17:15:04 GMT 2025","passed","Fri Jun 13 17:15:04 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","83","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jun 13 17:13:49 GMT 2025","passed","Fri Jun 13 17:13:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","81","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jun 13 17:13:48 GMT 2025","passed","Fri Jun 13 17:13:48 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","81","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jun 13 17:13:50 GMT 2025","passed","Fri Jun 13 17:13:50 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","169","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri Jun 13 17:13:33 GMT 2025","passed","Fri Jun 13 17:13:34 GMT 2025","v1 > Profile > Password","Bank User","",""
"","83","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 13 17:13:33 GMT 2025","passed","Fri Jun 13 17:13:33 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","89","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Jun 13 17:13:34 GMT 2025","passed","Fri Jun 13 17:13:34 GMT 2025","v1 > Profile > Password","Bank User","",""
"","86","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 13 17:13:37 GMT 2025","passed","Fri Jun 13 17:13:37 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","127","verifyOTP","QA|Nova Bank - Infopool","Fri Jun 13 17:13:31 GMT 2025","passed","Fri Jun 13 17:13:31 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","78","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Jun 13 17:15:06 GMT 2025","passed","Fri Jun 13 17:15:06 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","No auth - managers","QA|Nova Bank - Infopool","Fri Jun 13 17:15:09 GMT 2025","passed","Fri Jun 13 17:15:09 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","92","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Jun 13 17:13:35 GMT 2025","passed","Fri Jun 13 17:13:35 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","66286","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Jun 13 17:13:53 GMT 2025","passed","Fri Jun 13 17:14:59 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","78","No auth - get user role","QA|Nova Bank - Infopool","Fri Jun 13 17:15:05 GMT 2025","passed","Fri Jun 13 17:15:05 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","80","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Jun 13 17:15:03 GMT 2025","passed","Fri Jun 13 17:15:04 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","97","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Jun 13 17:15:07 GMT 2025","passed","Fri Jun 13 17:15:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","94","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Jun 13 17:15:07 GMT 2025","passed","Fri Jun 13 17:15:07 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","194","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jun 13 17:13:46 GMT 2025","passed","Fri Jun 13 17:13:47 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","137","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jun 13 17:15:07 GMT 2025","passed","Fri Jun 13 17:15:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","114","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jun 13 17:15:08 GMT 2025","passed","Fri Jun 13 17:15:08 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","84","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 13 17:13:37 GMT 2025","passed","Fri Jun 13 17:13:37 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","129","Add attachment to issue","QA|Nova Bank - Infopool","Fri Jun 13 17:13:47 GMT 2025","failed","Fri Jun 13 17:13:47 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","95","Update profile","QA|Nova Bank - Infopool","Fri Jun 13 17:13:35 GMT 2025","failed","Fri Jun 13 17:13:35 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","83","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jun 13 17:13:48 GMT 2025","passed","Fri Jun 13 17:13:48 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","79","successful dashboard embed","QA|Nova Bank - Infopool","Fri Jun 13 17:15:03 GMT 2025","passed","Fri Jun 13 17:15:03 GMT 2025","embed dashboard","Bank User","",""
"","118","verify OTP","QA|Nova Bank - Infopool","Fri Jun 13 17:13:33 GMT 2025","passed","Fri Jun 13 17:13:33 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","170","Invalid credentials","QA|Nova Bank - Infopool","Fri Jun 13 17:13:24 GMT 2025","passed","Fri Jun 13 17:13:25 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","78","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Jun 13 17:15:04 GMT 2025","passed","Fri Jun 13 17:15:04 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","81","No_auth_add_comments","QA|Nova Bank - Infopool","Fri Jun 13 17:13:48 GMT 2025","passed","Fri Jun 13 17:13:48 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","82","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Jun 13 17:13:35 GMT 2025","passed","Fri Jun 13 17:13:35 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","81","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Jun 13 17:15:05 GMT 2025","passed","Fri Jun 13 17:15:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","93","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Jun 13 17:15:07 GMT 2025","passed","Fri Jun 13 17:15:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","111","Search Customers","QA|Nova Bank - Infopool","Fri Jun 13 17:13:49 GMT 2025","passed","Fri Jun 13 17:13:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","122","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jun 13 17:13:47 GMT 2025","failed","Fri Jun 13 17:13:47 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","79","Update user - invalid action","QA|Nova Bank - Infopool","Fri Jun 13 17:15:05 GMT 2025","passed","Fri Jun 13 17:15:05 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","79","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri Jun 13 17:15:04 GMT 2025","passed","Fri Jun 13 17:15:04 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","79","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Jun 13 17:15:06 GMT 2025","passed","Fri Jun 13 17:15:06 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","104","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Jun 13 17:13:46 GMT 2025","passed","Fri Jun 13 17:13:46 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","78","No auth - update role","QA|Nova Bank - Infopool","Fri Jun 13 17:15:05 GMT 2025","passed","Fri Jun 13 17:15:05 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","93","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Jun 13 17:15:07 GMT 2025","passed","Fri Jun 13 17:15:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","298","Update profile - successful","QA|Nova Bank - Infopool","Fri Jun 13 17:13:35 GMT 2025","passed","Fri Jun 13 17:13:35 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","100","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Jun 13 17:13:49 GMT 2025","passed","Fri Jun 13 17:13:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","79","Fetch all organizations","QA|Nova Bank - Infopool","Fri Jun 13 17:15:06 GMT 2025","passed","Fri Jun 13 17:15:06 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","96","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jun 13 17:15:07 GMT 2025","passed","Fri Jun 13 17:15:08 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","80","Create organization - no name","QA|Nova Bank - Infopool","Fri Jun 13 17:15:05 GMT 2025","passed","Fri Jun 13 17:15:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","89","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jun 13 17:13:53 GMT 2025","passed","Fri Jun 13 17:13:53 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","3245","Get all Issues","QA|Nova Bank - Infopool","Fri Jun 13 17:13:42 GMT 2025","failed","Fri Jun 13 17:13:45 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","277","audit-search","QA|Nova Bank - Infopool","Fri Jun 13 17:13:37 GMT 2025","passed","Fri Jun 13 17:13:37 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
