"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","138","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:31:42 GMT 2025","passed","Sun Jun 08 22:31:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","39","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Create a new report","37","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","332","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 22:31:44 GMT 2025","passed","Sun Jun 08 22:31:44 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","52","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:31:51 GMT 2025","passed","Sun Jun 08 22:31:52 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","38","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","40","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"Update an existing report","34","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","104","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","passed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","38","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","37","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","311","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:31:39 GMT 2025","passed","Sun Jun 08 22:31:39 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","40","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","37","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:33:15 GMT 2025","passed","Sun Jun 08 22:33:15 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","37","get all category","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","39","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","329","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 22:31:29 GMT 2025","passed","Sun Jun 08 22:31:29 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","40","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","44","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","failed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","40","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 22:33:15 GMT 2025","passed","Sun Jun 08 22:33:15 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","38","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get a paginated list of reports with optional filtering","36","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","36","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","57","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 22:31:43 GMT 2025","passed","Sun Jun 08 22:31:43 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","236","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 22:32:01 GMT 2025","passed","Sun Jun 08 22:32:01 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","64","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:31:42 GMT 2025","passed","Sun Jun 08 22:31:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","298","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","passed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","37","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","54","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:32:01 GMT 2025","passed","Sun Jun 08 22:32:01 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","354","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 22:31:44 GMT 2025","passed","Sun Jun 08 22:31:44 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","38","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","158","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:31:57 GMT 2025","failed","Sun Jun 08 22:31:57 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","37","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Update an existing report","36","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","40","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","244","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:32:01 GMT 2025","failed","Sun Jun 08 22:32:02 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","39","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","failed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","43","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","passed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","177","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:31:38 GMT 2025","failed","Sun Jun 08 22:31:39 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","526","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:31:42 GMT 2025","passed","Sun Jun 08 22:31:42 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","3305","audit trail","QA|Nova Bank - Infopool","Sun Jun 08 22:31:48 GMT 2025","passed","Sun Jun 08 22:31:51 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","36","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","39","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","246","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 22:32:08 GMT 2025","passed","Sun Jun 08 22:32:09 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","40","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3254","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 22:33:27 GMT 2025","passed","Sun Jun 08 22:33:30 GMT 2025","","corporate Adjustment","",""
"","1234","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:31:39 GMT 2025","passed","Sun Jun 08 22:31:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","57","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:31:37 GMT 2025","passed","Sun Jun 08 22:31:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","36","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","35","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","131","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:31:52 GMT 2025","passed","Sun Jun 08 22:31:52 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","37","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:33:15 GMT 2025","passed","Sun Jun 08 22:33:15 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","48","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:31:37 GMT 2025","passed","Sun Jun 08 22:31:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","37","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","49","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:31:52 GMT 2025","passed","Sun Jun 08 22:31:52 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","40","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","36","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","132","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:31:38 GMT 2025","passed","Sun Jun 08 22:31:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","5676","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 22:32:03 GMT 2025","passed","Sun Jun 08 22:32:08 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","40","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","39","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","passed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","38","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 22:33:15 GMT 2025","passed","Sun Jun 08 22:33:15 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","195","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 22:33:30 GMT 2025","passed","Sun Jun 08 22:33:30 GMT 2025","","corporate Adjustment","",""
"","64","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:31:57 GMT 2025","passed","Sun Jun 08 22:31:57 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Delete a report (soft delete)","42","Delete Report","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","39","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 22:33:15 GMT 2025","passed","Sun Jun 08 22:33:15 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","45","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:33:15 GMT 2025","passed","Sun Jun 08 22:33:15 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","59","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 22:31:42 GMT 2025","passed","Sun Jun 08 22:31:42 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","41","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","468","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:31:38 GMT 2025","passed","Sun Jun 08 22:31:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","254","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:31:53 GMT 2025","passed","Sun Jun 08 22:31:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","42","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","3556","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 22:33:23 GMT 2025","failed","Sun Jun 08 22:33:27 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","37","update role","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","38","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","188","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 22:33:30 GMT 2025","passed","Sun Jun 08 22:33:31 GMT 2025","","corporate Adjustment","",""
"","44","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:31:55 GMT 2025","passed","Sun Jun 08 22:31:55 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","64","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 22:31:43 GMT 2025","failed","Sun Jun 08 22:31:43 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","38","No auth - get all category","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","59","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 22:31:43 GMT 2025","passed","Sun Jun 08 22:31:43 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","38","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 22:33:17 GMT 2025","passed","Sun Jun 08 22:33:17 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","48","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:31:56 GMT 2025","passed","Sun Jun 08 22:31:56 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","648","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:31:41 GMT 2025","passed","Sun Jun 08 22:31:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","41","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","39","Update role status","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","251","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 22:31:51 GMT 2025","passed","Sun Jun 08 22:31:51 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","42","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:31:42 GMT 2025","passed","Sun Jun 08 22:31:42 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","141","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:31:57 GMT 2025","passed","Sun Jun 08 22:31:57 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","81","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:33:23 GMT 2025","passed","Sun Jun 08 22:33:23 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","99","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 22:31:56 GMT 2025","passed","Sun Jun 08 22:31:56 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","38","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Logout","Bank Admin","",""
"","36","managers","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:18 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","267","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:31:57 GMT 2025","passed","Sun Jun 08 22:31:57 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 22:33:18 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","38","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:33:16 GMT 2025","passed","Sun Jun 08 22:33:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","152","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:31:58 GMT 2025","passed","Sun Jun 08 22:31:58 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get a specific report by ID","37","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:33:19 GMT 2025","passed","Sun Jun 08 22:33:19 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
