"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38","Update user - successful","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","failed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","35","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","passed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a paginated list of reports with optional filtering","36","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","35","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","passed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","35","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","Update Customer Comment","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","Create roles - No auth","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","passed","Sun May 25 15:21:04 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","36","Delete Customer Comment","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","36","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","37","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","passed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","37","Get events - no auth","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","passed","Sun May 25 15:20:58 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","39","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","failed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","41","Change password - successful","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","35","Get Report by ID","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Create a new report","36","Create Report - Empty category","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","37","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","34","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","passed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","38","Get all Issues","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","failed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","35","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","passed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","36","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","passed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","37","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Update an existing report","32","Update Report","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","passed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","41","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","37","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun May 25 15:20:59 GMT 2025","passed","Sun May 25 15:20:59 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","3148","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun May 25 15:21:08 GMT 2025","failed","Sun May 25 15:21:11 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","37","Get profile - No Auth","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","passed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Get a paginated list of reports with optional filtering","35","Get Reports Stats","QA|Nova Bank - Infopool","Sun May 25 15:21:11 GMT 2025","failed","Sun May 25 15:21:11 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","37","Fetch all organizations","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","39","Get Reports","QA|Nova Bank - Infopool","Sun May 25 15:21:11 GMT 2025","failed","Sun May 25 15:21:11 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","34","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","33","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","36","Create roles - empty name field","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","35","No auth - update role","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","passed","Sun May 25 15:21:03 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","45","Get profile roles - successful","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","31","Get roles - successful","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","passed","Sun May 25 15:21:04 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","34","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","passed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","36","No auth - Create  organization","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","passed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","passed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","34","Create organization - name already exists","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","passed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","41","No email - Forgot Password","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","46","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","38","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Update an existing report","36","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","35","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","35","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","failed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","37","Weak password - Change password","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","52","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","passed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","36","Create organization - no name","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Delete a report (soft delete)","35","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","37","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","failed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","38","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","36","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","35","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","passed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","37","Update user - empty action field","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","failed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","38","Create  organization","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Get profile - successfully","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","38","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","38","Create organization - no country ID","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","41","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun May 25 15:20:59 GMT 2025","passed","Sun May 25 15:20:59 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","31","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","passed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","36","Create roles - Existing role","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","38","Update Issue","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","failed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","36","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:05 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","34","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:21:11 GMT 2025","failed","Sun May 25 15:21:11 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","35","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun May 25 15:21:01 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","35","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun May 25 15:21:03 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","37","get user role","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","failed","Sun May 25 15:21:03 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","37","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","passed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","40","Get events - invalid start date","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","40","Update user - invalid action","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","failed","Sun May 25 15:21:02 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","38","Update profile - no auth","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","passed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","593","Successful login","QA|Nova Bank - Infopool","Sun May 25 15:20:50 GMT 2025","passed","Sun May 25 15:20:50 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","128","Invalid credentials","QA|Nova Bank - Infopool","Sun May 25 15:20:50 GMT 2025","passed","Sun May 25 15:20:50 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","33","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun May 25 15:21:02 GMT 2025","passed","Sun May 25 15:21:02 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","41","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun May 25 15:20:59 GMT 2025","passed","Sun May 25 15:20:59 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","34","Get roles - No Auth","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","passed","Sun May 25 15:21:04 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","34","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun May 25 15:21:11 GMT 2025","passed","Sun May 25 15:21:11 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","121","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun May 25 15:20:59 GMT 2025","passed","Sun May 25 15:21:00 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","37","Get events - successful","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","99","Forgot password - successful","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","failed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a specific report by ID","37","Get Report by UUID","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","failed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","34","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","passed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","56","Add Comment to Customer","QA|Nova Bank - Infopool","Sun May 25 15:21:00 GMT 2025","failed","Sun May 25 15:21:01 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","37","Empty current password - Change password","QA|Nova Bank - Infopool","Sun May 25 15:20:58 GMT 2025","failed","Sun May 25 15:20:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun May 25 15:21:04 GMT 2025","failed","Sun May 25 15:21:04 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","40","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:20:57 GMT 2025","passed","Sun May 25 15:20:57 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Update an existing report","35","Update Report - No auth","QA|Nova Bank - Infopool","Sun May 25 15:21:12 GMT 2025","passed","Sun May 25 15:21:12 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","35","Get all permissions","QA|Nova Bank - Infopool","Sun May 25 15:21:11 GMT 2025","failed","Sun May 25 15:21:11 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
