"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","81","Create definition - empty fields","QA|Nova Bank - Infopool","Mon Mar 17 08:27:47 GMT 2025","passed","Mon Mar 17 08:27:47 GMT 2025","v1 > Static Definitions > Create definition","Bank Admin","",""
"","71","Delete Attachment from Issue invalid attachment id","QA|Nova Bank - Infopool","Mon Mar 17 08:27:35 GMT 2025","failed","Mon Mar 17 08:27:35 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","103","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:53 GMT 2025","passed","Mon Mar 17 08:27:54 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","66","Retrieve setting by ID - ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:49 GMT 2025","passed","Mon Mar 17 08:27:49 GMT 2025","v1 > System Settings > Retrieve setting by ID","Bank Admin","",""
"","93","Update user - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","92","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:52 GMT 2025","passed","Mon Mar 17 08:27:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","86","Update user - invalid action","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","65","Health","QA|Nova Bank - Infopool","Mon Mar 17 08:28:03 GMT 2025","passed","Mon Mar 17 08:28:03 GMT 2025","v1","Bank Admin","",""
"","72","Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Mar 17 08:27:34 GMT 2025","failed","Mon Mar 17 08:27:35 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","84","Fetch Customer Comments","QA|Nova Bank - Infopool","Mon Mar 17 08:27:35 GMT 2025","passed","Mon Mar 17 08:27:35 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","69","Logout session - no session","QA|Nova Bank - Infopool","Mon Mar 17 08:28:03 GMT 2025","failed","Mon Mar 17 08:28:03 GMT 2025","v1 > Logout","Bank Admin","",""
"","6280","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Mon Mar 17 08:27:40 GMT 2025","failed","Mon Mar 17 08:27:46 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","73","Retrieve master setting by ID - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:49 GMT 2025","passed","Mon Mar 17 08:27:49 GMT 2025","v1 > System Settings > Master > Retrieve master setting by ID","Bank Admin","",""
"","86","Create organization - no country ID","QA|Nova Bank - Infopool","Mon Mar 17 08:27:52 GMT 2025","passed","Mon Mar 17 08:27:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66","Create master setting - invalid minimum value","QA|Nova Bank - Infopool","Mon Mar 17 08:27:48 GMT 2025","passed","Mon Mar 17 08:27:48 GMT 2025","v1 > System Settings > Master > Create Master Setting","Bank Admin","",""
"","6222","Invalid email format","QA|Nova Bank - Infopool","Mon Mar 17 08:27:23 GMT 2025","passed","Mon Mar 17 08:27:29 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","65","Create notification template","QA|Nova Bank - Infopool","Mon Mar 17 08:28:02 GMT 2025","passed","Mon Mar 17 08:28:02 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","83","Update definition - empty fields","QA|Nova Bank - Infopool","Mon Mar 17 08:27:47 GMT 2025","passed","Mon Mar 17 08:27:47 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","99","Update profile - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:31 GMT 2025","passed","Mon Mar 17 08:27:31 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","72","Get permission by ID - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:28:02 GMT 2025","failed","Mon Mar 17 08:28:02 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","65","Create Settings - non-existing master settings ID","QA|Nova Bank - Infopool","Mon Mar 17 08:27:50 GMT 2025","passed","Mon Mar 17 08:27:50 GMT 2025","v1 > System Settings > Create Settings","Bank Admin","",""
"","83","Create organization - no name","QA|Nova Bank - Infopool","Mon Mar 17 08:27:52 GMT 2025","passed","Mon Mar 17 08:27:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66","Create master setting - maximum value less than minimum value","QA|Nova Bank - Infopool","Mon Mar 17 08:27:48 GMT 2025","passed","Mon Mar 17 08:27:48 GMT 2025","v1 > System Settings > Master > Create Master Setting","Bank Admin","",""
"","89","Update profile","QA|Nova Bank - Infopool","Mon Mar 17 08:27:31 GMT 2025","failed","Mon Mar 17 08:27:31 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","65","Update permissions - permissions do not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:28:00 GMT 2025","passed","Mon Mar 17 08:28:01 GMT 2025","v1 > Roles > Permissions > Update permission - API needs review","Bank Admin","",""
"","66","Update master setting - invalid action","QA|Nova Bank - Infopool","Mon Mar 17 08:27:48 GMT 2025","passed","Mon Mar 17 08:27:48 GMT 2025","v1 > System Settings > Master > Update master settings","Bank Admin","",""
"","87","Create definition - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:47 GMT 2025","passed","Mon Mar 17 08:27:47 GMT 2025","v1 > Static Definitions > Create definition","Bank Admin","",""
"","71","Logout session successfully","QA|Nova Bank - Infopool","Mon Mar 17 08:28:03 GMT 2025","failed","Mon Mar 17 08:28:03 GMT 2025","v1 > Logout","Bank Admin","",""
"","66","Create Settings - invalid entity ID","QA|Nova Bank - Infopool","Mon Mar 17 08:27:50 GMT 2025","passed","Mon Mar 17 08:27:50 GMT 2025","v1 > System Settings > Create Settings","Bank Admin","",""
"","106","Fetch Customer By ID","QA|Nova Bank - Infopool","Mon Mar 17 08:27:35 GMT 2025","passed","Mon Mar 17 08:27:36 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","66","Update permissions - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:28:00 GMT 2025","passed","Mon Mar 17 08:28:00 GMT 2025","v1 > Roles > Permissions > Update permission - API needs review","Bank Admin","",""
"","98","Search Customers - invalid name","QA|Nova Bank - Infopool","Mon Mar 17 08:27:35 GMT 2025","passed","Mon Mar 17 08:27:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","73","No user credentials","QA|Nova Bank - Infopool","Mon Mar 17 08:27:29 GMT 2025","passed","Mon Mar 17 08:27:29 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","65","Update master setting - no description","QA|Nova Bank - Infopool","Mon Mar 17 08:27:48 GMT 2025","passed","Mon Mar 17 08:27:48 GMT 2025","v1 > System Settings > Master > Update master settings","Bank Admin","",""
"","80","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:53 GMT 2025","passed","Mon Mar 17 08:27:53 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","84","Fetch user by ID - successful","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","84","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:28:00 GMT 2025","passed","Mon Mar 17 08:28:00 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","72","Retrieve master setting by ID - ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:49 GMT 2025","passed","Mon Mar 17 08:27:49 GMT 2025","v1 > System Settings > Master > Retrieve master setting by ID","Bank Admin","",""
"","110","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Mon Mar 17 08:27:32 GMT 2025","passed","Mon Mar 17 08:27:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","83","managers","QA|Nova Bank - Infopool","Mon Mar 17 08:28:00 GMT 2025","passed","Mon Mar 17 08:28:00 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","713","Create a New Issue","QA|Nova Bank - Infopool","Mon Mar 17 08:27:32 GMT 2025","passed","Mon Mar 17 08:27:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","66","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:57 GMT 2025","passed","Mon Mar 17 08:27:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","80","Fetch all users","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","83","Create roles - role name already exists","QA|Nova Bank - Infopool","Mon Mar 17 08:28:01 GMT 2025","passed","Mon Mar 17 08:28:01 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","81","Change password - empty new password","QA|Nova Bank - Infopool","Mon Mar 17 08:27:30 GMT 2025","passed","Mon Mar 17 08:27:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","86","Update role status","QA|Nova Bank - Infopool","Mon Mar 17 08:28:01 GMT 2025","passed","Mon Mar 17 08:28:01 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","65","Create Settings - invalid entity type","QA|Nova Bank - Infopool","Mon Mar 17 08:27:50 GMT 2025","passed","Mon Mar 17 08:27:50 GMT 2025","v1 > System Settings > Create Settings","Bank Admin","",""
"","148","Add Comment to Issue","QA|Nova Bank - Infopool","Mon Mar 17 08:27:34 GMT 2025","passed","Mon Mar 17 08:27:34 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","88","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Mon Mar 17 08:27:53 GMT 2025","passed","Mon Mar 17 08:27:53 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","79","Fetch all users in an organization","QA|Nova Bank - Infopool","Mon Mar 17 08:27:54 GMT 2025","passed","Mon Mar 17 08:27:54 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","108","Get all notifications - invalid type","QA|Nova Bank - Infopool","Mon Mar 17 08:28:03 GMT 2025","passed","Mon Mar 17 08:28:03 GMT 2025","v1 > Notifications","Bank Admin","",""
"","682","Get all Issues","QA|Nova Bank - Infopool","Mon Mar 17 08:27:33 GMT 2025","passed","Mon Mar 17 08:27:34 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","93","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:52 GMT 2025","passed","Mon Mar 17 08:27:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","65","Create Settings - missing master settings ID","QA|Nova Bank - Infopool","Mon Mar 17 08:27:50 GMT 2025","passed","Mon Mar 17 08:27:50 GMT 2025","v1 > System Settings > Create Settings","Bank Admin","",""
"","114","Get events - invalid end date","QA|Nova Bank - Infopool","Mon Mar 17 08:27:32 GMT 2025","passed","Mon Mar 17 08:27:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","87","Update user - ID does not exist","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","70","value by id","QA|Nova Bank - Infopool","Mon Mar 17 08:27:51 GMT 2025","passed","Mon Mar 17 08:27:51 GMT 2025","v1 > System Settings > Setting value > Fetch value by ID","Bank Admin","",""
"","88","Update setting master - successful (no change)","QA|Nova Bank - Infopool","Mon Mar 17 08:27:48 GMT 2025","passed","Mon Mar 17 08:27:48 GMT 2025","v1 > System Settings > Master > Update master settings","Bank Admin","",""
"","87","Update definition - invalid action","QA|Nova Bank - Infopool","Mon Mar 17 08:27:47 GMT 2025","passed","Mon Mar 17 08:27:47 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","76","Create a New Issue - empty priority","QA|Nova Bank - Infopool","Mon Mar 17 08:27:33 GMT 2025","passed","Mon Mar 17 08:27:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","76","category","QA|Nova Bank - Infopool","Mon Mar 17 08:27:50 GMT 2025","passed","Mon Mar 17 08:27:50 GMT 2025","v1 > System Settings > Settings Category > get category","Bank Admin","",""
"","84","Update profile - invalid phone number","QA|Nova Bank - Infopool","Mon Mar 17 08:27:31 GMT 2025","passed","Mon Mar 17 08:27:31 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","118","Add Comment to Customer","QA|Nova Bank - Infopool","Mon Mar 17 08:27:35 GMT 2025","passed","Mon Mar 17 08:27:35 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
