"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:57:12 GMT 2025","passed","Sun Jun 08 21:57:12 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","111","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:17 GMT 2025","passed","Sun Jun 08 21:57:17 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","118","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:57:17 GMT 2025","passed","Sun Jun 08 21:57:18 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","132","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:55:54 GMT 2025","passed","Sun Jun 08 21:55:55 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","77","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 21:57:14 GMT 2025","passed","Sun Jun 08 21:57:14 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:57:13 GMT 2025","passed","Sun Jun 08 21:57:13 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3453","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:18 GMT 2025","passed","Sun Jun 08 21:57:21 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","143","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:57:16 GMT 2025","passed","Sun Jun 08 21:57:16 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","137","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:55:24 GMT 2025","passed","Sun Jun 08 21:55:24 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","2939","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:57:07 GMT 2025","passed","Sun Jun 08 21:57:10 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","352","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 21:55:40 GMT 2025","passed","Sun Jun 08 21:55:41 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","138","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:55:55 GMT 2025","failed","Sun Jun 08 21:55:55 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","143","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:55:40 GMT 2025","passed","Sun Jun 08 21:55:40 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","78","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:12 GMT 2025","passed","Sun Jun 08 21:57:12 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","953","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:55:57 GMT 2025","passed","Sun Jun 08 21:55:58 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","154","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:55:53 GMT 2025","failed","Sun Jun 08 21:55:53 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","78","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:57:11 GMT 2025","passed","Sun Jun 08 21:57:11 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","142","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:55:26 GMT 2025","passed","Sun Jun 08 21:55:26 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","76","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:57:11 GMT 2025","passed","Sun Jun 08 21:57:11 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","142","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 21:57:18 GMT 2025","passed","Sun Jun 08 21:57:18 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","86","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:57:17 GMT 2025","passed","Sun Jun 08 21:57:17 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","77","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:57:14 GMT 2025","passed","Sun Jun 08 21:57:14 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","144","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:55:45 GMT 2025","passed","Sun Jun 08 21:55:46 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","623","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:55:30 GMT 2025","passed","Sun Jun 08 21:55:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","77","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:14 GMT 2025","passed","Sun Jun 08 21:57:14 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","156","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:21 GMT 2025","passed","Sun Jun 08 21:57:22 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","228","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:55:26 GMT 2025","passed","Sun Jun 08 21:55:26 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","252","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:17 GMT 2025","passed","Sun Jun 08 21:57:17 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","78","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:57:11 GMT 2025","passed","Sun Jun 08 21:57:12 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","263","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:55:56 GMT 2025","passed","Sun Jun 08 21:55:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","149","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:55:40 GMT 2025","passed","Sun Jun 08 21:55:40 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","2717","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:55:58 GMT 2025","passed","Sun Jun 08 21:56:01 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","250","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:55:44 GMT 2025","passed","Sun Jun 08 21:55:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","287","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:55:42 GMT 2025","passed","Sun Jun 08 21:55:42 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","140","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:55:45 GMT 2025","failed","Sun Jun 08 21:55:45 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","674","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:55:29 GMT 2025","passed","Sun Jun 08 21:55:30 GMT 2025","v1 > Profile > Password","Bank User","",""
"","241","managers","QA|Nova Bank - Infopool","Sun Jun 08 21:57:18 GMT 2025","passed","Sun Jun 08 21:57:18 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","158","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:55:55 GMT 2025","failed","Sun Jun 08 21:55:55 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","77","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:57:11 GMT 2025","passed","Sun Jun 08 21:57:11 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","340","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 21:55:41 GMT 2025","passed","Sun Jun 08 21:55:41 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","80","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:57:13 GMT 2025","passed","Sun Jun 08 21:57:13 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:57:12 GMT 2025","passed","Sun Jun 08 21:57:12 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","228","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:55:31 GMT 2025","passed","Sun Jun 08 21:55:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","151","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:55:54 GMT 2025","failed","Sun Jun 08 21:55:54 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","1279","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:55:24 GMT 2025","passed","Sun Jun 08 21:55:26 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","156","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:55:57 GMT 2025","passed","Sun Jun 08 21:55:57 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","128","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:55:56 GMT 2025","passed","Sun Jun 08 21:55:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","77","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:57:13 GMT 2025","passed","Sun Jun 08 21:57:13 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
