"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","133","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 11:51:43 GMT 2025","passed","Sat Jun 07 11:51:43 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","76","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sat Jun 07 11:53:07 GMT 2025","passed","Sat Jun 07 11:53:07 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","155","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 11:51:28 GMT 2025","passed","Sat Jun 07 11:51:28 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","131","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 11:51:42 GMT 2025","passed","Sat Jun 07 11:51:42 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","201","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sat Jun 07 11:51:59 GMT 2025","passed","Sat Jun 07 11:51:59 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","81","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sat Jun 07 11:51:47 GMT 2025","passed","Sat Jun 07 11:51:47 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","324","audit-search","QA|Nova Bank - Infopool","Sat Jun 07 11:51:41 GMT 2025","passed","Sat Jun 07 11:51:42 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","118","No email - Forgot Password","QA|Nova Bank - Infopool","Sat Jun 07 11:51:27 GMT 2025","passed","Sat Jun 07 11:51:27 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","140","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sat Jun 07 11:53:10 GMT 2025","failed","Sat Jun 07 11:53:10 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","141","Empty new password - Change password","QA|Nova Bank - Infopool","Sat Jun 07 11:51:32 GMT 2025","passed","Sat Jun 07 11:51:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"","83","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sat Jun 07 11:53:05 GMT 2025","passed","Sat Jun 07 11:53:06 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","558","Invalid current password - Change password","QA|Nova Bank - Infopool","Sat Jun 07 11:51:31 GMT 2025","passed","Sat Jun 07 11:51:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","77","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sat Jun 07 11:53:09 GMT 2025","passed","Sat Jun 07 11:53:09 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","161","Update Issue","QA|Nova Bank - Infopool","Sat Jun 07 11:51:45 GMT 2025","failed","Sat Jun 07 11:51:45 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","121","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sat Jun 07 11:53:12 GMT 2025","passed","Sat Jun 07 11:53:12 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","371","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 11:51:43 GMT 2025","passed","Sat Jun 07 11:51:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","81","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sat Jun 07 11:53:06 GMT 2025","passed","Sat Jun 07 11:53:06 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","138","Get all Issues","QA|Nova Bank - Infopool","Sat Jun 07 11:51:44 GMT 2025","failed","Sat Jun 07 11:51:44 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","79","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 11:53:07 GMT 2025","passed","Sat Jun 07 11:53:07 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","137","Get Issue by ID","QA|Nova Bank - Infopool","Sat Jun 07 11:51:45 GMT 2025","failed","Sat Jun 07 11:51:45 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","78","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 11:53:09 GMT 2025","passed","Sat Jun 07 11:53:09 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","140","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sat Jun 07 11:53:09 GMT 2025","passed","Sat Jun 07 11:53:10 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","155","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 11:51:44 GMT 2025","passed","Sat Jun 07 11:51:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","142","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sat Jun 07 11:53:11 GMT 2025","passed","Sat Jun 07 11:53:11 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","79","Create organization - no name","QA|Nova Bank - Infopool","Sat Jun 07 11:53:08 GMT 2025","passed","Sat Jun 07 11:53:08 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3164","Get roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 11:53:16 GMT 2025","passed","Sat Jun 07 11:53:19 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","159","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 11:51:52 GMT 2025","failed","Sat Jun 07 11:51:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","148","Fetch all users in an organization","QA|Nova Bank - Infopool","Sat Jun 07 11:53:11 GMT 2025","passed","Sat Jun 07 11:53:11 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","427","Invalid credentials","QA|Nova Bank - Infopool","Sat Jun 07 11:51:19 GMT 2025","passed","Sat Jun 07 11:51:20 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","92","No Auth - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 11:51:52 GMT 2025","passed","Sat Jun 07 11:51:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","134","Get events - no auth","QA|Nova Bank - Infopool","Sat Jun 07 11:51:34 GMT 2025","passed","Sat Jun 07 11:51:34 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","163","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sat Jun 07 11:51:47 GMT 2025","passed","Sat Jun 07 11:51:47 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","100","Get profile - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 11:51:32 GMT 2025","passed","Sat Jun 07 11:51:32 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","98","Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 11:51:51 GMT 2025","passed","Sat Jun 07 11:51:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","77","Fetch all users","QA|Nova Bank - Infopool","Sat Jun 07 11:53:07 GMT 2025","passed","Sat Jun 07 11:53:07 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","3252","No auth - managers","QA|Nova Bank - Infopool","Sat Jun 07 11:53:12 GMT 2025","passed","Sat Jun 07 11:53:16 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","882","Change password - successful","QA|Nova Bank - Infopool","Sat Jun 07 11:51:30 GMT 2025","passed","Sat Jun 07 11:51:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","144","Add Comment to Issue","QA|Nova Bank - Infopool","Sat Jun 07 11:51:45 GMT 2025","failed","Sat Jun 07 11:51:46 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","80","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sat Jun 07 11:51:55 GMT 2025","passed","Sat Jun 07 11:51:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","81","Create  organization - without parent id","QA|Nova Bank - Infopool","Sat Jun 07 11:53:08 GMT 2025","passed","Sat Jun 07 11:53:08 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","138","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 11:51:51 GMT 2025","failed","Sat Jun 07 11:51:51 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","164","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 11:53:12 GMT 2025","passed","Sat Jun 07 11:53:12 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","77","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sat Jun 07 11:53:06 GMT 2025","passed","Sat Jun 07 11:53:06 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","169","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sat Jun 07 11:53:11 GMT 2025","passed","Sat Jun 07 11:53:11 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","84","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sat Jun 07 11:53:05 GMT 2025","passed","Sat Jun 07 11:53:05 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","86","audit trail - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 11:51:41 GMT 2025","passed","Sat Jun 07 11:51:41 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","77","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sat Jun 07 11:53:09 GMT 2025","passed","Sat Jun 07 11:53:09 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","134","Update profile","QA|Nova Bank - Infopool","Sat Jun 07 11:51:33 GMT 2025","failed","Sat Jun 07 11:51:33 GMT 2025","v1 > Profile > update profile image","Bank User","",""
