"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","passed","Sun May 18 20:26:35 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","25","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","37","Change password - successful","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","failed","Sun May 18 20:26:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","21","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","29","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","23","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","passed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","29","Export Report Data","QA|Nova Bank - Infopool","Sun May 18 20:26:41 GMT 2025","failed","Sun May 18 20:26:41 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","120","Create a New Issue","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","failed","Sun May 18 20:26:24 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Update an existing report","25","Update Report - No auth","QA|Nova Bank - Infopool","Sun May 18 20:26:40 GMT 2025","passed","Sun May 18 20:26:40 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","29","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","failed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","25","No auth - get user role","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","passed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Get a specific report by ID","26","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun May 18 20:26:36 GMT 2025","failed","Sun May 18 20:26:36 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","24","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","171","Get all definitions","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","65","Create roles - No auth","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","passed","Sun May 18 20:26:35 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","26","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","passed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","29","Role does not exist - update role","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","failed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","23","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","passed","Sun May 18 20:26:35 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","29","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","28","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","failed","Sun May 18 20:26:33 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","23","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get a paginated list of reports with optional filtering","27","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","28","managers","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","24","Health","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Health","Bank Admin","",""
"","27","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","26","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Create a new report","29","Create Report - Empty category","QA|Nova Bank - Infopool","Sun May 18 20:26:40 GMT 2025","failed","Sun May 18 20:26:40 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","25","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","passed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","27","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","28","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","35","Get profile roles - successful","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","failed","Sun May 18 20:26:23 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","29","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","27","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","30","Delete Customer Comment","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","28","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","29","Create organization - empty description","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","failed","Sun May 18 20:26:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","Get all permissions","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","28","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","No email - Forgot Password","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","27","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","30","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","failed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","163","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","failed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","29","Create roles - empty name field","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"Update an existing report","29","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun May 18 20:26:40 GMT 2025","failed","Sun May 18 20:26:40 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","7","New Request","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","broken","Sun May 18 20:26:23 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","28","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Update an existing report","25","Update Report","QA|Nova Bank - Infopool","Sun May 18 20:26:40 GMT 2025","passed","Sun May 18 20:26:40 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","28","Create organization - empty city value","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","24","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","passed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","29","Search Customers","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","25","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","passed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","24","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","passed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","80","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","34","Get roles - No Auth","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","passed","Sun May 18 20:26:35 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","30","Create organization - no country ID","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","24","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","102","Get profile - No Auth","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","34","Update profile","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","failed","Sun May 18 20:26:24 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","29","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","failed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","32","Empty current password - Change password","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","failed","Sun May 18 20:26:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","33","Invalid email format","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","29","Create organization - empty street value","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","25","Create organization - name already exists","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","passed","Sun May 18 20:26:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","26","audit trail - No Auth","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","30","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun May 18 20:26:41 GMT 2025","failed","Sun May 18 20:26:41 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","29","Get Reports","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","30","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun May 18 20:26:41 GMT 2025","failed","Sun May 18 20:26:41 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","30","Update user - empty action field","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","failed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","25","Update profile - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","32","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","failed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","24","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","23","Update user - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","passed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","29","Get Report by ID","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","30","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","23","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun May 18 20:26:26 GMT 2025","passed","Sun May 18 20:26:26 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","27","Update profile - No Auth","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","29","Get Issue by ID","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","failed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","28","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun May 18 20:26:23 GMT 2025","passed","Sun May 18 20:26:23 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","31","Create roles - Existing role","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","32","Get Report Data - Question","QA|Nova Bank - Infopool","Sun May 18 20:26:40 GMT 2025","failed","Sun May 18 20:26:41 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","23","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","passed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","24","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun May 18 20:26:34 GMT 2025","failed","Sun May 18 20:26:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","28","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","failed","Sun May 18 20:26:35 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","25","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:33 GMT 2025","passed","Sun May 18 20:26:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","30","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","failed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","24","No auth - get all category","QA|Nova Bank - Infopool","Sun May 18 20:26:35 GMT 2025","passed","Sun May 18 20:26:35 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","29","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun May 18 20:26:25 GMT 2025","passed","Sun May 18 20:26:25 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","26","Get events - no auth","QA|Nova Bank - Infopool","Sun May 18 20:26:24 GMT 2025","passed","Sun May 18 20:26:24 GMT 2025","v1 > Audit trail > Event","Bank User","",""
