"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","88","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:33:08 GMT 2025","passed","Sun Jun 08 20:33:08 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","81","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:33:17 GMT 2025","failed","Sun Jun 08 20:33:17 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","82","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 20:34:35 GMT 2025","passed","Sun Jun 08 20:34:35 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","94","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:33:04 GMT 2025","passed","Sun Jun 08 20:33:04 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","102","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 20:33:18 GMT 2025","passed","Sun Jun 08 20:33:18 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","430","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:33:09 GMT 2025","passed","Sun Jun 08 20:33:10 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","82","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:33:17 GMT 2025","failed","Sun Jun 08 20:33:17 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","89","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 20:33:03 GMT 2025","passed","Sun Jun 08 20:33:03 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","82","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:33:17 GMT 2025","failed","Sun Jun 08 20:33:18 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","77","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 20:34:34 GMT 2025","passed","Sun Jun 08 20:34:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","89","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:33:07 GMT 2025","passed","Sun Jun 08 20:33:07 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","83","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 20:34:30 GMT 2025","passed","Sun Jun 08 20:34:30 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","77","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 20:34:33 GMT 2025","passed","Sun Jun 08 20:34:34 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","78","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 20:34:30 GMT 2025","passed","Sun Jun 08 20:34:30 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","82","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:34:31 GMT 2025","passed","Sun Jun 08 20:34:31 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","79","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 20:34:31 GMT 2025","passed","Sun Jun 08 20:34:31 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","79","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 20:34:33 GMT 2025","passed","Sun Jun 08 20:34:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","82","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 20:34:30 GMT 2025","passed","Sun Jun 08 20:34:30 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","108","managers","QA|Nova Bank - Infopool","Sun Jun 08 20:34:36 GMT 2025","passed","Sun Jun 08 20:34:36 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","84","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 20:33:09 GMT 2025","passed","Sun Jun 08 20:33:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","200","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 20:33:23 GMT 2025","passed","Sun Jun 08 20:33:24 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","85","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 20:33:18 GMT 2025","failed","Sun Jun 08 20:33:18 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","104","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 20:33:19 GMT 2025","passed","Sun Jun 08 20:33:19 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","83","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 20:33:19 GMT 2025","failed","Sun Jun 08 20:33:19 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","81","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:34:33 GMT 2025","passed","Sun Jun 08 20:34:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:34:33 GMT 2025","passed","Sun Jun 08 20:34:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 20:33:20 GMT 2025","passed","Sun Jun 08 20:33:20 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","87","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:33:06 GMT 2025","passed","Sun Jun 08 20:33:06 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","84","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 20:33:07 GMT 2025","passed","Sun Jun 08 20:33:07 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","83","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 20:33:09 GMT 2025","passed","Sun Jun 08 20:33:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 20:34:34 GMT 2025","passed","Sun Jun 08 20:34:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","84","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun Jun 08 20:33:18 GMT 2025","passed","Sun Jun 08 20:33:18 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","162","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 20:33:07 GMT 2025","passed","Sun Jun 08 20:33:08 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","175","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 20:33:07 GMT 2025","passed","Sun Jun 08 20:33:07 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","78","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 20:34:34 GMT 2025","passed","Sun Jun 08 20:34:34 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","117","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:34:35 GMT 2025","passed","Sun Jun 08 20:34:35 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","93","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 20:33:06 GMT 2025","passed","Sun Jun 08 20:33:06 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","79","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 20:34:33 GMT 2025","passed","Sun Jun 08 20:34:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","494","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:33:09 GMT 2025","failed","Sun Jun 08 20:33:09 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","92","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 20:33:05 GMT 2025","passed","Sun Jun 08 20:33:05 GMT 2025","v1 > Profile > Password","Bank User","",""
"","78","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 20:34:31 GMT 2025","passed","Sun Jun 08 20:34:31 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","86","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 20:33:18 GMT 2025","failed","Sun Jun 08 20:33:18 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","82","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 20:34:34 GMT 2025","passed","Sun Jun 08 20:34:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","94","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 20:33:07 GMT 2025","passed","Sun Jun 08 20:33:07 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","82","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 20:33:09 GMT 2025","passed","Sun Jun 08 20:33:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 20:33:19 GMT 2025","failed","Sun Jun 08 20:33:19 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","104","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 20:33:05 GMT 2025","passed","Sun Jun 08 20:33:05 GMT 2025","v1 > Profile > Password","Bank User","",""
"","97","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:34:36 GMT 2025","passed","Sun Jun 08 20:34:36 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
