"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:44 UTC 2026","broken","Sun Feb 01 20:14:44 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","65","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Feb 01 20:14:43 UTC 2026","broken","Sun Feb 01 20:14:43 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","64","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:50 UTC 2026","broken","Sun Feb 01 20:14:50 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"","60","No auth - managers","QA|Nova Bank - Infopool","Sun Feb 01 20:14:50 UTC 2026","broken","Sun Feb 01 20:14:50 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","64","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Feb 01 20:14:41 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","65","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:47 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","60","Get profile - successfully","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","64","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","65","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Feb 01 20:14:43 UTC 2026","broken","Sun Feb 01 20:14:43 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","105","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:41 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","61","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","129","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"","65","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","65","Update user - empty action field","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:47 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","65","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","69","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","60","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","61","Get all permissions","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Permissions > Get permissions","Bank Admin","",""
"","73","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun Feb 01 20:14:53 UTC 2026","broken","Sun Feb 01 20:14:53 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","62","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Feb 01 20:14:43 UTC 2026","broken","Sun Feb 01 20:14:44 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","65","Update Issue","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:43 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","65","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","77","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","65","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Feb 01 20:14:46 UTC 2026","broken","Sun Feb 01 20:14:46 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","70","Create organization - empty description","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:47 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","76","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","71","Export Report Data","QA|Nova Bank - Infopool","Sun Feb 01 20:14:53 UTC 2026","broken","Sun Feb 01 20:14:53 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","67","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","71","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Feb 01 20:14:46 UTC 2026","broken","Sun Feb 01 20:14:46 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","61","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Feb 01 20:14:44 UTC 2026","broken","Sun Feb 01 20:14:44 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","63","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","64","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","63","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","64","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Feb 01 20:14:53 UTC 2026","broken","Sun Feb 01 20:14:53 UTC 2026","","corporate Adjustment","",""
"","63","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","75","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","59","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Feb 01 20:14:44 UTC 2026","broken","Sun Feb 01 20:14:44 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","66","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","75","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Feb 01 20:14:44 UTC 2026","broken","Sun Feb 01 20:14:44 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","59","update role","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:47 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","126","verifyOTP","QA|Nova Bank - Infopool","Sun Feb 01 20:14:38 UTC 2026","broken","Sun Feb 01 20:14:38 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"Update an existing report","61","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Feb 01 20:14:52 UTC 2026","broken","Sun Feb 01 20:14:52 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"Get a specific report by ID","61","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:52 UTC 2026","broken","Sun Feb 01 20:14:52 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","61","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","67","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","65","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Password","Bank User","",""
"","61","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Feb 01 20:14:46 UTC 2026","broken","Sun Feb 01 20:14:46 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","65","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:50 UTC 2026","broken","Sun Feb 01 20:14:50 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","82","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","61","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Feb 01 20:14:41 UTC 2026","broken","Sun Feb 01 20:14:41 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","65","Weak password - Change password","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Password","Bank User","",""
"","126","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Password","Bank User","",""
"","65","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","61","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Profile > Roles","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","64","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","65","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","64","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Feb 01 20:14:40 UTC 2026","broken","Sun Feb 01 20:14:40 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","65","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:53 UTC 2026","broken","Sun Feb 01 20:14:53 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","65","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:53 UTC 2026","broken","Sun Feb 01 20:14:53 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","74","Health","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","v1 > Health","Bank Admin","",""
"","63","No auth - update role","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:47 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","63","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Feb 01 20:14:41 UTC 2026","broken","Sun Feb 01 20:14:41 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"Create a new report","65","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Feb 01 20:14:52 UTC 2026","broken","Sun Feb 01 20:14:52 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"Get a specific report by ID","64","Get Report by ID","QA|Nova Bank - Infopool","Sun Feb 01 20:14:52 UTC 2026","broken","Sun Feb 01 20:14:52 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","64","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","59","get all category","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","61","Search Customers","QA|Nova Bank - Infopool","Sun Feb 01 20:14:44 UTC 2026","broken","Sun Feb 01 20:14:44 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","64","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:50 UTC 2026","broken","Sun Feb 01 20:14:50 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","63","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Feb 01 20:14:43 UTC 2026","broken","Sun Feb 01 20:14:43 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","64","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","72","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","67","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Feb 01 20:14:38 UTC 2026","broken","Sun Feb 01 20:14:38 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","94","Create a New Issue","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","64","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","60","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","65","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Feb 01 20:14:46 UTC 2026","broken","Sun Feb 01 20:14:46 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","64","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","81","No user credentials","QA|Nova Bank - Infopool","Sun Feb 01 20:14:38 UTC 2026","broken","Sun Feb 01 20:14:38 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","64","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","64","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","61","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Permissions > Get permissions","Bank Admin","",""
"","61","Create organization - no name","QA|Nova Bank - Infopool","Sun Feb 01 20:14:47 UTC 2026","broken","Sun Feb 01 20:14:47 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","63","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Feb 01 20:14:43 UTC 2026","broken","Sun Feb 01 20:14:43 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","64","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:52 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","67","verify OTP","QA|Nova Bank - Infopool","Sun Feb 01 20:14:39 UTC 2026","broken","Sun Feb 01 20:14:39 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"","59","successful dashboard embed","QA|Nova Bank - Infopool","Sun Feb 01 20:14:45 UTC 2026","broken","Sun Feb 01 20:14:45 UTC 2026","embed dashboard","Bank User","",""
"","83","Forgot password - successful","QA|Nova Bank - Infopool","Sun Feb 01 20:14:38 UTC 2026","broken","Sun Feb 01 20:14:38 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","59","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","64","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:48 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"Create a new report","63","Create Report","QA|Nova Bank - Infopool","Sun Feb 01 20:14:52 UTC 2026","broken","Sun Feb 01 20:14:52 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","68","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","98","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Feb 01 20:14:38 UTC 2026","broken","Sun Feb 01 20:14:38 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","63","category by id","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","66","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Feb 01 20:14:48 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","62","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Feb 01 20:14:49 UTC 2026","broken","Sun Feb 01 20:14:49 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","66","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Feb 01 20:14:46 UTC 2026","broken","Sun Feb 01 20:14:46 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","69","Get Reports","QA|Nova Bank - Infopool","Sun Feb 01 20:14:51 UTC 2026","broken","Sun Feb 01 20:14:51 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","64","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Feb 01 20:14:42 UTC 2026","broken","Sun Feb 01 20:14:42 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
