"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","152","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:58:31 GMT 2025","passed","Sun Jun 08 21:58:31 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","77","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:00:10 GMT 2025","passed","Sun Jun 08 22:00:10 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","80","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:58:32 GMT 2025","passed","Sun Jun 08 21:58:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","76","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:08 GMT 2025","passed","Sun Jun 08 22:00:08 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","215","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:58:49 GMT 2025","passed","Sun Jun 08 21:58:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","76","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:00:07 GMT 2025","passed","Sun Jun 08 22:00:07 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","75","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 22:00:09 GMT 2025","passed","Sun Jun 08 22:00:09 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","118","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:58:44 GMT 2025","failed","Sun Jun 08 21:58:45 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","3195","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:58:53 GMT 2025","passed","Sun Jun 08 21:58:57 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","218","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:58:47 GMT 2025","failed","Sun Jun 08 21:58:48 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","78","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:00:06 GMT 2025","passed","Sun Jun 08 22:00:07 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","76","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:10 GMT 2025","passed","Sun Jun 08 22:00:10 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3151","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 21:58:13 GMT 2025","passed","Sun Jun 08 21:58:16 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","315","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 21:58:32 GMT 2025","passed","Sun Jun 08 21:58:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","138","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:58:35 GMT 2025","passed","Sun Jun 08 21:58:35 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","79","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 21:58:46 GMT 2025","passed","Sun Jun 08 21:58:46 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","123","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:58:27 GMT 2025","passed","Sun Jun 08 21:58:27 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","74","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 22:00:10 GMT 2025","passed","Sun Jun 08 22:00:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","148","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:58:23 GMT 2025","passed","Sun Jun 08 21:58:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","156","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:58:20 GMT 2025","passed","Sun Jun 08 21:58:20 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","76","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:00:07 GMT 2025","passed","Sun Jun 08 22:00:08 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","152","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:58:46 GMT 2025","failed","Sun Jun 08 21:58:46 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","75","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 22:00:07 GMT 2025","passed","Sun Jun 08 22:00:07 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","298","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 21:58:57 GMT 2025","passed","Sun Jun 08 21:58:57 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","242","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 22:00:13 GMT 2025","passed","Sun Jun 08 22:00:14 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","551","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:58:36 GMT 2025","failed","Sun Jun 08 21:58:37 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","347","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:58:33 GMT 2025","passed","Sun Jun 08 21:58:34 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","75","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 22:00:10 GMT 2025","passed","Sun Jun 08 22:00:10 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","157","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:58:44 GMT 2025","failed","Sun Jun 08 21:58:44 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","75","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 22:00:10 GMT 2025","passed","Sun Jun 08 22:00:10 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","3240","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:58:23 GMT 2025","passed","Sun Jun 08 21:58:26 GMT 2025","v1 > Profile > Password","Bank User","",""
"","78","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:00:13 GMT 2025","passed","Sun Jun 08 22:00:13 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","254","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 21:58:34 GMT 2025","passed","Sun Jun 08 21:58:34 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","122","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:58:33 GMT 2025","passed","Sun Jun 08 21:58:33 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","77","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:00:09 GMT 2025","passed","Sun Jun 08 22:00:09 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","345","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:58:49 GMT 2025","passed","Sun Jun 08 21:58:49 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","240","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:12 GMT 2025","passed","Sun Jun 08 22:00:13 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","161","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:00:12 GMT 2025","passed","Sun Jun 08 22:00:12 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","81","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:00:13 GMT 2025","passed","Sun Jun 08 22:00:13 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","79","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 22:00:09 GMT 2025","passed","Sun Jun 08 22:00:09 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 22:00:09 GMT 2025","passed","Sun Jun 08 22:00:09 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","130","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:00:13 GMT 2025","passed","Sun Jun 08 22:00:13 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","166","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:11 GMT 2025","passed","Sun Jun 08 22:00:11 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","852","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:58:17 GMT 2025","passed","Sun Jun 08 21:58:18 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","245","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:14 GMT 2025","passed","Sun Jun 08 22:00:14 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","257","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 22:00:12 GMT 2025","passed","Sun Jun 08 22:00:12 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","74","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:00:07 GMT 2025","passed","Sun Jun 08 22:00:07 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","152","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:58:19 GMT 2025","passed","Sun Jun 08 21:58:19 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","149","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:58:31 GMT 2025","passed","Sun Jun 08 21:58:31 GMT 2025","v1 > Profile > Update profile","Bank User","",""
