"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Aug 17 20:12:24 UTC 2025","passed","Sun Aug 17 20:12:24 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","50","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Aug 17 20:12:16 UTC 2025","passed","Sun Aug 17 20:12:16 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","53","Search Customers","QA|Nova Bank - Infopool","Sun Aug 17 20:12:12 UTC 2025","passed","Sun Aug 17 20:12:12 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","77","Add attachment to issue","QA|Nova Bank - Infopool","Sun Aug 17 20:12:11 UTC 2025","failed","Sun Aug 17 20:12:11 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","30","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Aug 17 20:12:11 UTC 2025","passed","Sun Aug 17 20:12:11 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","44","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Aug 17 20:12:12 UTC 2025","passed","Sun Aug 17 20:12:12 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","32","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Aug 17 20:12:11 UTC 2025","passed","Sun Aug 17 20:12:11 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","45","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","44","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","42","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","42","Create organization - no name","QA|Nova Bank - Infopool","Sun Aug 17 20:12:25 UTC 2025","passed","Sun Aug 17 20:12:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","45","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Aug 17 20:12:25 UTC 2025","passed","Sun Aug 17 20:12:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","49","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Aug 17 20:12:23 UTC 2025","failed","Sun Aug 17 20:12:23 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","32","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Aug 17 20:12:23 UTC 2025","passed","Sun Aug 17 20:12:23 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","40","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Aug 17 20:12:08 UTC 2025","passed","Sun Aug 17 20:12:08 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","3227","Invalid credentials","QA|Nova Bank - Infopool","Sun Aug 17 20:12:02 UTC 2025","passed","Sun Aug 17 20:12:05 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","31","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Aug 17 20:12:20 UTC 2025","passed","Sun Aug 17 20:12:20 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","40","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Aug 17 20:12:08 UTC 2025","passed","Sun Aug 17 20:12:08 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","67","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","99","Update definition","QA|Nova Bank - Infopool","Sun Aug 17 20:12:24 UTC 2025","passed","Sun Aug 17 20:12:24 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","3112","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Aug 17 20:12:27 UTC 2025","passed","Sun Aug 17 20:12:30 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","37","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 17 20:12:07 UTC 2025","passed","Sun Aug 17 20:12:07 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","47","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","33","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 17 20:12:10 UTC 2025","passed","Sun Aug 17 20:12:10 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","104","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 17 20:12:10 UTC 2025","failed","Sun Aug 17 20:12:10 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","32","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Aug 17 20:12:23 UTC 2025","passed","Sun Aug 17 20:12:23 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","32","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Aug 17 20:12:11 UTC 2025","passed","Sun Aug 17 20:12:11 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","31","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Aug 17 20:12:08 UTC 2025","passed","Sun Aug 17 20:12:08 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","47","Get all definitions","QA|Nova Bank - Infopool","Sun Aug 17 20:12:23 UTC 2025","passed","Sun Aug 17 20:12:23 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","31","No auth - managers","QA|Nova Bank - Infopool","Sun Aug 17 20:12:33 UTC 2025","passed","Sun Aug 17 20:12:33 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","43","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Aug 17 20:12:08 UTC 2025","passed","Sun Aug 17 20:12:08 UTC 2025","v1 > Profile > Password","Bank User","",""
"","31","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Aug 17 20:12:11 UTC 2025","passed","Sun Aug 17 20:12:11 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","96","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Aug 17 20:12:23 UTC 2025","passed","Sun Aug 17 20:12:23 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","40","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Aug 17 20:12:24 UTC 2025","passed","Sun Aug 17 20:12:24 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","44","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Aug 17 20:12:30 UTC 2025","passed","Sun Aug 17 20:12:30 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","37","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 17 20:12:07 UTC 2025","passed","Sun Aug 17 20:12:07 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","95","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 17 20:12:07 UTC 2025","passed","Sun Aug 17 20:12:07 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","32","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:27 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","46","Update profile","QA|Nova Bank - Infopool","Sun Aug 17 20:12:08 UTC 2025","failed","Sun Aug 17 20:12:08 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","32","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","failed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Aug 17 20:12:26 UTC 2025","passed","Sun Aug 17 20:12:26 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","83","add_comment_successfully","QA|Nova Bank - Infopool","Sun Aug 17 20:12:12 UTC 2025","passed","Sun Aug 17 20:12:12 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","155","Get Issue by ID","QA|Nova Bank - Infopool","Sun Aug 17 20:12:11 UTC 2025","passed","Sun Aug 17 20:12:11 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","51","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Aug 17 20:12:12 UTC 2025","passed","Sun Aug 17 20:12:12 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","122","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Aug 17 20:12:09 UTC 2025","passed","Sun Aug 17 20:12:09 UTC 2025","v1 > Audit trail > Event","Bank User","",""
