"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","134","Get events - invalid end date","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","48","Get profile - No Auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:23 GMT 2025","passed","Wed Jul 09 18:51:23 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","69","Fetch all organizations","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","155","update role","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","89","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","47","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:33 GMT 2025","failed","Wed Jul 09 18:51:33 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","132","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","passed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","246","reset password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","160","Add Comment to Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:33 GMT 2025","passed","Wed Jul 09 18:51:33 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","55","successful dashboard embed","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","embed dashboard","Bank User","",""
"","45","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed Jul 09 18:51:27 GMT 2025","passed","Wed Jul 09 18:51:27 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","93","Add attachment to issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","failed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","66","Fetch all users","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","51","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","58","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","67","get user role","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","58","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","61","Invalid email format","QA|Nova Bank - Infopool","Wed Jul 09 18:51:20 GMT 2025","passed","Wed Jul 09 18:51:20 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","198","Update profile - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:23 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","54","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","60","Update profile","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","failed","Wed Jul 09 18:51:24 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","45","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Jul 09 18:51:36 GMT 2025","passed","Wed Jul 09 18:51:36 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","46","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","64","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","61","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","61","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","47","Update profile - no auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","58","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","64","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:26 GMT 2025","passed","Wed Jul 09 18:51:26 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","2640","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Jul 09 18:51:36 GMT 2025","passed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","57","Create organization - no country ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","failed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","56","No email - Forgot Password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","54","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","45","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","failed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","3230","Update Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:30 GMT 2025","passed","Wed Jul 09 18:51:33 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","98","Get all Issues","QA|Nova Bank - Infopool","Wed Jul 09 18:51:26 GMT 2025","failed","Wed Jul 09 18:51:27 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","45","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","failed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","108","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","56","No user credentials","QA|Nova Bank - Infopool","Wed Jul 09 18:51:20 GMT 2025","passed","Wed Jul 09 18:51:20 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","49","No auth - get user role","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","103","audit trail","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","146","Weak password - Change password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","45","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","passed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","47","No auth - update role","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","49","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","268","audit-search","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
