"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","passed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","64","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","32","Forgot password - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","30","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"Delete a report (soft delete)","27","Delete Report -No auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","29","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","26","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","passed","Fri Oct 17 18:55:27 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"Create a new report","29","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","29","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","passed","Fri Oct 17 18:55:29 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","28","get user role","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","29","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","failed","Fri Oct 17 18:55:27 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","29","Update profile - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","89","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","failed","Fri Oct 17 18:55:27 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a paginated list of reports with optional filtering","29","Get Reports Stats","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","29","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Create a new report","30","Create Report - No auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","27","No auth - managers","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","passed","Fri Oct 17 18:55:31 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","28","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","passed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get a specific report by ID","29","Get Report by ID","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","28","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","passed","Fri Oct 17 18:55:31 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","27","No_auth_add_comments","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","28","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","passed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","29","Create roles - No auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","29","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","26","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","28","No auth - Update role status","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","30","Get events - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","36","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Password","Bank User","",""
"","28","No auth - get all category","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","passed","Fri Oct 17 18:55:31 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","30","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","failed","Fri Oct 17 18:55:27 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","29","add_comment_successfully","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","29","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","passed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","37","No user credentials","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","30","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","failed","Fri Oct 17 18:55:27 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","27","Get all definitions","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","34","Get profile - successfully","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","30","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","29","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a specific report by ID","28","Get Report by UUID","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","28","Update role status - role does not exist","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","29","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","32","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","37","No email - Forgot Password","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","36","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","28","get all category","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","29","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","30","Fetch all users","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","27","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","passed","Fri Oct 17 18:55:31 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","30","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","30","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","failed","Fri Oct 17 18:55:27 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","27","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","passed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","28","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","60","No Auth - Get all Issues","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","passed","Fri Oct 17 18:55:27 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","6602","Successful login","QA|Nova Bank - Infopool","Fri Oct 17 18:55:18 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","29","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","30","Create roles","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","44","Invalid credentials","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","28","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","28","Get roles - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","passed","Fri Oct 17 18:55:31 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get a specific report by ID","26","Get Report by ID - No auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","passed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","28","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","29","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","29","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","passed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","34","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","31","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","29","Search Customers","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","30","Get events - invalid end date","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","failed","Fri Oct 17 18:55:26 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","30","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","30","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Delete a report (soft delete)","28","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","29","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","27","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","passed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","29","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","passed","Fri Oct 17 18:55:29 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","42","Invalid email format","QA|Nova Bank - Infopool","Fri Oct 17 18:55:25 UTC 2025","failed","Fri Oct 17 18:55:25 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","29","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:33 UTC 2025","passed","Fri Oct 17 18:55:33 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","28","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","28","No auth - update role","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","29","Search Customers","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","30","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","29","Fetch all organizations","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","28","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","passed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","31","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:26 UTC 2025","passed","Fri Oct 17 18:55:26 UTC 2025","v1 > Profile > Roles","Bank User","",""
"Get a paginated list of reports with optional filtering","29","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","passed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","30","Update user - empty action field","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","29","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","29","Get single definition","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","31","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","30","Update user - successful","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","31","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Oct 17 18:55:29 UTC 2025","failed","Fri Oct 17 18:55:29 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","3134","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Fri Oct 17 18:55:36 UTC 2025","failed","Fri Oct 17 18:55:39 UTC 2025","","corporate Adjustment","",""
"Get a specific report by ID","28","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri Oct 17 18:55:32 UTC 2025","failed","Fri Oct 17 18:55:32 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","30","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Oct 17 18:55:30 UTC 2025","failed","Fri Oct 17 18:55:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Oct 17 18:55:28 UTC 2025","failed","Fri Oct 17 18:55:28 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","29","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Oct 17 18:55:31 UTC 2025","failed","Fri Oct 17 18:55:31 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","39","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri Oct 17 18:55:27 UTC 2025","passed","Fri Oct 17 18:55:27 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
