"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","62","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:13:49 GMT 2025","passed","Sun Jun 08 22:13:49 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","66263","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 22:14:07 GMT 2025","passed","Sun Jun 08 22:15:14 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","58","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:57 GMT 2025","passed","Sun Jun 08 22:13:57 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","51","Health","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Health","Bank Admin","",""
"","88","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:35 GMT 2025","passed","Sun Jun 08 22:13:35 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","110","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:14:03 GMT 2025","passed","Sun Jun 08 22:14:03 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","100","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 22:14:07 GMT 2025","passed","Sun Jun 08 22:14:07 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","95","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:13:39 GMT 2025","passed","Sun Jun 08 22:13:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","3134","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 22:15:14 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","53","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","57","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:14:02 GMT 2025","passed","Sun Jun 08 22:14:02 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","144","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:13:52 GMT 2025","passed","Sun Jun 08 22:13:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","54","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","52","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","1107","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:49 GMT 2025","passed","Sun Jun 08 22:13:50 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","55","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 22:14:04 GMT 2025","passed","Sun Jun 08 22:14:04 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","250","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:32 GMT 2025","failed","Sun Jun 08 22:13:33 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","381","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:35 GMT 2025","passed","Sun Jun 08 22:13:36 GMT 2025","v1 > Profile > Password","Bank User","",""
"","229","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:13:48 GMT 2025","passed","Sun Jun 08 22:13:49 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","53","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","53","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","146","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:13:49 GMT 2025","passed","Sun Jun 08 22:13:49 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","53","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","260","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 22:14:01 GMT 2025","passed","Sun Jun 08 22:14:01 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","151","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:37 GMT 2025","passed","Sun Jun 08 22:13:37 GMT 2025","v1 > Profile > Password","Bank User","",""
"","51","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","62","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","143","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:13:49 GMT 2025","passed","Sun Jun 08 22:13:49 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","3353","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:13:57 GMT 2025","passed","Sun Jun 08 22:14:00 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","53","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","377","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:56 GMT 2025","passed","Sun Jun 08 22:13:57 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","68","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:51 GMT 2025","passed","Sun Jun 08 22:13:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","53","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","112","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:33 GMT 2025","passed","Sun Jun 08 22:13:33 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","55","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","167","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 22:14:07 GMT 2025","passed","Sun Jun 08 22:14:07 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","108","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:52 GMT 2025","passed","Sun Jun 08 22:13:53 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","56","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","53","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","52","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","2783","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 22:14:04 GMT 2025","passed","Sun Jun 08 22:14:07 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","338","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 22:13:43 GMT 2025","passed","Sun Jun 08 22:13:43 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","76","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:14:02 GMT 2025","passed","Sun Jun 08 22:14:02 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","54","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","53","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","133","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:35 GMT 2025","passed","Sun Jun 08 22:13:35 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","798","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:38 GMT 2025","passed","Sun Jun 08 22:13:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
