"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Get all notification templates - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","41","Create roles - role name already exists","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","32","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","47","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Mar 28 17:02:02 GMT 2025","passed","Fri Mar 28 17:02:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","28","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Mar 28 17:01:49 GMT 2025","passed","Fri Mar 28 17:01:49 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","39","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","90","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","failed","Fri Mar 28 17:01:56 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","44","Create roles - empty name field","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","40","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","171","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","72","Forgot password - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","42","category by id","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
