"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 23:02:09 GMT 2025","passed","Sun Jun 08 23:02:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Delete a report (soft delete)","24","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:36 GMT 2025","passed","Sun Jun 08 23:03:36 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","243","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:02:01 GMT 2025","passed","Sun Jun 08 23:02:01 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","28","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 23:03:32 GMT 2025","passed","Sun Jun 08 23:03:32 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","23","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","2654","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 23:02:17 GMT 2025","passed","Sun Jun 08 23:02:19 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","1830","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 23:01:45 GMT 2025","passed","Sun Jun 08 23:01:47 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","142","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 23:02:14 GMT 2025","failed","Sun Jun 08 23:02:14 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Update an existing report","22","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","22","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","146","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 23:02:14 GMT 2025","passed","Sun Jun 08 23:02:14 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","234","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 23:02:11 GMT 2025","failed","Sun Jun 08 23:02:11 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","3163","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 23:02:02 GMT 2025","passed","Sun Jun 08 23:02:06 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","27","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 23:01:56 GMT 2025","passed","Sun Jun 08 23:01:56 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","24","Create roles - No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"Create a new report","24","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","280","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 23:02:16 GMT 2025","failed","Sun Jun 08 23:02:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","6172","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 23:01:48 GMT 2025","passed","Sun Jun 08 23:01:54 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","835","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 23:02:16 GMT 2025","passed","Sun Jun 08 23:02:17 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","25","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","337","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 23:01:54 GMT 2025","passed","Sun Jun 08 23:01:54 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","23","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Logout","Bank Admin","",""
"","24","Health","QA|Nova Bank - Infopool","Sun Jun 08 23:03:32 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Health","Bank Admin","",""
"","24","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","539","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 23:01:58 GMT 2025","passed","Sun Jun 08 23:01:59 GMT 2025","v1 > Profile > Password","Bank User","",""
"","23","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","49","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 23:02:01 GMT 2025","passed","Sun Jun 08 23:02:01 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","40","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 23:02:12 GMT 2025","passed","Sun Jun 08 23:02:12 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","3186","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 23:02:19 GMT 2025","passed","Sun Jun 08 23:02:23 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","39","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 23:01:57 GMT 2025","passed","Sun Jun 08 23:01:57 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","48","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 23:02:14 GMT 2025","passed","Sun Jun 08 23:02:14 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","32","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","24","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 23:02:02 GMT 2025","passed","Sun Jun 08 23:02:02 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","24","Create roles - empty name field","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","26","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","26","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","26","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","26","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 23:03:36 GMT 2025","failed","Sun Jun 08 23:03:36 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","25","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","26","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","25","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","255","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 23:02:15 GMT 2025","passed","Sun Jun 08 23:02:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","39","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 23:01:55 GMT 2025","passed","Sun Jun 08 23:01:55 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","152","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 23:02:12 GMT 2025","failed","Sun Jun 08 23:02:12 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","24","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","27","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 23:03:32 GMT 2025","passed","Sun Jun 08 23:03:32 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","25","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a specific report by ID","23","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","31","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 23:03:32 GMT 2025","passed","Sun Jun 08 23:03:32 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","3242","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 23:02:06 GMT 2025","passed","Sun Jun 08 23:02:09 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","30","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 23:02:12 GMT 2025","passed","Sun Jun 08 23:02:12 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","164","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 23:02:13 GMT 2025","passed","Sun Jun 08 23:02:13 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","51","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 23:02:09 GMT 2025","passed","Sun Jun 08 23:02:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a specific report by ID","24","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","50","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 23:01:59 GMT 2025","passed","Sun Jun 08 23:01:59 GMT 2025","v1 > Profile > Password","Bank User","",""
"","26","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:36 GMT 2025","passed","Sun Jun 08 23:03:36 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","1185","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:01:57 GMT 2025","passed","Sun Jun 08 23:01:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","24","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","333","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 23:02:13 GMT 2025","passed","Sun Jun 08 23:02:13 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","27","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 23:03:36 GMT 2025","passed","Sun Jun 08 23:03:36 GMT 2025","","corporate Adjustment","",""
"","24","Update role status","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Create a new report","25","Create Report","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","26","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","25","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","24","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","341","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 23:01:56 GMT 2025","failed","Sun Jun 08 23:01:56 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","141","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:01:56 GMT 2025","passed","Sun Jun 08 23:01:57 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","29","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","24","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","3129","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 23:03:29 GMT 2025","passed","Sun Jun 08 23:03:32 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","25","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Delete a report (soft delete)","24","Delete Report","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:36 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","25","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:36 GMT 2025","passed","Sun Jun 08 23:03:36 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","27","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","41","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 23:02:16 GMT 2025","passed","Sun Jun 08 23:02:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","23","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","23","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","69","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 23:02:00 GMT 2025","passed","Sun Jun 08 23:02:00 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","26","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Update an existing report","25","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","24","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","247","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 23:02:01 GMT 2025","passed","Sun Jun 08 23:02:01 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","39","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 23:01:56 GMT 2025","passed","Sun Jun 08 23:01:56 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","134","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 23:01:59 GMT 2025","passed","Sun Jun 08 23:01:59 GMT 2025","v1 > Profile > Password","Bank User","",""
"","45","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 23:02:13 GMT 2025","passed","Sun Jun 08 23:02:14 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","23","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 23:03:35 GMT 2025","passed","Sun Jun 08 23:03:35 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","24","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 23:02:13 GMT 2025","passed","Sun Jun 08 23:02:13 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","26","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 23:03:34 GMT 2025","passed","Sun Jun 08 23:03:34 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","25","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 23:03:33 GMT 2025","passed","Sun Jun 08 23:03:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66265","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 23:02:23 GMT 2025","passed","Sun Jun 08 23:03:29 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
