"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6237","Invalid email format","QA|Nova Bank - Infopool","Wed May 28 00:03:12 GMT 2025","passed","Wed May 28 00:03:18 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a paginated list of reports with optional filtering","57","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get a paginated list of reports with optional filtering","58","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","failed","Wed May 28 00:03:40 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","54","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:03:34 GMT 2025","passed","Wed May 28 00:03:34 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","55","Get role by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","failed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","56","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed May 28 00:03:28 GMT 2025","failed","Wed May 28 00:03:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","57","Update profile - no auth","QA|Nova Bank - Infopool","Wed May 28 00:03:20 GMT 2025","passed","Wed May 28 00:03:20 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","61","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:03:21 GMT 2025","passed","Wed May 28 00:03:22 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","144","Invalid credentials","QA|Nova Bank - Infopool","Wed May 28 00:03:12 GMT 2025","passed","Wed May 28 00:03:12 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","56","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","failed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","78","Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:03:24 GMT 2025","passed","Wed May 28 00:03:25 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","56","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:03:25 GMT 2025","passed","Wed May 28 00:03:25 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","57","Add user to an organization - successful","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","failed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","55","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","passed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","130","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed May 28 00:03:28 GMT 2025","passed","Wed May 28 00:03:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","55","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","failed","Wed May 28 00:03:40 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","71","Fetch all users","QA|Nova Bank - Infopool","Wed May 28 00:03:35 GMT 2025","passed","Wed May 28 00:03:35 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Create a new report","56","Create Report","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","57","Empty current password - Change password","QA|Nova Bank - Infopool","Wed May 28 00:03:20 GMT 2025","failed","Wed May 28 00:03:20 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","54","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","passed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","101","verifyOTP","QA|Nova Bank - Infopool","Wed May 28 00:03:18 GMT 2025","passed","Wed May 28 00:03:18 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","56","managers","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","failed","Wed May 28 00:03:39 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","56","Get Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:48 GMT 2025","passed","Wed May 28 00:03:48 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","57","Update user - empty action field","QA|Nova Bank - Infopool","Wed May 28 00:03:36 GMT 2025","failed","Wed May 28 00:03:36 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","99","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:03:37 GMT 2025","passed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","56","Export Report Data","QA|Nova Bank - Infopool","Wed May 28 00:03:48 GMT 2025","failed","Wed May 28 00:03:48 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","68","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:03:37 GMT 2025","passed","Wed May 28 00:03:37 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","56","Get Issue by ID","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","failed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","56","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:03:37 GMT 2025","passed","Wed May 28 00:03:37 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","55","No Auth - Update definition","QA|Nova Bank - Infopool","Wed May 28 00:03:35 GMT 2025","passed","Wed May 28 00:03:35 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get a paginated list of reports with optional filtering","57","Get Reports Stats","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","57","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","failed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","3136","Get Report Data - Question","QA|Nova Bank - Infopool","Wed May 28 00:03:45 GMT 2025","failed","Wed May 28 00:03:48 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","171","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","failed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Create a new report","54","Create Report - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","passed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","85","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:03:19 GMT 2025","passed","Wed May 28 00:03:19 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","57","No auth - Update role status","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","passed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","54","audit trail - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:03:21 GMT 2025","passed","Wed May 28 00:03:21 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","60","No email - Forgot Password","QA|Nova Bank - Infopool","Wed May 28 00:03:19 GMT 2025","passed","Wed May 28 00:03:19 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a paginated list of reports with optional filtering","55","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","55","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed May 28 00:03:25 GMT 2025","failed","Wed May 28 00:03:25 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get a specific report by ID","55","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","passed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","56","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","passed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","74","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:03:37 GMT 2025","passed","Wed May 28 00:03:37 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","89","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","passed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","153","category by id","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","passed","Wed May 28 00:03:40 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","55","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","passed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","56","Get roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","passed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","2365","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed May 28 00:03:25 GMT 2025","passed","Wed May 28 00:03:28 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","77","get all category","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","passed","Wed May 28 00:03:40 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","58","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","passed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","192","Get events - successful","QA|Nova Bank - Infopool","Wed May 28 00:03:21 GMT 2025","passed","Wed May 28 00:03:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","149","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:03:19 GMT 2025","failed","Wed May 28 00:03:19 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","58","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:03:48 GMT 2025","failed","Wed May 28 00:03:48 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","56","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","failed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","52","Get roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","passed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","54","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:03:35 GMT 2025","failed","Wed May 28 00:03:35 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","58","Create roles - Existing role","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","failed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","58","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed May 28 00:03:48 GMT 2025","failed","Wed May 28 00:03:48 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","55","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed May 28 00:03:20 GMT 2025","passed","Wed May 28 00:03:20 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","59","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","failed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","57","Create roles - empty name field","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","failed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","55","No auth - managers","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","passed","Wed May 28 00:03:39 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","57","Update profile - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:03:20 GMT 2025","passed","Wed May 28 00:03:21 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","55","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 28 00:03:34 GMT 2025","passed","Wed May 28 00:03:34 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","63","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed May 28 00:03:19 GMT 2025","passed","Wed May 28 00:03:19 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","59","Get events - no auth","QA|Nova Bank - Infopool","Wed May 28 00:03:21 GMT 2025","passed","Wed May 28 00:03:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get a paginated list of reports with optional filtering","56","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","passed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","58","Get all Issues","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","failed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","57","Create  organization - without parent id","QA|Nova Bank - Infopool","Wed May 28 00:03:36 GMT 2025","failed","Wed May 28 00:03:36 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","57","Get Reports - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","passed","Wed May 28 00:03:40 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Update an existing report","57","Update Report - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","passed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","55","Invalid name - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:03:25 GMT 2025","failed","Wed May 28 00:03:25 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","56","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed May 28 00:03:23 GMT 2025","passed","Wed May 28 00:03:23 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","621","Successful login","QA|Nova Bank - Infopool","Wed May 28 00:03:11 GMT 2025","passed","Wed May 28 00:03:12 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a specific report by ID","55","Get Report by ID","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","56","Update role status","QA|Nova Bank - Infopool","Wed May 28 00:03:39 GMT 2025","failed","Wed May 28 00:03:39 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Get a specific report by ID","54","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","157","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:03:35 GMT 2025","passed","Wed May 28 00:03:36 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","55","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed May 28 00:03:41 GMT 2025","failed","Wed May 28 00:03:41 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Delete a report (soft delete)","3107","Delete Report -No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:42 GMT 2025","failed","Wed May 28 00:03:45 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","55","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 28 00:03:38 GMT 2025","failed","Wed May 28 00:03:38 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","54","No auth - category by id","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","passed","Wed May 28 00:03:40 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","81","verify OTP","QA|Nova Bank - Infopool","Wed May 28 00:03:19 GMT 2025","passed","Wed May 28 00:03:19 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","55","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed May 28 00:03:24 GMT 2025","failed","Wed May 28 00:03:24 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","65","get user role","QA|Nova Bank - Infopool","Wed May 28 00:03:36 GMT 2025","passed","Wed May 28 00:03:36 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","735","Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:03:22 GMT 2025","passed","Wed May 28 00:03:22 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","59","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:03:22 GMT 2025","passed","Wed May 28 00:03:22 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","54","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed May 28 00:03:34 GMT 2025","failed","Wed May 28 00:03:34 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","60","Get all permissions","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","failed","Wed May 28 00:03:40 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","55","No auth - get all category","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","passed","Wed May 28 00:03:40 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","53","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:03:40 GMT 2025","passed","Wed May 28 00:03:40 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","78","Create organization - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:03:36 GMT 2025","passed","Wed May 28 00:03:37 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
