"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri Jun 06 14:52:23 GMT 2025","passed","Fri Jun 06 14:52:23 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","102","Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:51:04 GMT 2025","passed","Fri Jun 06 14:51:04 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","87","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 06 14:50:46 GMT 2025","passed","Fri Jun 06 14:50:46 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","78","Update definition","QA|Nova Bank - Infopool","Fri Jun 06 14:52:23 GMT 2025","passed","Fri Jun 06 14:52:23 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","89","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:50:47 GMT 2025","passed","Fri Jun 06 14:50:47 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","81","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:02 GMT 2025","passed","Fri Jun 06 14:51:02 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","122","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Jun 06 14:51:08 GMT 2025","passed","Fri Jun 06 14:51:08 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","97","Get all Issues","QA|Nova Bank - Infopool","Fri Jun 06 14:51:02 GMT 2025","failed","Fri Jun 06 14:51:02 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","127","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:52:27 GMT 2025","passed","Fri Jun 06 14:52:28 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","76","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Jun 06 14:52:26 GMT 2025","passed","Fri Jun 06 14:52:26 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","103","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:52:28 GMT 2025","passed","Fri Jun 06 14:52:28 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","77","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:52:26 GMT 2025","passed","Fri Jun 06 14:52:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","98","Update Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:02 GMT 2025","failed","Fri Jun 06 14:51:02 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","82","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:50:59 GMT 2025","passed","Fri Jun 06 14:50:59 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","80","Update Customer Comment","QA|Nova Bank - Infopool","Fri Jun 06 14:51:04 GMT 2025","failed","Fri Jun 06 14:51:04 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","77","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Jun 06 14:52:25 GMT 2025","passed","Fri Jun 06 14:52:25 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","99","Update profile - No Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:50:50 GMT 2025","passed","Fri Jun 06 14:50:50 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","100","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:52:27 GMT 2025","passed","Fri Jun 06 14:52:27 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","113","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jun 06 14:51:04 GMT 2025","passed","Fri Jun 06 14:51:04 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","217","Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:51:05 GMT 2025","passed","Fri Jun 06 14:51:05 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","407","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri Jun 06 14:50:48 GMT 2025","passed","Fri Jun 06 14:50:49 GMT 2025","v1 > Profile > Password","Bank User","",""
"","191","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:52:28 GMT 2025","passed","Fri Jun 06 14:52:28 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","3144","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:51:05 GMT 2025","passed","Fri Jun 06 14:51:08 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","193","Forgot password - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:50:45 GMT 2025","failed","Fri Jun 06 14:50:45 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","77","Role does not exist - update role","QA|Nova Bank - Infopool","Fri Jun 06 14:52:24 GMT 2025","passed","Fri Jun 06 14:52:24 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","96","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri Jun 06 14:52:27 GMT 2025","passed","Fri Jun 06 14:52:27 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","81","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:51:08 GMT 2025","passed","Fri Jun 06 14:51:08 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","98","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Jun 06 14:50:45 GMT 2025","passed","Fri Jun 06 14:50:45 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","79","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jun 06 14:52:26 GMT 2025","passed","Fri Jun 06 14:52:26 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","90","Invalid email format","QA|Nova Bank - Infopool","Fri Jun 06 14:50:44 GMT 2025","passed","Fri Jun 06 14:50:44 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","86","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jun 06 14:52:27 GMT 2025","passed","Fri Jun 06 14:52:27 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","3431","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Jun 06 14:50:51 GMT 2025","passed","Fri Jun 06 14:50:55 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","3209","audit trail - No Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:50:55 GMT 2025","passed","Fri Jun 06 14:50:58 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","148","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Jun 06 14:52:27 GMT 2025","passed","Fri Jun 06 14:52:27 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","76","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Jun 06 14:52:26 GMT 2025","passed","Fri Jun 06 14:52:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","118","verifyOTP","QA|Nova Bank - Infopool","Fri Jun 06 14:50:45 GMT 2025","passed","Fri Jun 06 14:50:45 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","75","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Fri Jun 06 14:52:23 GMT 2025","passed","Fri Jun 06 14:52:23 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","77","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Jun 06 14:52:26 GMT 2025","passed","Fri Jun 06 14:52:26 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","75","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Jun 06 14:52:25 GMT 2025","passed","Fri Jun 06 14:52:26 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","327","Get profile - successfully","QA|Nova Bank - Infopool","Fri Jun 06 14:50:49 GMT 2025","passed","Fri Jun 06 14:50:49 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","92","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:51:04 GMT 2025","passed","Fri Jun 06 14:51:05 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","82","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:50:59 GMT 2025","passed","Fri Jun 06 14:50:59 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","76","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri Jun 06 14:52:23 GMT 2025","passed","Fri Jun 06 14:52:24 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","79","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Jun 06 14:51:05 GMT 2025","failed","Fri Jun 06 14:51:05 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","321","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 06 14:51:00 GMT 2025","passed","Fri Jun 06 14:51:01 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","92","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 06 14:50:46 GMT 2025","passed","Fri Jun 06 14:50:46 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","111","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Jun 06 14:50:50 GMT 2025","passed","Fri Jun 06 14:50:50 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","81","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 06 14:50:59 GMT 2025","passed","Fri Jun 06 14:50:59 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
