"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Tue May 27 15:32:13 GMT 2025","passed","Tue May 27 15:32:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a specific report by ID","81","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","failed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","80","No auth - get user role","QA|Nova Bank - Infopool","Tue May 27 15:32:30 GMT 2025","passed","Tue May 27 15:32:30 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","82","Create organization - empty description","QA|Nova Bank - Infopool","Tue May 27 15:32:34 GMT 2025","failed","Tue May 27 15:32:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","Logout session - no session","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","passed","Tue May 27 15:32:42 GMT 2025","v1 > Logout","Bank Admin","",""
"","681","Successful login","QA|Nova Bank - Infopool","Tue May 27 15:32:02 GMT 2025","passed","Tue May 27 15:32:02 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","85","Change password - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:10 GMT 2025","failed","Tue May 27 15:32:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","84","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Tue May 27 15:32:38 GMT 2025","passed","Tue May 27 15:32:38 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","84","Get Report Objects - Question","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","failed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","86","Invalid current password - Change password","QA|Nova Bank - Infopool","Tue May 27 15:32:11 GMT 2025","failed","Tue May 27 15:32:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","82","Delete Customer Comment","QA|Nova Bank - Infopool","Tue May 27 15:32:23 GMT 2025","failed","Tue May 27 15:32:23 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","108","verify OTP","QA|Nova Bank - Infopool","Tue May 27 15:32:10 GMT 2025","passed","Tue May 27 15:32:10 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","108","Search Customers","QA|Nova Bank - Infopool","Tue May 27 15:32:24 GMT 2025","passed","Tue May 27 15:32:24 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","82","Update profile - no phone number","QA|Nova Bank - Infopool","Tue May 27 15:32:11 GMT 2025","failed","Tue May 27 15:32:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","No Auth - Get all permissions","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","passed","Tue May 27 15:32:41 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","83","update role","QA|Nova Bank - Infopool","Tue May 27 15:32:30 GMT 2025","failed","Tue May 27 15:32:30 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","83","Update Customer Comment Copy","QA|Nova Bank - Infopool","Tue May 27 15:32:23 GMT 2025","passed","Tue May 27 15:32:23 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","81","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Tue May 27 15:32:23 GMT 2025","failed","Tue May 27 15:32:24 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","82","Get all permissions","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","failed","Tue May 27 15:32:41 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","85","Update definition","QA|Nova Bank - Infopool","Tue May 27 15:32:29 GMT 2025","failed","Tue May 27 15:32:29 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","83","Get events - no auth","QA|Nova Bank - Infopool","Tue May 27 15:32:12 GMT 2025","passed","Tue May 27 15:32:12 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","81","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue May 27 15:32:16 GMT 2025","passed","Tue May 27 15:32:17 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","83","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Tue May 27 15:32:24 GMT 2025","passed","Tue May 27 15:32:24 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","84","Update profile - No Auth","QA|Nova Bank - Infopool","Tue May 27 15:32:12 GMT 2025","passed","Tue May 27 15:32:12 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","82","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Tue May 27 15:32:28 GMT 2025","passed","Tue May 27 15:32:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","93","Get permission by ID - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","failed","Tue May 27 15:32:41 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","81","No Auth - Search Customers","QA|Nova Bank - Infopool","Tue May 27 15:32:24 GMT 2025","passed","Tue May 27 15:32:24 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","79","Get role by ID - no auth","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","passed","Tue May 27 15:32:41 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","84","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Tue May 27 15:32:37 GMT 2025","failed","Tue May 27 15:32:37 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","84","Update user - no auth","QA|Nova Bank - Infopool","Tue May 27 15:32:30 GMT 2025","passed","Tue May 27 15:32:30 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","86","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:39 GMT 2025","failed","Tue May 27 15:32:39 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","13","New Request","QA|Nova Bank - Infopool","Tue May 27 15:32:09 GMT 2025","broken","Tue May 27 15:32:09 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Get a paginated list of reports with optional filtering","83","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","passed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","82","Health","QA|Nova Bank - Infopool","Tue May 27 15:32:28 GMT 2025","passed","Tue May 27 15:32:28 GMT 2025","v1 > Health","Bank Admin","",""
"","82","Create roles - Existing role","QA|Nova Bank - Infopool","Tue May 27 15:32:40 GMT 2025","failed","Tue May 27 15:32:40 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","96","Get profile roles - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:10 GMT 2025","passed","Tue May 27 15:32:10 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Create a new report","83","Create Report - No auth","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","passed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","81","Empty fields - Update definition","QA|Nova Bank - Infopool","Tue May 27 15:32:29 GMT 2025","failed","Tue May 27 15:32:29 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","84","Get all definitions","QA|Nova Bank - Infopool","Tue May 27 15:32:28 GMT 2025","failed","Tue May 27 15:32:28 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","82","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Tue May 27 15:32:13 GMT 2025","passed","Tue May 27 15:32:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","84","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:10 GMT 2025","passed","Tue May 27 15:32:10 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","85","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Tue May 27 15:32:48 GMT 2025","failed","Tue May 27 15:32:48 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","83","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Tue May 27 15:32:40 GMT 2025","failed","Tue May 27 15:32:40 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","86","Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue May 27 15:32:16 GMT 2025","failed","Tue May 27 15:32:16 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","84","Get Reports","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","failed","Tue May 27 15:32:42 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","83","Weak password - Change password","QA|Nova Bank - Infopool","Tue May 27 15:32:11 GMT 2025","failed","Tue May 27 15:32:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","83","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Tue May 27 15:32:39 GMT 2025","failed","Tue May 27 15:32:39 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","83","Update organization details by ID - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:38 GMT 2025","failed","Tue May 27 15:32:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Tue May 27 15:32:28 GMT 2025","passed","Tue May 27 15:32:28 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","88","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Tue May 27 15:32:29 GMT 2025","failed","Tue May 27 15:32:29 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","85","Invalid name - Search Customers","QA|Nova Bank - Infopool","Tue May 27 15:32:24 GMT 2025","failed","Tue May 27 15:32:24 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","83","Get all Issues","QA|Nova Bank - Infopool","Tue May 27 15:32:15 GMT 2025","failed","Tue May 27 15:32:15 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","82","Export Report Data","QA|Nova Bank - Infopool","Tue May 27 15:32:45 GMT 2025","failed","Tue May 27 15:32:45 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","120","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Tue May 27 15:32:44 GMT 2025","failed","Tue May 27 15:32:44 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Delete a report (soft delete)","81","Delete Report -No auth","QA|Nova Bank - Infopool","Tue May 27 15:32:44 GMT 2025","failed","Tue May 27 15:32:44 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","1004","Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 15:32:13 GMT 2025","passed","Tue May 27 15:32:14 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","84","No auth - Update role status","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","passed","Tue May 27 15:32:41 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","85","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Tue May 27 15:32:39 GMT 2025","failed","Tue May 27 15:32:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","80","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 15:32:15 GMT 2025","failed","Tue May 27 15:32:15 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","81","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Tue May 27 15:32:38 GMT 2025","failed","Tue May 27 15:32:38 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","82","Update role status - role does not exist","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","failed","Tue May 27 15:32:41 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","3130","Create organization - name already exists","QA|Nova Bank - Infopool","Tue May 27 15:32:31 GMT 2025","passed","Tue May 27 15:32:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","91","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue May 27 15:32:10 GMT 2025","passed","Tue May 27 15:32:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","85","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Tue May 27 15:32:24 GMT 2025","failed","Tue May 27 15:32:25 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","88","No Auth - Change password","QA|Nova Bank - Infopool","Tue May 27 15:32:11 GMT 2025","passed","Tue May 27 15:32:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","80","No auth - category by id","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","passed","Tue May 27 15:32:42 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","87","Update profile - Invalid file size","QA|Nova Bank - Infopool","Tue May 27 15:32:12 GMT 2025","failed","Tue May 27 15:32:12 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","88","Update profile","QA|Nova Bank - Infopool","Tue May 27 15:32:12 GMT 2025","failed","Tue May 27 15:32:12 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","144","verifyOTP","QA|Nova Bank - Infopool","Tue May 27 15:32:09 GMT 2025","passed","Tue May 27 15:32:09 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get a paginated list of reports with optional filtering","83","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","failed","Tue May 27 15:32:42 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","81","No auth - update role","QA|Nova Bank - Infopool","Tue May 27 15:32:30 GMT 2025","passed","Tue May 27 15:32:30 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","78","Get roles - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:40 GMT 2025","passed","Tue May 27 15:32:40 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","430","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 15:32:15 GMT 2025","failed","Tue May 27 15:32:15 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","86","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Tue May 27 15:32:38 GMT 2025","failed","Tue May 27 15:32:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3177","Export Report Data - No auth","QA|Nova Bank - Infopool","Tue May 27 15:32:45 GMT 2025","passed","Tue May 27 15:32:48 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","84","Get Report Data - Question","QA|Nova Bank - Infopool","Tue May 27 15:32:44 GMT 2025","failed","Tue May 27 15:32:44 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Create a new report","82","Create Report","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","failed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","79","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Tue May 27 15:32:40 GMT 2025","passed","Tue May 27 15:32:40 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","82","Get profile roles - No Auth","QA|Nova Bank - Infopool","Tue May 27 15:32:10 GMT 2025","passed","Tue May 27 15:32:10 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","83","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Tue May 27 15:32:16 GMT 2025","passed","Tue May 27 15:32:16 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","80","Get permission by ID - No auth","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","passed","Tue May 27 15:32:41 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","81","No Auth - Get all definitions","QA|Nova Bank - Infopool","Tue May 27 15:32:28 GMT 2025","passed","Tue May 27 15:32:28 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Create a new report","82","Create Report - Duplicate name","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","failed","Tue May 27 15:32:44 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","83","Get Reports Stats","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","failed","Tue May 27 15:32:42 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Get a paginated list of reports with optional filtering","83","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","failed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","83","Create organization - empty street value","QA|Nova Bank - Infopool","Tue May 27 15:32:37 GMT 2025","failed","Tue May 27 15:32:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","81","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","failed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","81","Create organization - empty mis code","QA|Nova Bank - Infopool","Tue May 27 15:32:38 GMT 2025","failed","Tue May 27 15:32:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","Fetch Customers Accounts","QA|Nova Bank - Infopool","Tue May 27 15:32:28 GMT 2025","failed","Tue May 27 15:32:28 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","84","Get role by ID - successful","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","failed","Tue May 27 15:32:41 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","85","Add attachment to issue","QA|Nova Bank - Infopool","Tue May 27 15:32:16 GMT 2025","failed","Tue May 27 15:32:16 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a specific report by ID","82","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Tue May 27 15:32:43 GMT 2025","passed","Tue May 27 15:32:43 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","98","Logout session successfully","QA|Nova Bank - Infopool","Tue May 27 15:32:42 GMT 2025","passed","Tue May 27 15:32:42 GMT 2025","v1 > Logout","Bank Admin","",""
"","83","Update role status","QA|Nova Bank - Infopool","Tue May 27 15:32:41 GMT 2025","failed","Tue May 27 15:32:41 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
