"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Update profile - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","failed","Wed May 28 00:09:19 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","30","Add user to an organization - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","failed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","45","Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","30","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","failed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","28","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","passed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","42","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","32","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","76","verifyOTP","QA|Nova Bank - Infopool","Wed May 28 00:09:17 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","3126","Update definition","QA|Nova Bank - Infopool","Wed May 28 00:09:25 GMT 2025","passed","Wed May 28 00:09:28 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get a paginated list of reports with optional filtering","30","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","failed","Wed May 28 00:09:34 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","141","verify OTP","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","83","update role","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","29","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed May 28 00:09:22 GMT 2025","failed","Wed May 28 00:09:22 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","31","Get events - invalid start date","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","failed","Wed May 28 00:09:19 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","164","Get events - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","passed","Wed May 28 00:09:19 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","30","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","failed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","30","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","33","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:09:20 GMT 2025","passed","Wed May 28 00:09:20 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","35","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","28","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:09:24 GMT 2025","failed","Wed May 28 00:09:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","53","resend_invitation_toUser","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","passed","Wed May 28 00:09:19 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","30","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","29","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed May 28 00:09:24 GMT 2025","passed","Wed May 28 00:09:24 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","28","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:09:35 GMT 2025","failed","Wed May 28 00:09:35 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","56","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","47","Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","33","No email - Forgot Password","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","53","Update user - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","29","Get roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","passed","Wed May 28 00:09:33 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","30","Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","33","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","29","Update user - no auth","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","53","Create organization - empty city value","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","26","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","passed","Wed May 28 00:09:34 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","31","Update profile - no phone number","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","failed","Wed May 28 00:09:19 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","29","Get Issue by ID","QA|Nova Bank - Infopool","Wed May 28 00:09:20 GMT 2025","failed","Wed May 28 00:09:20 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","30","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:09:35 GMT 2025","passed","Wed May 28 00:09:35 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","101","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed May 28 00:09:24 GMT 2025","passed","Wed May 28 00:09:24 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","392","Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:09:20 GMT 2025","passed","Wed May 28 00:09:20 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","29","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","29","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:09:35 GMT 2025","failed","Wed May 28 00:09:35 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","38","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","failed","Wed May 28 00:09:34 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","34","Update role status","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","failed","Wed May 28 00:09:34 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","49","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","passed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","31","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","passed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","32","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","35","Update user - empty action field","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","failed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","29","Get events - no auth","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","passed","Wed May 28 00:09:19 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","29","Create roles - empty name field","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","failed","Wed May 28 00:09:34 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","2390","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed May 28 00:09:22 GMT 2025","passed","Wed May 28 00:09:24 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","27","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","29","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:09:20 GMT 2025","passed","Wed May 28 00:09:20 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","28","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","passed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","29","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","passed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","46","Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","passed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","29","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","failed","Wed May 28 00:09:34 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","54","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","Update profile - no auth","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","passed","Wed May 28 00:09:19 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","30","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","28","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","43","get all category","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","passed","Wed May 28 00:09:34 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","31","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Wed May 28 00:09:25 GMT 2025","failed","Wed May 28 00:09:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","30","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","failed","Wed May 28 00:09:34 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","31","Add Comment to Issue","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","33","Update Issue","QA|Nova Bank - Infopool","Wed May 28 00:09:21 GMT 2025","failed","Wed May 28 00:09:21 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Delete a report (soft delete)","28","Delete Report -No auth","QA|Nova Bank - Infopool","Wed May 28 00:09:35 GMT 2025","failed","Wed May 28 00:09:35 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","66","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","passed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:09:24 GMT 2025","passed","Wed May 28 00:09:24 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","30","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed May 28 00:09:35 GMT 2025","failed","Wed May 28 00:09:35 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","28","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed May 28 00:09:24 GMT 2025","failed","Wed May 28 00:09:24 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","29","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed May 28 00:09:22 GMT 2025","failed","Wed May 28 00:09:22 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","34","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","passed","Wed May 28 00:09:19 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","Empty current password - Change password","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","failed","Wed May 28 00:09:18 GMT 2025","v1 > Profile > Password","Bank User","",""
"","33","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","failed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","64","Create organization - no name","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:09:20 GMT 2025","passed","Wed May 28 00:09:20 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","31","Create roles - Existing role","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","failed","Wed May 28 00:09:33 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","41","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","32","Create roles - No auth","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","passed","Wed May 28 00:09:34 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","30","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","passed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","34","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","passed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","50","Create organization - no country ID","QA|Nova Bank - Infopool","Wed May 28 00:09:32 GMT 2025","passed","Wed May 28 00:09:32 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","45","Fetch all users","QA|Nova Bank - Infopool","Wed May 28 00:09:31 GMT 2025","passed","Wed May 28 00:09:31 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","56","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:09:33 GMT 2025","passed","Wed May 28 00:09:33 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","45","Logout session successfully","QA|Nova Bank - Infopool","Wed May 28 00:09:34 GMT 2025","passed","Wed May 28 00:09:34 GMT 2025","v1 > Logout","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","66","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:09:18 GMT 2025","failed","Wed May 28 00:09:18 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","29","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 28 00:09:24 GMT 2025","failed","Wed May 28 00:09:24 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","36","No user credentials","QA|Nova Bank - Infopool","Wed May 28 00:09:17 GMT 2025","passed","Wed May 28 00:09:17 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","32","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed May 28 00:09:19 GMT 2025","passed","Wed May 28 00:09:19 GMT 2025","v1 > Profile > Get profile","Bank User","",""
