"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get a paginated list of reports with optional filtering","27","Get Report Objects - Question","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","64","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sat Jun 07 22:53:13 GMT 2025","failed","Sat Jun 07 22:53:13 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","25","Get role by ID - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","35","Send user invitation token - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:53:04 GMT 2025","passed","Sat Jun 07 22:53:04 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","89","Forgot password - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:52:59 GMT 2025","failed","Sat Jun 07 22:52:59 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","26","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","28","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","31","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","26","Logout session successfully","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Logout","Bank Admin","",""
"","80","No Auth - Change password","QA|Nova Bank - Infopool","Sat Jun 07 22:53:01 GMT 2025","passed","Sat Jun 07 22:53:01 GMT 2025","v1 > Profile > Password","Bank User","",""
"","58","Update profile","QA|Nova Bank - Infopool","Sat Jun 07 22:53:02 GMT 2025","failed","Sat Jun 07 22:53:03 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","60","Update Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:05 GMT 2025","failed","Sat Jun 07 22:53:05 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","34","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:53:00 GMT 2025","passed","Sat Jun 07 22:53:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","31","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:53:01 GMT 2025","passed","Sat Jun 07 22:53:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","26","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","28","Add user to an organization - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","28","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","25","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","58","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sat Jun 07 22:53:05 GMT 2025","passed","Sat Jun 07 22:53:05 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","63","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:53:01 GMT 2025","passed","Sat Jun 07 22:53:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","28","Create roles - empty name field","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","26","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","2551","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sat Jun 07 22:53:14 GMT 2025","passed","Sat Jun 07 22:53:16 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","33","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:53:00 GMT 2025","passed","Sat Jun 07 22:53:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","No auth - get user role","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","231","Get profile - successfully","QA|Nova Bank - Infopool","Sat Jun 07 22:53:02 GMT 2025","passed","Sat Jun 07 22:53:02 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","28","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","62","Add Comment to Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:05 GMT 2025","failed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","33","No Auth - Update Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:05 GMT 2025","failed","Sat Jun 07 22:53:05 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","148","Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:04 GMT 2025","failed","Sat Jun 07 22:53:04 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","31","Fetch Customer Comments","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","failed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","27","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","28","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","38","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:53:00 GMT 2025","passed","Sat Jun 07 22:53:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","28","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","26","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","26","category by id","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","29","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","29","Fetch Customers Channels","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","111","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sat Jun 07 22:53:03 GMT 2025","passed","Sat Jun 07 22:53:03 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","57","Get profile - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:53:02 GMT 2025","passed","Sat Jun 07 22:53:02 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","64","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:05 GMT 2025","passed","Sat Jun 07 22:53:05 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","28","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","44","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:53:00 GMT 2025","passed","Sat Jun 07 22:53:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","28","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","3122","Fetch Customer By ID","QA|Nova Bank - Infopool","Sat Jun 07 22:53:07 GMT 2025","failed","Sat Jun 07 22:53:10 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","27","Update user - ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","28","Create roles","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","25","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","35","Export Report Data - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","26","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","32","Update profile - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:53:03 GMT 2025","passed","Sat Jun 07 22:53:03 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","27","Get all definitions","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","29","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","28","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","26","Get Report by UUID","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","34","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:53:04 GMT 2025","passed","Sat Jun 07 22:53:04 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","29","Empty fields - Update definition","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","39","Empty current password - Change password","QA|Nova Bank - Infopool","Sat Jun 07 22:53:02 GMT 2025","passed","Sat Jun 07 22:53:02 GMT 2025","v1 > Profile > Password","Bank User","",""
"","25","managers","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Delete a report (soft delete)","26","Delete Report","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","87","Add Comment to Customer","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","passed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","79","resend_invitation_toUser","QA|Nova Bank - Infopool","Sat Jun 07 22:53:04 GMT 2025","passed","Sat Jun 07 22:53:04 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"Create a new report","26","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","27","Create organization - no name","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","Get Report Data - Question","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","63","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","failed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","27","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","31","Create  organization - without parent id","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","32","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 22:53:14 GMT 2025","passed","Sat Jun 07 22:53:14 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","27","Fetch all organizations","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","97","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:53:00 GMT 2025","failed","Sat Jun 07 22:53:00 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","26","get all category","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Delete a report (soft delete)","26","Delete Report -No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","26","search Corporate Adjustment","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","","corporate Adjustment","",""
"","28","Update definition","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","30","Create organization - empty description","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","26","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","26","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","167","audit trail","QA|Nova Bank - Infopool","Sat Jun 07 22:53:03 GMT 2025","passed","Sat Jun 07 22:53:03 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","27","Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","41","No Auth - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","passed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","26","Update user - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","32","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","failed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","246","Update profile - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:53:02 GMT 2025","passed","Sat Jun 07 22:53:02 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","31","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","passed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","26","Fetch all users in an organization","QA|Nova Bank - Infopool","Sat Jun 07 22:54:18 GMT 2025","passed","Sat Jun 07 22:54:18 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","26","Create roles - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","28","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","36","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:53:04 GMT 2025","passed","Sat Jun 07 22:53:04 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","62","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","failed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","56","Add attachment to issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:06 GMT 2025","failed","Sat Jun 07 22:53:06 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a paginated list of reports with optional filtering","29","Get Reports","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","24","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:20 GMT 2025","passed","Sat Jun 07 22:54:20 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","27","Get Reports - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:54:19 GMT 2025","passed","Sat Jun 07 22:54:19 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","27","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sat Jun 07 22:54:17 GMT 2025","passed","Sat Jun 07 22:54:17 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","165","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:53:04 GMT 2025","passed","Sat Jun 07 22:53:04 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
