"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","39","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 13 18:57:35 GMT 2025","passed","Fri Jun 13 18:57:35 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","57","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:54 GMT 2025","passed","Fri Jun 13 18:57:54 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","116","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Jun 13 18:57:38 GMT 2025","passed","Fri Jun 13 18:57:38 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","31","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","32","Logout session - no session","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Logout","Bank Admin","",""
"","30","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","36","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 13 18:57:38 GMT 2025","passed","Fri Jun 13 18:57:38 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","31","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","30","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Create a new report","49","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Jun 13 18:57:52 GMT 2025","failed","Fri Jun 13 18:57:52 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","33","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:51 GMT 2025","passed","Fri Jun 13 18:57:51 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","29","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","32","Update Customer Comment","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get a paginated list of reports with optional filtering","61","Get Reports","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","31","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","passed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","34","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","176","Weak password - Change password","QA|Nova Bank - Infopool","Fri Jun 13 18:57:36 GMT 2025","passed","Fri Jun 13 18:57:36 GMT 2025","v1 > Profile > Password","Bank User","",""
"","32","Search Customers","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","38","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 13 18:57:38 GMT 2025","passed","Fri Jun 13 18:57:38 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","28","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Update an existing report","50","Update Report - Invalid id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:52 GMT 2025","passed","Fri Jun 13 18:57:52 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","35","Add attachment to issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","31","Fetch all organizations","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","29","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","32","Get single definition","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","30","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","162","Get events - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:37 GMT 2025","passed","Fri Jun 13 18:57:37 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get a specific report by ID","33","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:51 GMT 2025","passed","Fri Jun 13 18:57:51 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","37","Create_issue_without_attachment","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","passed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","359","Invalid credentials","QA|Nova Bank - Infopool","Fri Jun 13 18:57:28 GMT 2025","passed","Fri Jun 13 18:57:28 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","31","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","31","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a specific report by ID","47","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:51 GMT 2025","passed","Fri Jun 13 18:57:51 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","30","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","31","Role does not exist - update role","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","30","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","33","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","79","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 13 18:57:35 GMT 2025","failed","Fri Jun 13 18:57:35 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Get a paginated list of reports with optional filtering","50","Get Reports Stats","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","29","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","43","No user credentials","QA|Nova Bank - Infopool","Fri Jun 13 18:57:34 GMT 2025","passed","Fri Jun 13 18:57:34 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jun 13 18:57:35 GMT 2025","passed","Fri Jun 13 18:57:35 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","40","Create roles","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","44","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri Jun 13 18:57:54 GMT 2025","passed","Fri Jun 13 18:57:54 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","31","Get roles - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","75","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","passed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","34","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","34","Get all Issues","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","passed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","32","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","31","Update user - no auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","32","add_comment_successfully","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","31","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Fetch all users","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","30","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","47","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:36 GMT 2025","passed","Fri Jun 13 18:57:36 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","31","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","30","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","32","update role","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","44","Get Reports - No auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Create a new report","64","Create Report","QA|Nova Bank - Infopool","Fri Jun 13 18:57:51 GMT 2025","failed","Fri Jun 13 18:57:52 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","88","Forgot password - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:35 GMT 2025","failed","Fri Jun 13 18:57:35 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","44","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Jun 13 18:57:37 GMT 2025","passed","Fri Jun 13 18:57:37 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","49","Update profile","QA|Nova Bank - Infopool","Fri Jun 13 18:57:37 GMT 2025","failed","Fri Jun 13 18:57:37 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","32","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","58","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Fri Jun 13 18:57:54 GMT 2025","passed","Fri Jun 13 18:57:54 GMT 2025","","corporate Adjustment","",""
"","31","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get a specific report by ID","47","Get Report by ID","QA|Nova Bank - Infopool","Fri Jun 13 18:57:51 GMT 2025","failed","Fri Jun 13 18:57:51 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","101","category by id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","29","No auth - managers","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","31","managers","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","31","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","31","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","100","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","passed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","227","Update profile - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:37 GMT 2025","passed","Fri Jun 13 18:57:37 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","32","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","33","Update Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","passed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","29","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Update an existing report","34","Update Report - No auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:52 GMT 2025","passed","Fri Jun 13 18:57:52 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","42","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:38 GMT 2025","passed","Fri Jun 13 18:57:38 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","50","Get permission by ID - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","30","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","31","No auth - Update role status","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","31","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","31","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Jun 13 18:57:48 GMT 2025","passed","Fri Jun 13 18:57:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","32","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","34","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","failed","Fri Jun 13 18:57:50 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","472","verifyOTP","QA|Nova Bank - Infopool","Fri Jun 13 18:57:34 GMT 2025","passed","Fri Jun 13 18:57:35 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","33","No auth - get all category","QA|Nova Bank - Infopool","Fri Jun 13 18:57:50 GMT 2025","passed","Fri Jun 13 18:57:50 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","84","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Fri Jun 13 18:57:54 GMT 2025","passed","Fri Jun 13 18:57:54 GMT 2025","","corporate Adjustment","",""
"","115","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri Jun 13 18:57:39 GMT 2025","failed","Fri Jun 13 18:57:39 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","29","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","38","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Jun 13 18:57:37 GMT 2025","passed","Fri Jun 13 18:57:37 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","30","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","36","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Jun 13 18:57:38 GMT 2025","passed","Fri Jun 13 18:57:38 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Delete a report (soft delete)","33","Delete Report -No auth","QA|Nova Bank - Infopool","Fri Jun 13 18:57:52 GMT 2025","failed","Fri Jun 13 18:57:52 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","29","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jun 13 18:57:41 GMT 2025","passed","Fri Jun 13 18:57:41 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","31","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Jun 13 18:57:49 GMT 2025","passed","Fri Jun 13 18:57:49 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","31","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Jun 13 18:57:40 GMT 2025","passed","Fri Jun 13 18:57:40 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get a specific report by ID","46","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Fri Jun 13 18:57:51 GMT 2025","passed","Fri Jun 13 18:57:51 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
