"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","128","Weak password - Change password","QA|Nova Bank - Infopool","Fri Dec 19 19:00:07 UTC 2025","broken","Fri Dec 19 19:00:07 UTC 2025","v1 > Profile > Password","Bank User","",""
"","65","Search Customers","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Create a new report","73","Create Report - Duplicate name","QA|Nova Bank - Infopool","Fri Dec 19 19:00:20 UTC 2025","broken","Fri Dec 19 19:00:20 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","61","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Dec 19 19:00:15 UTC 2025","broken","Fri Dec 19 19:00:15 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","65","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","67","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Dec 19 19:00:06 UTC 2025","broken","Fri Dec 19 19:00:07 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","64","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Dec 19 19:00:17 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get a specific report by ID","60","Get Report by UUID","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","62","Update profile - no auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:08 UTC 2025","broken","Fri Dec 19 19:00:08 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","61","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","75","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Dec 19 19:00:11 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","65","Update role status","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"Delete a report (soft delete)","63","Delete Report -No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:20 UTC 2025","broken","Fri Dec 19 19:00:20 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","96","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Dec 19 19:00:08 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","64","audit trail - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","61","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","77","reset password","QA|Nova Bank - Infopool","Fri Dec 19 19:00:06 UTC 2025","broken","Fri Dec 19 19:00:06 UTC 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","60","No auth - Update role status","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","65","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Dec 19 19:00:11 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","60","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","66","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Dec 19 19:00:15 UTC 2025","broken","Fri Dec 19 19:00:15 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","67","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Dec 19 19:00:11 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","67","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Dec 19 19:00:06 UTC 2025","broken","Fri Dec 19 19:00:06 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","62","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","74","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","60","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get a specific report by ID","60","Get Report by ID","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","65","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Dec 19 19:00:15 UTC 2025","broken","Fri Dec 19 19:00:15 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","63","Create roles - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:17 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","61","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","88","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Dec 19 19:00:06 UTC 2025","broken","Fri Dec 19 19:00:06 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","63","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","60","No auth - get user role","QA|Nova Bank - Infopool","Fri Dec 19 19:00:14 UTC 2025","broken","Fri Dec 19 19:00:14 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Get a specific report by ID","68","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:20 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","69","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Dec 19 19:00:15 UTC 2025","broken","Fri Dec 19 19:00:15 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","62","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","71","No Auth - Get all Issues","QA|Nova Bank - Infopool","Fri Dec 19 19:00:10 UTC 2025","broken","Fri Dec 19 19:00:10 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","65","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","61","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Dec 19 19:00:10 UTC 2025","broken","Fri Dec 19 19:00:10 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","64","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","69","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Dec 19 19:00:11 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","66","Update user - invalid action","QA|Nova Bank - Infopool","Fri Dec 19 19:00:14 UTC 2025","broken","Fri Dec 19 19:00:14 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","66","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","67","No Auth - Change password","QA|Nova Bank - Infopool","Fri Dec 19 19:00:07 UTC 2025","broken","Fri Dec 19 19:00:07 UTC 2025","v1 > Profile > Password","Bank User","",""
"","65","Get roles - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:17 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","64","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","62","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","64","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Dec 19 19:00:13 UTC 2025","broken","Fri Dec 19 19:00:13 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","73","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Dec 19 19:00:08 UTC 2025","broken","Fri Dec 19 19:00:08 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","65","Get all permissions","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","59","managers","QA|Nova Bank - Infopool","Fri Dec 19 19:00:17 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","62","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:21 UTC 2025","broken","Fri Dec 19 19:00:21 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","132","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:07 UTC 2025","broken","Fri Dec 19 19:00:07 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","67","search Corporate Adjustment","QA|Nova Bank - Infopool","Fri Dec 19 19:00:21 UTC 2025","broken","Fri Dec 19 19:00:21 UTC 2025","","corporate Adjustment","",""
"","64","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","63","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","94","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Dec 19 19:00:07 UTC 2025","broken","Fri Dec 19 19:00:07 UTC 2025","v1 > Profile > Password","Bank User","",""
"","346","Successful login","QA|Nova Bank - Infopool","Fri Dec 19 19:00:05 UTC 2025","broken","Fri Dec 19 19:00:05 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a paginated list of reports with optional filtering","80","Get Reports","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","67","Create  organization","QA|Nova Bank - Infopool","Fri Dec 19 19:00:14 UTC 2025","broken","Fri Dec 19 19:00:15 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","64","Get events - invalid end date","QA|Nova Bank - Infopool","Fri Dec 19 19:00:08 UTC 2025","broken","Fri Dec 19 19:00:08 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","65","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Dec 19 19:00:10 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","64","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri Dec 19 19:00:21 UTC 2025","broken","Fri Dec 19 19:00:21 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","63","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","63","Update profile - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:08 UTC 2025","broken","Fri Dec 19 19:00:08 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","144","Invalid email format","QA|Nova Bank - Infopool","Fri Dec 19 19:00:05 UTC 2025","broken","Fri Dec 19 19:00:05 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","65","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","104","No user credentials","QA|Nova Bank - Infopool","Fri Dec 19 19:00:05 UTC 2025","broken","Fri Dec 19 19:00:05 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a paginated list of reports with optional filtering","65","Get Reports - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","65","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri Dec 19 19:00:13 UTC 2025","broken","Fri Dec 19 19:00:13 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","137","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Dec 19 19:00:06 UTC 2025","broken","Fri Dec 19 19:00:06 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","67","Update user - empty action field","QA|Nova Bank - Infopool","Fri Dec 19 19:00:14 UTC 2025","broken","Fri Dec 19 19:00:14 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","65","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","62","Update user - ID does not exist","QA|Nova Bank - Infopool","Fri Dec 19 19:00:14 UTC 2025","broken","Fri Dec 19 19:00:14 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","107","Invalid credentials","QA|Nova Bank - Infopool","Fri Dec 19 19:00:05 UTC 2025","broken","Fri Dec 19 19:00:05 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","66","Get all definitions","QA|Nova Bank - Infopool","Fri Dec 19 19:00:13 UTC 2025","broken","Fri Dec 19 19:00:13 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","65","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Dec 19 19:00:07 UTC 2025","broken","Fri Dec 19 19:00:07 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","62","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Dec 19 19:00:11 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","65","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","61","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","64","No Auth - Get all permissions","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","90","Create a New Issue","QA|Nova Bank - Infopool","Fri Dec 19 19:00:09 UTC 2025","broken","Fri Dec 19 19:00:09 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","61","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","63","get all category","QA|Nova Bank - Infopool","Fri Dec 19 19:00:18 UTC 2025","broken","Fri Dec 19 19:00:18 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","64","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Dec 19 19:00:17 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","66","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Dec 19 19:00:08 UTC 2025","broken","Fri Dec 19 19:00:08 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get a paginated list of reports with optional filtering","68","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","64","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Dec 19 19:00:13 UTC 2025","broken","Fri Dec 19 19:00:13 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","64","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Dec 19 19:00:15 UTC 2025","broken","Fri Dec 19 19:00:15 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Update an existing report","66","Update Report - No auth","QA|Nova Bank - Infopool","Fri Dec 19 19:00:20 UTC 2025","broken","Fri Dec 19 19:00:20 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","63","Create roles","QA|Nova Bank - Infopool","Fri Dec 19 19:00:17 UTC 2025","broken","Fri Dec 19 19:00:17 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","94","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Dec 19 19:00:06 UTC 2025","broken","Fri Dec 19 19:00:06 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","62","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Fri Dec 19 19:00:10 UTC 2025","broken","Fri Dec 19 19:00:10 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","66","Logout session successfully","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Logout","Bank Admin","",""
"","65","Logout session - no session","QA|Nova Bank - Infopool","Fri Dec 19 19:00:19 UTC 2025","broken","Fri Dec 19 19:00:19 UTC 2025","v1 > Logout","Bank Admin","",""
"","61","successful dashboard embed","QA|Nova Bank - Infopool","Fri Dec 19 19:00:13 UTC 2025","broken","Fri Dec 19 19:00:13 UTC 2025","embed dashboard","Bank User","",""
"","64","No_auth_add_comments","QA|Nova Bank - Infopool","Fri Dec 19 19:00:11 UTC 2025","broken","Fri Dec 19 19:00:11 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","65","Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Dec 19 19:00:12 UTC 2025","broken","Fri Dec 19 19:00:12 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","66","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Dec 19 19:00:16 UTC 2025","broken","Fri Dec 19 19:00:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
