"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","Update user - no auth","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","54","category by id","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","40","Fetch all organizations","QA|Nova Bank - Infopool","Sun Apr 06 20:24:51 GMT 2025","passed","Sun Apr 06 20:24:51 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","59","Update user - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","31","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","27","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","24","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Apr 06 20:24:51 GMT 2025","passed","Sun Apr 06 20:24:51 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","138","Change password - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","failed","Sun Apr 06 20:24:36 GMT 2025","v1 > Profile > Password","Bank User","",""
"","24","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","47","Create roles - Existing role","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","33","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","23","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","25","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Apr 06 20:24:38 GMT 2025","passed","Sun Apr 06 20:24:38 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","55","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","59","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:52 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","3090","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Apr 06 20:24:46 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","24","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Apr 06 20:24:39 GMT 2025","passed","Sun Apr 06 20:24:39 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","60","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:52 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","38","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","44","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Apr 06 20:24:39 GMT 2025","passed","Sun Apr 06 20:24:39 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","38","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:52 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","51","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","35","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","48","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:52 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","127","Get events - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","50","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Apr 06 20:24:36 GMT 2025","passed","Sun Apr 06 20:24:36 GMT 2025","v1 > Profile > Password","Bank User","",""
"","26","Update profile - no auth","QA|Nova Bank - Infopool","Sun Apr 06 20:24:36 GMT 2025","passed","Sun Apr 06 20:24:36 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","81","Forgot password - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","70","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","52","Get all Issues","QA|Nova Bank - Infopool","Sun Apr 06 20:24:38 GMT 2025","failed","Sun Apr 06 20:24:38 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","28","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Apr 06 20:24:51 GMT 2025","failed","Sun Apr 06 20:24:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","6166","Invalid email format","QA|Nova Bank - Infopool","Sun Apr 06 20:24:28 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","34","Add attachment to issue","QA|Nova Bank - Infopool","Sun Apr 06 20:24:38 GMT 2025","failed","Sun Apr 06 20:24:38 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","226","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","25","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","30","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","29","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:52 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","24","No auth - category by id","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","31","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","28","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","41","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Apr 06 20:24:39 GMT 2025","passed","Sun Apr 06 20:24:39 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","52","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Apr 06 20:24:51 GMT 2025","passed","Sun Apr 06 20:24:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","22","No auth - Update role status","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","45","Update user - empty action field","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","48","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","70","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","40","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","99","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Apr 06 20:24:43 GMT 2025","failed","Sun Apr 06 20:24:43 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","91","update role","QA|Nova Bank - Infopool","Sun Apr 06 20:24:51 GMT 2025","passed","Sun Apr 06 20:24:51 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","45","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","47","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Apr 06 20:24:51 GMT 2025","passed","Sun Apr 06 20:24:51 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","41","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","26","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","33","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Apr 06 20:24:38 GMT 2025","failed","Sun Apr 06 20:24:38 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","29","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:35 GMT 2025","passed","Sun Apr 06 20:24:35 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","44","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Apr 06 20:24:53 GMT 2025","passed","Sun Apr 06 20:24:53 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","98","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","125","Invalid credentials","QA|Nova Bank - Infopool","Sun Apr 06 20:24:28 GMT 2025","passed","Sun Apr 06 20:24:28 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","25","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Apr 06 20:24:37 GMT 2025","passed","Sun Apr 06 20:24:37 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","65","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Apr 06 20:24:52 GMT 2025","passed","Sun Apr 06 20:24:52 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","25","Health","QA|Nova Bank - Infopool","Sun Apr 06 20:24:50 GMT 2025","passed","Sun Apr 06 20:24:50 GMT 2025","v1 > Health","Bank Admin","",""
