"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:59:12 GMT 2025","passed","Sat Jun 07 22:59:12 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","73","Fetch Customer By ID","QA|Nova Bank - Infopool","Sat Jun 07 22:59:28 GMT 2025","failed","Sat Jun 07 22:59:28 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","57","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","519","Get profile - successfully","QA|Nova Bank - Infopool","Sat Jun 07 22:59:13 GMT 2025","passed","Sat Jun 07 22:59:14 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","57","Fetch all users","QA|Nova Bank - Infopool","Sat Jun 07 23:00:42 GMT 2025","passed","Sat Jun 07 23:00:42 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","204","Forgot password - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:59:09 GMT 2025","failed","Sat Jun 07 22:59:10 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","57","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","68","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:59:11 GMT 2025","passed","Sat Jun 07 22:59:11 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","63","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sat Jun 07 23:00:41 GMT 2025","passed","Sat Jun 07 23:00:41 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","57","Update user - no auth","QA|Nova Bank - Infopool","Sat Jun 07 23:00:43 GMT 2025","passed","Sat Jun 07 23:00:43 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","254","Get events - invalid start date","QA|Nova Bank - Infopool","Sat Jun 07 22:59:15 GMT 2025","passed","Sat Jun 07 22:59:16 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","59","managers","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:46 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","59","Health","QA|Nova Bank - Infopool","Sat Jun 07 23:00:42 GMT 2025","passed","Sat Jun 07 23:00:42 GMT 2025","v1 > Health","Bank Admin","",""
"","58","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","57","Fetch all users in an organization","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","73","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:59:27 GMT 2025","failed","Sat Jun 07 22:59:27 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","58","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 23:00:42 GMT 2025","passed","Sat Jun 07 23:00:42 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","134","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sat Jun 07 22:59:15 GMT 2025","passed","Sat Jun 07 22:59:15 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","62","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sat Jun 07 23:00:41 GMT 2025","passed","Sat Jun 07 23:00:41 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","169","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sat Jun 07 22:59:16 GMT 2025","passed","Sat Jun 07 22:59:16 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","72","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sat Jun 07 22:59:10 GMT 2025","passed","Sat Jun 07 22:59:10 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","66","Get profile - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:59:14 GMT 2025","passed","Sat Jun 07 22:59:14 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","57","No auth - update role","QA|Nova Bank - Infopool","Sat Jun 07 23:00:43 GMT 2025","passed","Sat Jun 07 23:00:43 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","195","Weak password - Change password","QA|Nova Bank - Infopool","Sat Jun 07 22:59:13 GMT 2025","passed","Sat Jun 07 22:59:13 GMT 2025","v1 > Profile > Password","Bank User","",""
"","66237","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sat Jun 07 22:59:32 GMT 2025","passed","Sat Jun 07 23:00:38 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","57","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","59","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 23:00:43 GMT 2025","passed","Sat Jun 07 23:00:43 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","128","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:59:11 GMT 2025","passed","Sat Jun 07 22:59:11 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","918","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 22:59:28 GMT 2025","passed","Sat Jun 07 22:59:29 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","62","Create  organization","QA|Nova Bank - Infopool","Sat Jun 07 23:00:43 GMT 2025","passed","Sat Jun 07 23:00:43 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","60","update role","QA|Nova Bank - Infopool","Sat Jun 07 23:00:43 GMT 2025","passed","Sat Jun 07 23:00:43 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","64","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sat Jun 07 23:00:44 GMT 2025","passed","Sat Jun 07 23:00:44 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3132","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sat Jun 07 23:00:38 GMT 2025","passed","Sat Jun 07 23:00:41 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","62","Fetch Customer Comments","QA|Nova Bank - Infopool","Sat Jun 07 22:59:26 GMT 2025","failed","Sat Jun 07 22:59:26 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","220","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:59:24 GMT 2025","passed","Sat Jun 07 22:59:24 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","59","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sat Jun 07 23:00:44 GMT 2025","passed","Sat Jun 07 23:00:44 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","98","Get roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 23:00:46 GMT 2025","passed","Sat Jun 07 23:00:46 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","59","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 23:00:42 GMT 2025","passed","Sat Jun 07 23:00:42 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","72","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 22:59:27 GMT 2025","failed","Sat Jun 07 22:59:27 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","57","successful dashboard embed","QA|Nova Bank - Infopool","Sat Jun 07 23:00:41 GMT 2025","passed","Sat Jun 07 23:00:42 GMT 2025","embed dashboard","Bank User","",""
"","58","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","65","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:59:23 GMT 2025","passed","Sat Jun 07 22:59:23 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","61","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 23:00:45 GMT 2025","passed","Sat Jun 07 23:00:45 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","62","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sat Jun 07 22:59:25 GMT 2025","passed","Sat Jun 07 22:59:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","75","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sat Jun 07 22:59:28 GMT 2025","failed","Sat Jun 07 22:59:28 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","132","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:59:16 GMT 2025","passed","Sat Jun 07 22:59:16 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","75","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 22:59:29 GMT 2025","passed","Sat Jun 07 22:59:29 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
