"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41","Logout session successfully","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Logout","Bank Admin","",""
"","82","Get profile - user not logged in","QA|Nova Bank - Infopool","Thu Jun 05 16:57:41 GMT 2025","passed","Thu Jun 05 16:57:41 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","39","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","43","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 16:57:56 GMT 2025","passed","Thu Jun 05 16:57:56 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get a paginated list of reports with optional filtering","39","Get Report Objects - Question","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","44","Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 16:58:56 GMT 2025","passed","Thu Jun 05 16:58:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","42","Update role status - role does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","41","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","42","No Auth - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","39","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","42","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:57:53 GMT 2025","passed","Thu Jun 05 16:57:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get a paginated list of reports with optional filtering","38","Get Reports Stats","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","42","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","40","No auth - Update role status","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","38","No auth - managers","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Update an existing report","41","Update Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","40","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","825","reset password","QA|Nova Bank - Infopool","Thu Jun 05 16:57:37 GMT 2025","passed","Thu Jun 05 16:57:38 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","45","Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","114","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:57:44 GMT 2025","failed","Thu Jun 05 16:57:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","43","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","132","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:57:41 GMT 2025","passed","Thu Jun 05 16:57:42 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get a specific report by ID","40","Get Report by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","47","Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","37","get user role","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","41","Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","43","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","passed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","49","No Auth - Change password","QA|Nova Bank - Infopool","Thu Jun 05 16:57:40 GMT 2025","passed","Thu Jun 05 16:57:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","40","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","35","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 16:59:02 GMT 2025","passed","Thu Jun 05 16:59:02 GMT 2025","","corporate Adjustment","",""
"Get a specific report by ID","38","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","35","search Corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 16:59:02 GMT 2025","passed","Thu Jun 05 16:59:02 GMT 2025","","corporate Adjustment","",""
"","40","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","51","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 16:57:42 GMT 2025","passed","Thu Jun 05 16:57:42 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","43","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 16:57:43 GMT 2025","passed","Thu Jun 05 16:57:43 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","84","Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:57:51 GMT 2025","failed","Thu Jun 05 16:57:51 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","43","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:57:53 GMT 2025","failed","Thu Jun 05 16:57:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","36","No auth - get user role","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","53","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","40","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","Create  organization - without parent id","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","39","update role","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","92","Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 16:57:45 GMT 2025","failed","Thu Jun 05 16:57:45 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","38","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","41","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","368","Invalid credentials","QA|Nova Bank - Infopool","Thu Jun 05 16:57:30 GMT 2025","passed","Thu Jun 05 16:57:31 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","86","Fetch Customer By ID","QA|Nova Bank - Infopool","Thu Jun 05 16:57:53 GMT 2025","passed","Thu Jun 05 16:57:53 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","139","No auth - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:57:44 GMT 2025","passed","Thu Jun 05 16:57:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","43","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 16:58:56 GMT 2025","passed","Thu Jun 05 16:58:56 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","43","Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","42","Create organization - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","127","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:57:39 GMT 2025","passed","Thu Jun 05 16:57:39 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","36","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:02 GMT 2025","","corporate Adjustment","",""
"","39","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","43","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 16:58:56 GMT 2025","passed","Thu Jun 05 16:58:56 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Delete a report (soft delete)","38","Delete Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","102","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:57:53 GMT 2025","passed","Thu Jun 05 16:57:53 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","57","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","passed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","48","No email - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 16:57:37 GMT 2025","passed","Thu Jun 05 16:57:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","40","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","40","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","40","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","38","No auth - get all category","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","39","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","38","Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","41","get all category","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","723","Successful login","QA|Nova Bank - Infopool","Thu Jun 05 16:57:29 GMT 2025","passed","Thu Jun 05 16:57:30 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","121","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:57:39 GMT 2025","passed","Thu Jun 05 16:57:39 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","43","Export Report Data","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","failed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","95","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 16:57:45 GMT 2025","passed","Thu Jun 05 16:57:45 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","41","Empty fields - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","42","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","40","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","3163","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 16:57:45 GMT 2025","passed","Thu Jun 05 16:57:48 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","101","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 16:57:37 GMT 2025","passed","Thu Jun 05 16:57:37 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","41","Get roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","63","Empty current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 16:57:41 GMT 2025","passed","Thu Jun 05 16:57:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","41","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","46","Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","44","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","passed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","42","No auth - Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","42","Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","45","Get profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:57:41 GMT 2025","passed","Thu Jun 05 16:57:41 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","41","Update organization details by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","37","Get permission by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","40","Remove user from an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","632","Invalid current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 16:57:40 GMT 2025","passed","Thu Jun 05 16:57:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","43","Get events - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:57:42 GMT 2025","passed","Thu Jun 05 16:57:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","77","audit trail","QA|Nova Bank - Infopool","Thu Jun 05 16:57:42 GMT 2025","passed","Thu Jun 05 16:57:42 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","41","Create organization - empty street value","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","41","Health","QA|Nova Bank - Infopool","Thu Jun 05 16:58:56 GMT 2025","passed","Thu Jun 05 16:58:56 GMT 2025","v1 > Health","Bank Admin","",""
"","40","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:58:58 GMT 2025","passed","Thu Jun 05 16:58:58 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","39","category by id","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","96","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 16:57:42 GMT 2025","passed","Thu Jun 05 16:57:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","42","Invalid name - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:57:52 GMT 2025","failed","Thu Jun 05 16:57:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","198","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Thu Jun 05 16:57:42 GMT 2025","passed","Thu Jun 05 16:57:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","39","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Thu Jun 05 16:58:59 GMT 2025","passed","Thu Jun 05 16:58:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","40","Get role by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:59:00 GMT 2025","passed","Thu Jun 05 16:59:00 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Create a new report","39","Create Report","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","51","Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:57:39 GMT 2025","passed","Thu Jun 05 16:57:39 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","39","Update user - empty action field","QA|Nova Bank - Infopool","Thu Jun 05 16:58:57 GMT 2025","passed","Thu Jun 05 16:58:57 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","41","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Thu Jun 05 16:59:01 GMT 2025","passed","Thu Jun 05 16:59:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","3098","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 16:57:48 GMT 2025","passed","Thu Jun 05 16:57:51 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","43","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 16:58:56 GMT 2025","passed","Thu Jun 05 16:58:56 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
